"species_scientific","site","place_name","date","YYYYMMDD","quadrat","species_common","sp_code","width_mm","mass_g"
"Protothaca staminea","2018_H_03","Nossuk Bay","7/16/2018",20180716,5,"Steamer clam","CLMSTM",25,2.8078853772478
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,6,"Steamer clam","CLMSTM",22,1.98627076902264
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,6,"Steamer clam","CLMSTM",20,1.53442992593445
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,1,"Steamer clam","CLMSTM",25,2.8078853772478
"Protothaca staminea","2018_H_03","Nossuk Bay","7/16/2018",20180716,7,"Steamer clam","CLMSTM",24,2.51402663328876
"Protothaca staminea","2018_L_01","North Pass","7/11/2018",20180711,8,"Steamer clam","CLMSTM",42,11.4423943208142
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,2,"Steamer clam","CLMSTM",21,1.75116747289578
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,7,"Steamer clam","CLMSTM",22,1.98627076902264
"Protothaca staminea","2018_H_03","Nossuk Bay","7/16/2018",20180716,1,"Steamer clam","CLMSTM",38,8.72593173987982
"Protothaca staminea","2018_H_03","Nossuk Bay","7/16/2018",20180716,1,"Steamer clam","CLMSTM",21,1.75116747289578
"Protothaca staminea","2018_H_03","Nossuk Bay","7/16/2018",20180716,1,"Steamer clam","CLMSTM",26,3.12252308617495
"Protothaca staminea","2018_H_03","Nossuk Bay","7/16/2018",20180716,1,"Steamer clam","CLMSTM",17,0.988128693856787
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,7,"Steamer clam","CLMSTM",25,2.8078853772478
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,7,"Steamer clam","CLMSTM",24,2.51402663328876
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,5,"Steamer clam","CLMSTM",20,1.53442992593445
"Protothaca staminea","2018_H_03","Nossuk Bay","7/16/2018",20180716,3,"Steamer clam","CLMSTM",40,10.0261982602761
"Protothaca staminea","2018_H_03","Nossuk Bay","7/16/2018",20180716,2,"Steamer clam","CLMSTM",23,2.240354849453
"Protothaca staminea","2018_H_03","Nossuk Bay","7/16/2018",20180716,2,"Steamer clam","CLMSTM",22,1.98627076902264
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,5,"Steamer clam","CLMSTM",18,1.15354827875726
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,8,"Steamer clam","CLMSTM",24,2.51402663328876
"Protothaca staminea","2018_H_03","Nossuk Bay","7/16/2018",20180716,4,"Steamer clam","CLMSTM",26,3.12252308617495
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,1,"Steamer clam","CLMSTM",19,1.33543447334186
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,5,"Steamer clam","CLMSTM",24,2.51402663328876
"Protothaca staminea","2018_H_03","Nossuk Bay","7/16/2018",20180716,7,"Steamer clam","CLMSTM",19,1.33543447334186
"Protothaca staminea","2018_L_03","Sukkwan","7/13/2018",20180713,8,"Steamer clam","CLMSTM",40,10.0261982602761
"Protothaca staminea","2018_L_02","Natzuhini","7/12/2018",20180712,5,"Steamer clam","CLMSTM",46,14.6388189609294
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,5,"Steamer clam","CLMSTM",20,1.53442992593445
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,4,"Steamer clam","CLMSTM",20,1.53442992593445
"Protothaca staminea","2018_H_03","Nossuk Bay","7/16/2018",20180716,6,"Steamer clam","CLMSTM",33,5.9551620089484
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,5,"Steamer clam","CLMSTM",30,4.60046985679331
"Protothaca staminea","2018_H_03","Nossuk Bay","7/16/2018",20180716,4,"Steamer clam","CLMSTM",34,6.45658301094618
"Protothaca staminea","2018_H_03","Nossuk Bay","7/16/2018",20180716,6,"Steamer clam","CLMSTM",19,1.33543447334186
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,1,"Steamer clam","CLMSTM",21,1.75116747289578
"Protothaca staminea","2018_H_03","Nossuk Bay","7/16/2018",20180716,7,"Steamer clam","CLMSTM",27,3.45852488607244
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,1,"Steamer clam","CLMSTM",20,1.53442992593445
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,6,"Steamer clam","CLMSTM",20,1.53442992593445
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,7,"Steamer clam","CLMSTM",20,1.53442992593445
"Protothaca staminea","2018_H_03","Nossuk Bay","7/16/2018",20180716,7,"Steamer clam","CLMSTM",19,1.33543447334186
"Protothaca staminea","2018_H_03","Nossuk Bay","7/16/2018",20180716,6,"Steamer clam","CLMSTM",22,1.98627076902264
"Protothaca staminea","2018_H_03","Nossuk Bay","7/16/2018",20180716,6,"Steamer clam","CLMSTM",23,2.240354849453
"Protothaca staminea","2018_H_03","Nossuk Bay","7/16/2018",20180716,3,"Steamer clam","CLMSTM",23,2.240354849453
"Protothaca staminea","2018_H_03","Nossuk Bay","7/16/2018",20180716,7,"Steamer clam","CLMSTM",19,1.33543447334186
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,7,"Steamer clam","CLMSTM",14,0.584080291661177
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,5,"Steamer clam","CLMSTM",16,0.838522546782512
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,4,"Steamer clam","CLMSTM",21,1.75116747289578
"Protothaca staminea","2018_H_03","Nossuk Bay","7/16/2018",20180716,4,"Steamer clam","CLMSTM",25,2.8078853772478
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,7,"Steamer clam","CLMSTM",23,2.240354849453
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,5,"Steamer clam","CLMSTM",16,0.838522546782512
"Protothaca staminea","2018_H_03","Nossuk Bay","7/16/2018",20180716,3,"Steamer clam","CLMSTM",35,6.98383701975007
"Protothaca staminea","2018_H_03","Nossuk Bay","7/16/2018",20180716,7,"Steamer clam","CLMSTM",21,1.75116747289578
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,5,"Steamer clam","CLMSTM",22,1.98627076902264
"Protothaca staminea","2018_H_03","Nossuk Bay","7/16/2018",20180716,7,"Steamer clam","CLMSTM",30,4.60046985679331
"Protothaca staminea","2018_H_03","Nossuk Bay","7/16/2018",20180716,5,"Steamer clam","CLMSTM",23,2.240354849453
"Protothaca staminea","2018_H_03","Nossuk Bay","7/16/2018",20180716,5,"Steamer clam","CLMSTM",26,3.12252308617495
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,6,"Steamer clam","CLMSTM",13,0.477877331314224
"Protothaca staminea","2018_H_02","Gaktu Cove","7/15/2018",20180715,6,"Steamer clam","CLMSTM",21,1.75116747289578
"Saxidomus gigantea","2018_L_01","North Pass","7/11/2018",20180711,1,"Butter clam","CLMBUT",67,134.644567867169
"Saxidomus gigantea","2018_L_02","Natzuhini","7/12/2018",20180712,7,"Butter clam","CLMBUT",70,154.605145317391
"Saxidomus gigantea","2018_L_01","North Pass","7/11/2018",20180711,5,"Butter clam","CLMBUT",76,200.418606699425
"Saxidomus gigantea","2018_L_02","Natzuhini","7/12/2018",20180712,3,"Butter clam","CLMBUT",48,47.0014316248526
"Saxidomus gigantea","2018_L_01","North Pass","7/11/2018",20180711,2,"Butter clam","CLMBUT",49,50.1616160721425
"Saxidomus gigantea","2018_L_01","North Pass","7/11/2018",20180711,2,"Butter clam","CLMBUT",41,28.5803550496843
"Saxidomus gigantea","2018_L_02","Natzuhini","7/12/2018",20180712,3,"Butter clam","CLMBUT",55,72.2256497150466
"Saxidomus gigantea","2018_L_03","Sukkwan","7/13/2018",20180713,1,"Butter clam","CLMBUT",37,20.6714830787588
"Saxidomus gigantea","2018_L_02","Natzuhini","7/12/2018",20180712,3,"Butter clam","CLMBUT",40,26.4377418646735
"Saxidomus gigantea","2018_L_01","North Pass","7/11/2018",20180711,7,"Butter clam","CLMBUT",47,43.9800433338082
"Saxidomus gigantea","2018_L_01","North Pass","7/11/2018",20180711,1,"Butter clam","CLMBUT",80,235.634961834314
"Saxidomus gigantea","2018_H_03","Nossuk Bay","7/16/2018",20180716,2,"Butter clam","CLMBUT",25,5.99854091808768
"Saxidomus gigantea","2018_L_03","Sukkwan","7/13/2018",20180713,1,"Butter clam","CLMBUT",20,2.96625844255904
"Saxidomus gigantea","2018_L_02","Natzuhini","7/12/2018",20180712,5,"Butter clam","CLMBUT",71,161.683296506766
"Saxidomus gigantea","2018_L_02","Natzuhini","7/12/2018",20180712,5,"Butter clam","CLMBUT",77,208.859581941176
"Saxidomus gigantea","2018_L_01","North Pass","7/11/2018",20180711,3,"Butter clam","CLMBUT",36,18.9591596088083
"Saxidomus gigantea","2018_L_02","Natzuhini","7/12/2018",20180712,7,"Butter clam","CLMBUT",64,116.520701358479
"Saxidomus gigantea","2018_L_01","North Pass","7/11/2018",20180711,5,"Butter clam","CLMBUT",74,184.241307417809
"Saxidomus gigantea","2018_L_01","North Pass","7/11/2018",20180711,3,"Butter clam","CLMBUT",49,50.1616160721425
"Saxidomus gigantea","2018_L_02","Natzuhini","7/12/2018",20180712,6,"Butter clam","CLMBUT",65,122.363772030669
"Saxidomus gigantea","2018_L_02","Natzuhini","7/12/2018",20180712,6,"Butter clam","CLMBUT",68,141.089317813852
"Saxidomus gigantea","2018_L_02","Natzuhini","7/12/2018",20180712,4,"Butter clam","CLMBUT",75,192.213710796502
"Saxidomus gigantea","2018_L_01","North Pass","7/11/2018",20180711,6,"Butter clam","CLMBUT",62,105.411715421639
"Saxidomus gigantea","2018_L_01","North Pass","7/11/2018",20180711,4,"Butter clam","CLMBUT",63,110.871179596928
"Saxidomus gigantea","2018_L_01","North Pass","7/11/2018",20180711,4,"Butter clam","CLMBUT",44,35.715342474461
"Saxidomus gigantea","2018_H_03","Nossuk Bay","7/16/2018",20180716,4,"Butter clam","CLMBUT",32,13.0733750222187
"Saxidomus gigantea","2018_L_01","North Pass","7/11/2018",20180711,3,"Butter clam","CLMBUT",54,68.1620195629361
"Saxidomus gigantea","2018_L_03","Sukkwan","7/13/2018",20180713,4,"Butter clam","CLMBUT",68,141.089317813852
"Saxidomus gigantea","2018_L_03","Sukkwan","7/13/2018",20180713,7,"Butter clam","CLMBUT",22,4.00718551100301
"Saxidomus gigantea","2018_H_03","Nossuk Bay","7/16/2018",20180716,7,"Butter clam","CLMBUT",33,14.406643692498
"Saxidomus gigantea","2018_L_02","Natzuhini","7/12/2018",20180712,7,"Butter clam","CLMBUT",57,80.8436726633709
"Saxidomus gigantea","2018_L_02","Natzuhini","7/12/2018",20180712,7,"Butter clam","CLMBUT",58,85.404912587525
"Saxidomus gigantea","2018_L_02","Natzuhini","7/12/2018",20180712,6,"Butter clam","CLMBUT",69,147.741666023633
"Saxidomus gigantea","2018_H_02","Gaktu Cove","7/15/2018",20180715,6,"Butter clam","CLMBUT",26,6.78892244358478
"Saxidomus gigantea","2018_L_01","North Pass","7/11/2018",20180711,6,"Butter clam","CLMBUT",67,134.644567867169
"Saxidomus gigantea","2018_L_01","North Pass","7/11/2018",20180711,2,"Butter clam","CLMBUT",49,50.1616160721425
"Saxidomus gigantea","2018_L_03","Sukkwan","7/13/2018",20180713,5,"Butter clam","CLMBUT",55,72.2256497150466
"Saxidomus gigantea","2018_L_01","North Pass","7/11/2018",20180711,1,"Butter clam","CLMBUT",65,122.363772030669
"Saxidomus gigantea","2018_L_01","North Pass","7/11/2018",20180711,1,"Butter clam","CLMBUT",52,60.5084764454776
"Saxidomus gigantea","2018_L_01","North Pass","7/11/2018",20180711,5,"Butter clam","CLMBUT",70,154.605145317391
"Saxidomus gigantea","2018_L_02","Natzuhini","7/12/2018",20180712,1,"Butter clam","CLMBUT",42,30.8386459713703
"Saxidomus gigantea","2018_H_03","Nossuk Bay","7/16/2018",20180716,1,"Butter clam","CLMBUT",33,14.406643692498
"Saxidomus gigantea","2018_H_03","Nossuk Bay","7/16/2018",20180716,2,"Butter clam","CLMBUT",17,1.77608355255239
"Saxidomus gigantea","2018_H_03","Nossuk Bay","7/16/2018",20180716,7,"Butter clam","CLMBUT",32,13.0733750222187
"Saxidomus gigantea","2018_L_01","North Pass","7/11/2018",20180711,8,"Butter clam","CLMBUT",67,134.644567867169
"Saxidomus gigantea","2018_L_01","North Pass","7/11/2018",20180711,8,"Butter clam","CLMBUT",64,116.520701358479
"Saxidomus gigantea","2018_L_01","North Pass","7/11/2018",20180711,6,"Butter clam","CLMBUT",70,154.605145317391
"Saxidomus gigantea","2018_L_01","North Pass","7/11/2018",20180711,8,"Butter clam","CLMBUT",51,56.9117748770084
"Saxidomus gigantea","2018_L_01","North Pass","7/11/2018",20180711,6,"Butter clam","CLMBUT",62,105.411715421639
"Saxidomus gigantea","2018_L_03","Sukkwan","7/13/2018",20180713,1,"Butter clam","CLMBUT",16,1.46680488942264
"Saxidomus gigantea","2018_H_01","Kaguk Cove","7/14/2018",20180714,6,"Butter clam","CLMBUT",24,5.2734607245664
"Saxidomus gigantea","2018_H_03","Nossuk Bay","7/16/2018",20180716,1,"Butter clam","CLMBUT",47,43.9800433338082
"Saxidomus gigantea","2018_L_03","Sukkwan","7/13/2018",20180713,7,"Butter clam","CLMBUT",44,35.715342474461
"Saxidomus gigantea","2018_L_03","Sukkwan","7/13/2018",20180713,4,"Butter clam","CLMBUT",85,285.319051728118
"Saxidomus gigantea","2018_L_01","North Pass","7/11/2018",20180711,3,"Butter clam","CLMBUT",62,105.411715421639
"Saxidomus gigantea","2018_L_03","Sukkwan","7/13/2018",20180713,8,"Butter clam","CLMBUT",43,33.2158819543498
"Saxidomus gigantea","2018_L_01","North Pass","7/11/2018",20180711,8,"Butter clam","CLMBUT",74,184.241307417809
"Saxidomus gigantea","2018_L_02","Natzuhini","7/12/2018",20180712,2,"Butter clam","CLMBUT",50,53.4639443690103
"Saxidomus gigantea","2018_L_02","Natzuhini","7/12/2018",20180712,2,"Butter clam","CLMBUT",52,60.5084764454776
"Saxidomus gigantea","2018_L_03","Sukkwan","7/13/2018",20180713,5,"Butter clam","CLMBUT",82,254.731697805942
"Saxidomus gigantea","2018_L_02","Natzuhini","7/12/2018",20180712,2,"Butter clam","CLMBUT",66,128.403891452559
"Saxidomus gigantea","2018_L_01","North Pass","7/11/2018",20180711,1,"Butter clam","CLMBUT",40,26.4377418646735
"Saxidomus gigantea","2018_L_01","North Pass","7/11/2018",20180711,7,"Butter clam","CLMBUT",53,64.2574282376507
