site,place_name,date,YYYYMMDD,quadrat,species_common,species_scientific,sp_code,width_mm
2018_H_03,Nossuk Bay,7/16/2018,20180716,4,Butter clam,Saxidomus gigantea,CLMBUT,32
2018_H_03,Nossuk Bay,7/16/2018,20180716,5,Bentnose macoma,Macoma nasuta,CLMBNT,47
2018_H_03,Nossuk Bay,7/16/2018,20180716,5,Pointed macoma,Macoma inquinata,CLMPOI,39
2018_H_03,Nossuk Bay,7/16/2018,20180716,5,Steamer clam,Protothaca staminea,CLMSTM,23
2018_H_03,Nossuk Bay,7/16/2018,20180716,5,Steamer clam,Protothaca staminea,CLMSTM,26
2018_H_03,Nossuk Bay,7/16/2018,20180716,5,Steamer clam,Protothaca staminea,CLMSTM,21
2018_H_03,Nossuk Bay,7/16/2018,20180716,5,Steamer clam,Protothaca staminea,CLMSTM,25
2018_H_03,Nossuk Bay,7/16/2018,20180716,6,Steamer clam,Protothaca staminea,CLMSTM,33
2018_H_03,Nossuk Bay,7/16/2018,20180716,6,Steamer clam,Protothaca staminea,CLMSTM,22
2018_H_03,Nossuk Bay,7/16/2018,20180716,6,Steamer clam,Protothaca staminea,CLMSTM,23
2018_H_03,Nossuk Bay,7/16/2018,20180716,6,Steamer clam,Protothaca staminea,CLMSTM,19
2018_H_03,Nossuk Bay,7/16/2018,20180716,7,Steamer clam,Protothaca staminea,CLMSTM,24
2018_H_03,Nossuk Bay,7/16/2018,20180716,7,Steamer clam,Protothaca staminea,CLMSTM,27
2018_H_03,Nossuk Bay,7/16/2018,20180716,7,Steamer clam,Protothaca staminea,CLMSTM,23
2018_H_03,Nossuk Bay,7/16/2018,20180716,7,Steamer clam,Protothaca staminea,CLMSTM,20
2018_H_03,Nossuk Bay,7/16/2018,20180716,7,Steamer clam,Protothaca staminea,CLMSTM,19
2018_H_03,Nossuk Bay,7/16/2018,20180716,7,Steamer clam,Protothaca staminea,CLMSTM,19
2018_H_03,Nossuk Bay,7/16/2018,20180716,7,Steamer clam,Protothaca staminea,CLMSTM,30
2018_H_03,Nossuk Bay,7/16/2018,20180716,7,Steamer clam,Protothaca staminea,CLMSTM,21
2018_H_03,Nossuk Bay,7/16/2018,20180716,7,Steamer clam,Protothaca staminea,CLMSTM,19
2018_H_03,Nossuk Bay,7/16/2018,20180716,7,Steamer clam,Protothaca staminea,CLMSTM,30
2018_H_03,Nossuk Bay,7/16/2018,20180716,7,Butter clam,Saxidomus gigantea,CLMBUT,33
2018_H_03,Nossuk Bay,7/16/2018,20180716,7,Butter clam,Saxidomus gigantea,CLMBUT,32
2018_H_03,Nossuk Bay,7/16/2018,20180716,7,Pointed macoma,Macoma inquinata,CLMPOI,22
2018_H_03,Nossuk Bay,7/16/2018,20180716,8,Steamer clam,Protothaca staminea,CLMSTM,30
2018_H_03,Nossuk Bay,7/16/2018,20180716,8,Steamer clam,Protothaca staminea,CLMSTM,29
2018_H_03,Nossuk Bay,7/16/2018,20180716,8,Steamer clam,Protothaca staminea,CLMSTM,29
2018_H_03,Nossuk Bay,7/16/2018,20180716,8,Steamer clam,Protothaca staminea,CLMSTM,36
2018_H_03,Nossuk Bay,7/16/2018,20180716,8,Steamer clam,Protothaca staminea,CLMSTM,30
2018_H_03,Nossuk Bay,7/16/2018,20180716,8,Steamer clam,Protothaca staminea,CLMSTM,21
2018_H_03,Nossuk Bay,7/16/2018,20180716,8,Steamer clam,Protothaca staminea,CLMSTM,20
2018_H_03,Nossuk Bay,7/16/2018,20180716,8,Steamer clam,Protothaca staminea,CLMSTM,25
2018_H_03,Nossuk Bay,7/16/2018,20180716,8,Steamer clam,Protothaca staminea,CLMSTM,28
2018_H_03,Nossuk Bay,7/16/2018,20180716,8,Steamer clam,Protothaca staminea,CLMSTM,23
2018_H_03,Nossuk Bay,7/16/2018,20180716,8,Steamer clam,Protothaca staminea,CLMSTM,22
