site,date_set,YYYYMMDD_set,time_set,date_pulled,YYYYMMDD_pulled,time_pulled,time_soak_hr,trap,string,species_common,species_scientific,taxon,sp_code,carapace_width_mm,sex,fork_length_mm,unmeasured,notes
2017_M_04,6/20/2017,20170620,1202,6/21/2017,20170621,1205,24.05,minnow,3,Pacific staghorn sculpin,Leptocottus armatus,Vertebrata,SCULSTG,,,258,,
2017_M_04,6/20/2017,20170620,1202,6/21/2017,20170621,1205,24.05,minnow,3,Pacific staghorn sculpin,Leptocottus armatus,Vertebrata,SCULSTG,,,240,,
2017_M_04,6/20/2017,20170620,1202,6/21/2017,20170621,1205,24.05,minnow,3,Pacific staghorn sculpin,Leptocottus armatus,Vertebrata,SCULSTG,,,210,,
2017_M_05,6/20/2017,20170620,1258,6/21/2017,20170621,1258,24.00,minnow,1,Pacific staghorn sculpin,Leptocottus armatus,Vertebrata,SCULSTG,,,224,,
2017_M_05,6/20/2017,20170620,1258,6/21/2017,20170621,1258,24.00,minnow,1,Pacific staghorn sculpin,Leptocottus armatus,Vertebrata,SCULSTG,,,222,,
2017_M_05,6/20/2017,20170620,1258,6/21/2017,20170621,1258,24.00,minnow,1,Pacific staghorn sculpin,Leptocottus armatus,Vertebrata,SCULSTG,,,210,,
2017_M_05,6/20/2017,20170620,1258,6/21/2017,20170621,1258,24.00,shrimp,1,Dungeness crab,Metacarcinus magister,Decapoda,CRABDUN,59,F,,,
2017_M_05,6/20/2017,20170620,1258,6/21/2017,20170621,1258,24.00,minnow,2,Butter sole,Isopsetta isolepis,Vertebrata,SOLEBUT,,,312,,
2017_M_05,6/20/2017,20170620,1258,6/21/2017,20170621,1258,24.00,minnow,2,Pacific staghorn sculpin,Leptocottus armatus,Vertebrata,SCULSTG,,,160,,
2017_M_05,6/20/2017,20170620,1258,6/21/2017,20170621,1258,24.00,minnow,2,Pacific staghorn sculpin,Leptocottus armatus,Vertebrata,SCULSTG,,,130,,
2017_M_05,6/20/2017,20170620,1258,6/21/2017,20170621,1258,24.00,minnow,2,Pacific staghorn sculpin,Leptocottus armatus,Vertebrata,SCULSTG,,,158,,
2017_M_05,6/20/2017,20170620,1258,6/21/2017,20170621,1258,24.00,minnow,2,Pacific staghorn sculpin,Leptocottus armatus,Vertebrata,SCULSTG,,,170,,
2017_M_05,6/20/2017,20170620,1258,6/21/2017,20170621,1258,24.00,minnow,2,Pacific staghorn sculpin,Leptocottus armatus,Vertebrata,SCULSTG,,,263,,
2017_M_05,6/20/2017,20170620,1258,6/21/2017,20170621,1258,24.00,minnow,2,Pacific staghorn sculpin,Leptocottus armatus,Vertebrata,SCULSTG,,,197,,
2017_M_05,6/20/2017,20170620,1258,6/21/2017,20170621,1258,24.00,minnow,3,Dungeness crab,Metacarcinus magister,Decapoda,CRABDUN,65,M,,,
2017_M_05,6/20/2017,20170620,1258,6/21/2017,20170621,1258,24.00,minnow,3,Dungeness crab,Metacarcinus magister,Decapoda,CRABDUN,89,M,,,
2017_M_05,6/20/2017,20170620,1258,6/21/2017,20170621,1258,24.00,minnow,3,Dungeness crab,Metacarcinus magister,Decapoda,CRABDUN,71,M,,,
2017_M_05,6/20/2017,20170620,1258,6/21/2017,20170621,1258,24.00,minnow,3,Helmet crab,Telmessus cheiragonus,Decapoda,CRABHEL,76,F,,,
2017_M_05,6/20/2017,20170620,1258,6/21/2017,20170621,1258,24.00,minnow,3,Pacific staghorn sculpin,Leptocottus armatus,Vertebrata,SCULSTG,,,180,,
2017_M_05,6/20/2017,20170620,1258,6/21/2017,20170621,1258,24.00,shrimp,3,Dungeness crab,Metacarcinus magister,Decapoda,CRABDUN,58,M,,,
2017_M_06,8/6/2017,20170806,1343,8/7/2017,20170807,1000,20.28,minnow,1,Graceful rock crab,Metacarcinus gracilis,Decapoda,CRABGRA,60,M,,,
2017_M_06,8/6/2017,20170806,1343,8/7/2017,20170807,1000,20.28,minnow,1,Red rock crab,Cancer productus,Decapoda,CRABRR,65,F,,,
2017_M_06,8/6/2017,20170806,1343,8/7/2017,20170807,1000,20.28,minnow,1,Pacific staghorn sculpin,Leptocottus armatus,Vertebrata,SCULSTG,,,285,,
2017_M_06,8/6/2017,20170806,1343,8/7/2017,20170807,1000,20.28,minnow,1,Pacific staghorn sculpin,Leptocottus armatus,Vertebrata,SCULSTG,,,216,,
2017_M_06,8/6/2017,20170806,1343,8/7/2017,20170807,1000,20.28,minnow,1,Pacific staghorn sculpin,Leptocottus armatus,Vertebrata,SCULSTG,,,244,,
2017_M_06,8/6/2017,20170806,1343,8/7/2017,20170807,1000,20.28,minnow,1,Pacific staghorn sculpin,Leptocottus armatus,Vertebrata,SCULSTG,,,225,,
2017_M_06,8/6/2017,20170806,1343,8/7/2017,20170807,1000,20.28,minnow,1,Pacific staghorn sculpin,Leptocottus armatus,Vertebrata,SCULSTG,,,201,,
2017_M_06,8/6/2017,20170806,1343,8/7/2017,20170807,1000,20.28,minnow,1,Pacific staghorn sculpin,Leptocottus armatus,Vertebrata,SCULSTG,,,202,,
2017_M_06,8/6/2017,20170806,1343,8/7/2017,20170807,1000,20.28,minnow,1,Pacific staghorn sculpin,Leptocottus armatus,Vertebrata,SCULSTG,,,214,,
2017_M_06,8/6/2017,20170806,1343,8/7/2017,20170807,1000,20.28,minnow,1,Pacific staghorn sculpin,Leptocottus armatus,Vertebrata,SCULSTG,,,203,,
2017_M_06,8/6/2017,20170806,1343,8/7/2017,20170807,1000,20.28,minnow,1,Pacific staghorn sculpin,Leptocottus armatus,Vertebrata,SCULSTG,,,230,,
2017_M_06,8/6/2017,20170806,1343,8/7/2017,20170807,1000,20.28,minnow,1,Pacific staghorn sculpin,Leptocottus armatus,Vertebrata,SCULSTG,,,177,,
2017_M_06,8/6/2017,20170806,1343,8/7/2017,20170807,1000,20.28,minnow,1,Pacific staghorn sculpin,Leptocottus armatus,Vertebrata,SCULSTG,,,231,,
2017_M_06,8/6/2017,20170806,1343,8/7/2017,20170807,1000,20.28,minnow,1,Pacific staghorn sculpin,Leptocottus armatus,Vertebrata,SCULSTG,,,269,,
2017_M_06,8/6/2017,20170806,1343,8/7/2017,20170807,1000,20.28,minnow,1,Pacific staghorn sculpin,Leptocottus armatus,Vertebrata,SCULSTG,,,240,,
2017_M_06,8/6/2017,20170806,1343,8/7/2017,20170807,1000,20.28,minnow,1,Pacific staghorn sculpin,Leptocottus armatus,Vertebrata,SCULSTG,,,197,,
2017_M_06,8/6/2017,20170806,1343,8/7/2017,20170807,1000,20.28,minnow,1,Pacific staghorn sculpin,Leptocottus armatus,Vertebrata,SCULSTG,,,262,,
2017_M_06,8/6/2017,20170806,1343,8/7/2017,20170807,1000,20.28,minnow,1,Pacific staghorn sculpin,Leptocottus armatus,Vertebrata,SCULSTG,,,189,,
2017_M_06,8/6/2017,20170806,1343,8/7/2017,20170807,1000,20.28,shrimp,1,Graceful rock crab,Metacarcinus gracilis,Decapoda,CRABGRA,69,M,,,
2017_M_06,8/6/2017,20170806,1343,8/7/2017,20170807,1000,20.28,minnow,2,Red rock crab,Cancer productus,Decapoda,CRABRR,96,F,,,
2017_M_06,8/6/2017,20170806,1343,8/7/2017,20170807,1000,20.28,shrimp,2,Red rock crab,Cancer productus,Decapoda,CRABRR,95,F,,,
2017_M_06,8/6/2017,20170806,1343,8/7/2017,20170807,1000,20.28,shrimp,2,Red rock crab,Cancer productus,Decapoda,CRABRR,106,F,,,
2017_M_06,8/6/2017,20170806,1343,8/7/2017,20170807,1000,20.28,shrimp,2,Red rock crab,Cancer productus,Decapoda,CRABRR,106,F,,,
2017_M_06,8/6/2017,20170806,1343,8/7/2017,20170807,1000,20.28,crab ,3,Red rock crab,Cancer productus,Decapoda,CRABRR,93,M,,,
2017_M_06,8/6/2017,20170806,1343,8/7/2017,20170807,1000,20.28,shrimp,3,Red rock crab,Cancer productus,Decapoda,CRABRR,107,F,,,
2017_M_07,8/6/2017,20170806,1000,8/7/2017,20170807,1203,26.05,minnow,1,Spiny dogfish,Squalus acanthias,Vertebrata,DOGFISH,,M,700,,
2017_M_07,8/6/2017,20170806,1000,8/7/2017,20170807,1203,26.05,minnow,1,Dungeness crab,Metacarcinus magister,Decapoda,CRABDUN,40,F,,,
2017_M_07,8/6/2017,20170806,1000,8/7/2017,20170807,1203,26.05,shrimp,1,Dungeness crab,Metacarcinus magister,Decapoda,CRABDUN,61,M,,,
2017_M_07,8/6/2017,20170806,1000,8/7/2017,20170807,1203,26.05,shrimp,1,Dungeness crab,Metacarcinus magister,Decapoda,CRABDUN,62,M,,,
2017_M_07,8/6/2017,20170806,1000,8/7/2017,20170807,1203,26.05,minnow,2,Pacific staghorn sculpin,Leptocottus armatus,Vertebrata,SCULSTG,,,113,,
2017_M_07,8/6/2017,20170806,1000,8/7/2017,20170807,1203,26.05,minnow,2,Dungeness crab,Metacarcinus magister,Decapoda,CRABDUN,41,F,,,
2017_M_07,8/6/2017,20170806,1000,8/7/2017,20170807,1203,26.05,shrimp,2,Dungeness crab,Metacarcinus magister,Decapoda,CRABDUN,70,M,,,
2017_M_07,8/6/2017,20170806,1000,8/7/2017,20170807,1203,26.05,shrimp,2,Dungeness crab,Metacarcinus magister,Decapoda,CRABDUN,55,M,,,
2017_M_07,8/6/2017,20170806,1000,8/7/2017,20170807,1203,26.05,shrimp,2,Dungeness crab,Metacarcinus magister,Decapoda,CRABDUN,46,F,,,
2017_M_07,8/6/2017,20170806,1000,8/7/2017,20170807,1203,26.05,minnow,3,Pacific staghorn sculpin,Leptocottus armatus,Vertebrata,SCULSTG,,,320,,
2017_M_07,8/6/2017,20170806,1000,8/7/2017,20170807,1203,26.05,minnow,3,Juvenile Irish lord,Hemilepidotus spp.,Vertebrata,UNLORD,,,158,,
2017_M_07,8/6/2017,20170806,1000,8/7/2017,20170807,1203,26.05,minnow,3,Dungeness crab,Metacarcinus magister,Decapoda,CRABDUN,66,M,,,
2017_M_07,8/6/2017,20170806,1000,8/7/2017,20170807,1203,26.05,minnow,3,Dungeness crab,Metacarcinus magister,Decapoda,CRABDUN,77,M,,,
2017_M_07,8/6/2017,20170806,1000,8/7/2017,20170807,1203,26.05,minnow,3,Dungeness crab,Metacarcinus magister,Decapoda,CRABDUN,69,M,,,
2017_M_07,8/6/2017,20170806,1000,8/7/2017,20170807,1203,26.05,minnow,3,Dungeness crab,Metacarcinus magister,Decapoda,CRABDUN,57,F,,,
2017_M_07,8/6/2017,20170806,1000,8/7/2017,20170807,1203,26.05,minnow,3,Red rock crab,Cancer productus,Decapoda,CRABRR,64,F,,,
2017_M_07,8/6/2017,20170806,1000,8/7/2017,20170807,1203,26.05,shrimp,3,Unidentified shrimp,Decapoda,Malacostraca,UNSHRIMP,,,,102,
2017_M_07,8/6/2017,20170806,1000,8/7/2017,20170807,1203,26.05,shrimp,3,Helmet crab,Telmessus cheiragonus,Decapoda,CRABHEL,45,M,,,
2017_M_08,8/12/2017,20170812,1226,8/13/2017,20170813,1250,24.40,minnow,1,Unidentified shrimp,Decapoda,Malacostraca,UNSHRIMP,,,,1,
2017_M_08,8/12/2017,20170812,1226,8/13/2017,20170813,1250,24.40,minnow,1,Graceful rock crab,Metacarcinus gracilis,Decapoda,CRABGRA,66,M,,,
2017_M_08,8/12/2017,20170812,1226,8/13/2017,20170813,1250,24.40,minnow,1,Graceful rock crab,Metacarcinus gracilis,Decapoda,CRABGRA,73,M,,,
2017_M_08,8/12/2017,20170812,1226,8/13/2017,20170813,1250,24.40,minnow,1,Graceful rock crab,Metacarcinus gracilis,Decapoda,CRABGRA,64,F,,,
2017_M_08,8/12/2017,20170812,1226,8/13/2017,20170813,1250,24.40,minnow,1,Graceful rock crab,Metacarcinus gracilis,Decapoda,CRABGRA,99,M,,,
2017_M_08,8/12/2017,20170812,1226,8/13/2017,20170813,1250,24.40,minnow,1,Graceful rock crab,Metacarcinus gracilis,Decapoda,CRABGRA,80,M,,,
2017_M_08,8/12/2017,20170812,1226,8/13/2017,20170813,1250,24.40,minnow,1,Graceful rock crab,Metacarcinus gracilis,Decapoda,CRABGRA,61,F,,,
2017_M_08,8/12/2017,20170812,1226,8/13/2017,20170813,1250,24.40,minnow,1,Graceful rock crab,Metacarcinus gracilis,Decapoda,CRABGRA,73,M,,,
2017_M_08,8/12/2017,20170812,1226,8/13/2017,20170813,1250,24.40,shrimp,1,Unidentified shrimp,Decapoda,Malacostraca,UNSHRIMP,,,,10,
2017_M_08,8/12/2017,20170812,1226,8/13/2017,20170813,1250,24.40,shrimp,1,Helmet crab,Telmessus cheiragonus,Decapoda,CRABHEL,42,M,,,
2017_M_08,8/12/2017,20170812,1226,8/13/2017,20170813,1250,24.40,minnow,2,Dungeness crab,Metacarcinus magister,Decapoda,CRABDUN,155,M,,,
2017_M_08,8/12/2017,20170812,1226,8/13/2017,20170813,1250,24.40,minnow,2,Graceful rock crab,Metacarcinus gracilis,Decapoda,CRABGRA,70,M,,,
2017_M_08,8/12/2017,20170812,1226,8/13/2017,20170813,1250,24.40,minnow,2,Graceful rock crab,Metacarcinus gracilis,Decapoda,CRABGRA,49,F,,,
2017_M_08,8/12/2017,20170812,1226,8/13/2017,20170813,1250,24.40,minnow,2,Graceful rock crab,Metacarcinus gracilis,Decapoda,CRABGRA,81,U,,,dead
2017_M_08,8/12/2017,20170812,1226,8/13/2017,20170813,1250,24.40,minnow,2,Red rock crab,Cancer productus,Decapoda,CRABRR,121,F,,,
2017_M_08,8/12/2017,20170812,1226,8/13/2017,20170813,1250,24.40,minnow,2,Pacific staghorn sculpin,Leptocottus armatus,Vertebrata,SCULSTG,,,265,,
2017_M_08,8/12/2017,20170812,1226,8/13/2017,20170813,1250,24.40,minnow,2,Pacific staghorn sculpin,Leptocottus armatus,Vertebrata,SCULSTG,,,296,,
2017_M_08,8/12/2017,20170812,1226,8/13/2017,20170813,1250,24.40,minnow,2,Pacific staghorn sculpin,Leptocottus armatus,Vertebrata,SCULSTG,,,221,,
2017_M_08,8/12/2017,20170812,1226,8/13/2017,20170813,1250,24.40,shrimp,2,Graceful rock crab,Metacarcinus gracilis,Decapoda,CRABGRA,83,M,,,
2017_M_08,8/12/2017,20170812,1226,8/13/2017,20170813,1250,24.40,shrimp,2,Graceful rock crab,Metacarcinus gracilis,Decapoda,CRABGRA,71,F,,,
2017_M_08,8/12/2017,20170812,1226,8/13/2017,20170813,1250,24.40,shrimp,2,Graceful rock crab,Metacarcinus gracilis,Decapoda,CRABGRA,94,M,,,
2017_M_08,8/12/2017,20170812,1226,8/13/2017,20170813,1250,24.40,shrimp,2,Unidentified shrimp,Decapoda,Malacostraca,UNSHRIMP,,,,4,
2017_M_08,8/12/2017,20170812,1226,8/13/2017,20170813,1250,24.40,minnow,3,Unidentified shrimp,Decapoda,Malacostraca,UNSHRIMP,,,,3,
2017_M_08,8/12/2017,20170812,1226,8/13/2017,20170813,1250,24.40,minnow,3,Helmet crab,Telmessus cheiragonus,Decapoda,CRABHEL,40,M,,,
2017_M_08,8/12/2017,20170812,1226,8/13/2017,20170813,1250,24.40,minnow,3,Pacific staghorn sculpin,Leptocottus armatus,Vertebrata,SCULSTG,,,223,,
