"sp_code","Site","Date","YYYYMMDD","Transect","TransectBin","Transect_m","species_common","species_scientific","Death","width_mm","mass_g","Notes","Measurers"
"CLAMCK","2017_H_03","8/20/2017",20170821,"Edge",1,"0-25","Cockle","Clinocardium nutallii","Sea Otter",35,15.4174099449295,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMCK","2017_H_01","8/18/2017",20170819,"Outside",4,"76-100","Cockle","Clinocardium nutallii","Whole",40,22.846360997156,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMCK","2017_H_01","8/18/2017",20170819,"Outside",4,"76-100","Cockle","Clinocardium nutallii","Whole",29,8.8606566947704,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMCK","2017_H_03","8/20/2017",20170821,"Edge",3,"51-75","Cockle","Clinocardium nutallii","Whole",30,9.79108473901473,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMCK","2017_H_01","8/18/2017",20170819,"Outside",2,"26-50","Cockle","Clinocardium nutallii","Whole",39,21.2046917198376,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMCK","2017_M_02","7/20/2017",20170721,"Edge",1,"0-25","Cockle","Clinocardium nutallii","Whole",35,15.4174099449295,"","Tiff Stephens, Wendel Raymond, Earthwatch"
"CLAMCK","2017_H_04","7/7/17",20170708,"Outside",1,"0-25","Cockle","Clinocardium nutallii","Sea Otter",55,58.3666250675752,"","Ashley Bolwerk, Tiff Stephens, Cathy Mattson"
"CLAMCK","2017_L_04","6/27/2017",20170628,"Edge",1,"0-25","Cockle","Clinocardium nutallii","Whole",61,79.1785992600614,"","Ginny Eckert, Tiff Stephens, Nicole LaRoche"
"CLAMCK","2017_L_04","6/27/2017",20170628,"Outside",4,"76-100","Cockle","Clinocardium nutallii","Crab",58,68.2495183384523,"","Ginny Eckert, Tiff Stephens, Nicole LaRoche"
"CLAMCK","2017_H_02","8/21/2017",20170822,"Inside",1,"0-25","Cockle","Clinocardium nutallii","Whole",42,26.3770719322202,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMCK","2017_L_06","7/22/2017",20170723,"Outside",1,"0-25","Cockle","Clinocardium nutallii","Crab",45,32.3205144054218,"Estimate","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMCK","2017_M_05","7/11/17",20170712,"Edge",3,"51-75","Cockle","Clinocardium nutallii","Sea Otter",46,34.4819968059651,"Estimate","Ashley Bolwerk, Cathy Mattson"
"CLAMCK","2017_L_04","6/27/2017",20170628,"Edge",2,"26-50","Cockle","Clinocardium nutallii","Crab",56,61.5478390264749,"","Ginny Eckert, Tiff Stephens, Nicole LaRoche"
"CLAMCK","2017_H_06","7/23/2017",20170724,"Edge",3,"51-75","Cockle","Clinocardium nutallii","Sea Otter",52,49.4786895199076,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMCK","2017_H_06","7/23/2017",20170724,"Edge",3,"51-75","Cockle","Clinocardium nutallii","Sea Otter",61,79.1785992600614,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMCK","2017_L_03","7/23/2017",20170724,"Inside",2,"26-50","Cockle","Clinocardium nutallii","Crab",65,95.4663855667178,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMCK","2017_M_06","8/20/2017",20170821,"Inside",4,"76-100","Cockle","Clinocardium nutallii","Whole",56,61.5478390264749,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMCK","2017_L_02","7/14/2017",20170715,"Edge",3,"51-75","Cockle","Clinocardium nutallii","Crab",47,36.7368485577038,"","Tiff Stephens"
"CLAMCK","2017_H_07","8/19/2017",20170820,"Edge",1,"0-25","Cockle","Clinocardium nutallii","Whole",46,34.4819968059651,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMCK","2017_M_08","8/21/2017",20170822,"Outside",1,"0-25","Cockle","Clinocardium nutallii","Crab",60,75.4161729167459,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMCK","2017_H_07","8/19/2017",20170820,"Edge",1,"0-25","Cockle","Clinocardium nutallii","Sea Otter",54,55.2959632262061,"Estimate","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMCK","2017_L_06","7/22/2017",20170723,"Outside",3,"76-100","Cockle","Clinocardium nutallii","Whole",55,58.3666250675752,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMCK","2017_L_03","7/23/2017",20170724,"Inside",1,"0-25","Cockle","Clinocardium nutallii","Crab",82,189.250080801594,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMCK","2017_M_06","8/20/2017",20170821,"Outside",3,"51-75","Cockle","Clinocardium nutallii","Sea Otter",58,68.2495183384523,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMCK","2017_L_06","7/22/2017",20170723,"Outside",3,"76-100","Cockle","Clinocardium nutallii","Whole",48,39.0869873450853,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMCK","2017_L_06","7/22/2017",20170723,"Outside",3,"76-100","Cockle","Clinocardium nutallii","Whole",23,4.47670757664068,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMCK","2017_M_02","7/20/2017",20170721,"Outside",2,"26-50","Cockle","Clinocardium nutallii","Crab",32,11.8409008126532,"Estimate","Tiff Stephens, Wendel Raymond, Earthwatch"
"CLAMCK","2017_M_04","7/11/17",20170712,"Outside",4,"76-100","Cockle","Clinocardium nutallii","Whole",17,1.83780133842303,"","Ashley Bolwerk, Cathy Mattson"
"CLAMCK","2017_M_02","7/20/2017",20170721,"Inside",2,"26-50","Cockle","Clinocardium nutallii","Sea Otter",75,145.511320358223,"","Tiff Stephens, Wendel Raymond, Earthwatch"
"CLAMCK","2017_H_06","7/23/2017",20170724,"Outside",1,"0-25","Cockle","Clinocardium nutallii","Whole",26,6.42368901959019,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMCK","2017_L_01","7/8/17",20170709,"Outside",3,"51-75","Cockle","Clinocardium nutallii","Crab",50,44.080785665784,"","Ashley Bolwerk, Tiff Stephens, Cathy Mattson"
"CLAMCK","2017_H_01","8/18/2017",20170819,"Outside",4,"76-100","Cockle","Clinocardium nutallii","Whole",33,12.9642102184788,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMCK","2017_H_02","8/21/2017",20170822,"Edge",3,"51-75","Cockle","Clinocardium nutallii","Whole",32,11.8409008126532,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMCK","2017_L_03","7/23/2017",20170724,"Inside",2,"26-50","Cockle","Clinocardium nutallii","Sea Otter",78,163.329880193692,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMCK","2017_L_06","7/22/2017",20170723,"Edge",1,"0-25","Cockle","Clinocardium nutallii","Whole",44,30.2504813909097,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMCK","2017_L_04","6/27/2017",20170628,"Edge",1,"0-25","Cockle","Clinocardium nutallii","Whole",59,71.7737766133443,"","Ginny Eckert, Tiff Stephens, Nicole LaRoche"
"CLAMCK","2017_M_04","7/11/17",20170712,"Outside",4,"76-100","Cockle","Clinocardium nutallii","Whole",23,4.47670757664068,"","Ashley Bolwerk, Cathy Mattson"
"CLAMCK","2017_L_03","7/23/2017",20170724,"Inside",1,"0-25","Cockle","Clinocardium nutallii","Whole",72,129.026718818746,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMCK","2017_H_05","7/24/2017",20170725,"Edge",2,"26-50","Cockle","Clinocardium nutallii","Whole",55,58.3666250675752,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMCK","2017_L_03","7/23/2017",20170724,"Outside",4,"76-100","Cockle","Clinocardium nutallii","Whole",61,79.1785992600614,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMCK","2017_H_05","7/24/2017",20170725,"Edge",4,"76-100","Cockle","Clinocardium nutallii","Sea Otter",34,14.1557291372279,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMCK","2017_L_01","7/8/17",20170709,"Outside",4,"76-100","Cockle","Clinocardium nutallii","Sea Otter",51,46.7282696140839,"","Ashley Bolwerk, Tiff Stephens, Cathy Mattson"
"CLAMCK","2017_L_02","7/14/2017",20170715,"Outside",4,"76-100","Cockle","Clinocardium nutallii","Whole",55,58.3666250675752,"","Tiff Stephens"
"CLAMCK","2017_H_01","8/18/2017",20170819,"Outside",4,"76-100","Cockle","Clinocardium nutallii","Whole",33,12.9642102184788,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMCK","2017_L_02","7/14/2017",20170715,"Outside",4,"76-100","Cockle","Clinocardium nutallii","Whole",49,41.5343286230057,"","Tiff Stephens"
"CLAMCK","2017_L_06","7/22/2017",20170723,"Edge",2,"26-50","Cockle","Clinocardium nutallii","Whole",39,21.2046917198376,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMCK","2017_M_04","7/11/17",20170712,"Edge",4,"76-100","Cockle","Clinocardium nutallii","Whole",35,15.4174099449295,"","Ashley Bolwerk, Cathy Mattson"
"CLAMCK","2017_L_06","7/22/2017",20170723,"Edge",2,"26-50","Cockle","Clinocardium nutallii","Whole",43,28.2699754630453,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMCK","2017_L_04","6/27/2017",20170628,"Edge",1,"0-25","Cockle","Clinocardium nutallii","Crab",55,58.3666250675752,"","Ginny Eckert, Tiff Stephens, Nicole LaRoche"
"CLAMCK","2017_M_08","8/21/2017",20170822,"Inside",3,"51-75","Cockle","Clinocardium nutallii","Whole",58,68.2495183384523,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMCK","2017_M_08","8/21/2017",20170822,"Edge",2,"26-50","Cockle","Clinocardium nutallii","Crab",53,52.3339523897763,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMCK","2017_L_03","7/23/2017",20170724,"Outside",4,"76-100","Cockle","Clinocardium nutallii","Whole",55,58.3666250675752,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMCK","2017_L_01","7/8/17",20170709,"Edge",1,"0-25","Cockle","Clinocardium nutallii","Crab",43,28.2699754630453,"","Ashley Bolwerk, Tiff Stephens, Cathy Mattson"
"CLAMCK","2017_L_03","7/23/2017",20170724,"Inside",2,"26-50","Cockle","Clinocardium nutallii","Sea Otter",68,109.034999168358,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMCK","2017_L_06","7/22/2017",20170723,"Edge",2,"26-50","Cockle","Clinocardium nutallii","Sea Otter",44,30.2504813909097,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMCK","2017_H_04","7/7/17",20170708,"Outside",1,"0-25","Cockle","Clinocardium nutallii","Sea Otter",48,39.0869873450853,"","Ashley Bolwerk, Tiff Stephens, Cathy Mattson"
"CLAMCK","2017_L_02","7/14/2017",20170715,"Outside",4,"76-100","Cockle","Clinocardium nutallii","Whole",56,61.5478390264749,"","Tiff Stephens"
"CLAMCK","2017_H_03","8/20/2017",20170821,"Edge",3,"51-75","Cockle","Clinocardium nutallii","Whole",34,14.1557291372279,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMCK","2017_L_03","7/23/2017",20170724,"Inside",2,"26-50","Cockle","Clinocardium nutallii","Sea Otter",68,109.034999168358,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMCK","2017_L_06","7/22/2017",20170723,"Outside",3,"76-100","Cockle","Clinocardium nutallii","Crab",49,41.5343286230057,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMCK","2017_M_02","7/20/2017",20170721,"Edge",4,"76-100","Cockle","Clinocardium nutallii","Whole",51,46.7282696140839,"","Tiff Stephens, Wendel Raymond, Earthwatch"
"CLAMCK","2017_H_04","7/7/17",20170708,"Outside",2,"26-50","Cockle","Clinocardium nutallii","Whole",36,16.7512018800792,"","Ashley Bolwerk, Tiff Stephens, Cathy Mattson"
"CLAMCK","2017_H_06","7/23/2017",20170724,"Outside",1,"0-25","Cockle","Clinocardium nutallii","Whole",29,8.8606566947704,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMCK","2017_L_03","7/23/2017",20170724,"Inside",2,"26-50","Cockle","Clinocardium nutallii","Sea Otter",65,95.4663855667178,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMCK","2017_H_02","8/21/2017",20170822,"Inside",1,"0-25","Cockle","Clinocardium nutallii","Whole",37,18.1590511381619,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMCK","2017_M_08","8/21/2017",20170822,"Outside",4,"76-100","Cockle","Clinocardium nutallii","Whole",46,34.4819968059651,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMCK","2017_M_05","7/11/17",20170712,"Edge",3,"51-75","Cockle","Clinocardium nutallii","Whole",25,5.72289326180064,"","Ashley Bolwerk, Cathy Mattson"
"CLAMCK","2017_L_06","7/22/2017",20170723,"Edge",2,"26-50","Cockle","Clinocardium nutallii","Sea Otter",36,16.7512018800792,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMCK","2017_L_03","7/23/2017",20170724,"Outside",4,"76-100","Cockle","Clinocardium nutallii","Whole",57,64.8415043266278,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMCK","2017_L_03","7/23/2017",20170724,"Outside",4,"76-100","Cockle","Clinocardium nutallii","Crab",66,99.857282990304,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMCK","2017_M_04","7/11/17",20170712,"Outside",4,"76-100","Cockle","Clinocardium nutallii","Whole",15,1.27115095686963,"","Ashley Bolwerk, Cathy Mattson"
"CLAMCK","2017_M_04","7/11/17",20170712,"Edge",4,"76-100","Cockle","Clinocardium nutallii","Whole",43,28.2699754630453,"","Ashley Bolwerk, Cathy Mattson"
"CLAMCK","2017_H_04","7/7/17",20170708,"Outside",2,"26-50","Cockle","Clinocardium nutallii","Sea Otter",32,11.8409008126532,"","Ashley Bolwerk, Tiff Stephens, Cathy Mattson"
"CLAMCK","2017_M_02","7/20/2017",20170721,"Outside",2,"26-50","Cockle","Clinocardium nutallii","Whole",36,16.7512018800792,"","Tiff Stephens, Wendel Raymond, Earthwatch"
"CLAMCK","2017_L_03","7/23/2017",20170724,"Edge",2,"26-50","Cockle","Clinocardium nutallii","Sea Otter",60,75.4161729167459,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMCK","2017_H_06","7/23/2017",20170724,"Outside",1,"0-25","Cockle","Clinocardium nutallii","Whole",32,11.8409008126532,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMCK","2017_H_06","7/23/2017",20170724,"Outside",1,"0-25","Cockle","Clinocardium nutallii","Whole",24,5.07456146987205,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMCK","2017_H_01","8/18/2017",20170819,"Outside",4,"76-100","Cockle","Clinocardium nutallii","Whole",25,5.72289326180064,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMCK","2017_L_05","6/26/2017",20170627,"Edge",3,"26-50","Cockle","Clinocardium nutallii","Whole",33,12.9642102184788,"","Ginny Eckert, Tiff Stephens"
"CLAMCK","2017_L_04","6/27/2017",20170628,"Edge",1,"0-25","Cockle","Clinocardium nutallii","Whole",59,71.7737766133443,"","Ginny Eckert, Tiff Stephens, Nicole LaRoche"
"CLAMCK","2017_M_06","8/20/2017",20170821,"Outside",3,"51-75","Cockle","Clinocardium nutallii","Sea Otter",25,5.72289326180064,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMCK","2017_M_04","7/11/17",20170712,"Outside",4,"76-100","Cockle","Clinocardium nutallii","Whole",17,1.83780133842303,"","Ashley Bolwerk, Cathy Mattson"
"CLAMCK","2017_M_02","7/20/2017",20170721,"Edge",4,"76-100","Cockle","Clinocardium nutallii","Whole",39,21.2046917198376,"","Tiff Stephens, Wendel Raymond, Earthwatch"
"CLAMCK","2017_M_04","7/11/17",20170712,"Edge",3,"51-75","Cockle","Clinocardium nutallii","Crab",54,55.2959632262061,"Estimate","Ashley Bolwerk, Cathy Mattson"
"CLAMCK","2017_M_02","7/20/2017",20170721,"Inside",2,"26-50","Cockle","Clinocardium nutallii","Whole",55,58.3666250675752,"","Tiff Stephens, Wendel Raymond, Earthwatch"
"CLAMCK","2017_H_07","8/19/2017",20170820,"Edge",1,"0-25","Cockle","Clinocardium nutallii","Sea Otter",44,30.2504813909097,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMCK","2017_H_03","8/20/2017",20170821,"Edge",3,"51-75","Cockle","Clinocardium nutallii","Whole",43,28.2699754630453,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMCK","2017_M_07","7/25/2017",20170726,"Edge",2,"26-50","Cockle","Clinocardium nutallii","Sea Otter",50,44.080785665784,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMCK","2017_L_04","6/27/2017",20170628,"Edge",4,"76-100","Cockle","Clinocardium nutallii","Whole",70,118.753139751926,"","Ginny Eckert, Tiff Stephens, Nicole LaRoche"
"CLAMCK","2017_L_04","6/27/2017",20170628,"Edge",4,"76-100","Cockle","Clinocardium nutallii","Whole",57,64.8415043266278,"","Ginny Eckert, Tiff Stephens, Nicole LaRoche"
"CLAMCK","2017_M_08","8/21/2017",20170822,"Outside",4,"76-100","Cockle","Clinocardium nutallii","Crab",65,95.4663855667178,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMCK","2017_H_03","8/20/2017",20170821,"Edge",1,"0-25","Cockle","Clinocardium nutallii","Whole",35,15.4174099449295,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMCK","2017_L_06","7/22/2017",20170723,"Outside",3,"76-100","Cockle","Clinocardium nutallii","Whole",47,36.7368485577038,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMCK","2017_M_05","7/11/17",20170712,"Outside",2,"26-50","Cockle","Clinocardium nutallii","Whole",40,22.846360997156,"","Ashley Bolwerk, Cathy Mattson"
"CLAMCK","2017_M_02","7/20/2017",20170721,"Inside",2,"26-50","Cockle","Clinocardium nutallii","Crab",68,109.034999168358,"","Tiff Stephens, Wendel Raymond, Earthwatch"
"CLAMCK","2017_M_08","8/21/2017",20170822,"Outside",4,"76-100","Cockle","Clinocardium nutallii","Whole",52,49.4786895199076,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMCK","2017_L_03","7/23/2017",20170724,"Outside",4,"76-100","Cockle","Clinocardium nutallii","Whole",61,79.1785992600614,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMCK","2017_M_02","7/20/2017",20170721,"Outside",2,"26-50","Cockle","Clinocardium nutallii","Whole",39,21.2046917198376,"","Tiff Stephens, Wendel Raymond, Earthwatch"
"CLAMCK","2017_L_04","6/27/2017",20170628,"Inside",1,"0-25","Cockle","Clinocardium nutallii","Crab",77,157.239030085576,"","Ginny Eckert, Tiff Stephens, Nicole LaRoche"
"CLAMCK","2017_L_06","7/22/2017",20170723,"Edge",3,"51-75","Cockle","Clinocardium nutallii","Whole",41,24.5698436599181,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMCK","2017_L_06","7/22/2017",20170723,"Edge",2,"26-50","Cockle","Clinocardium nutallii","Whole",57,64.8415043266278,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMCK","2017_H_02","8/21/2017",20170822,"Inside",1,"0-25","Cockle","Clinocardium nutallii","Whole",61,79.1785992600614,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMCK","2017_M_06","8/20/2017",20170821,"Outside",3,"51-75","Cockle","Clinocardium nutallii","Crab",56,61.5478390264749,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMCK","2017_M_08","8/21/2017",20170822,"Inside",3,"51-75","Cockle","Clinocardium nutallii","Crab",46,34.4819968059651,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMCK","2017_L_04","6/27/2017",20170628,"Edge",1,"0-25","Cockle","Clinocardium nutallii","Whole",64,91.2049529730603,"","Ginny Eckert, Tiff Stephens, Nicole LaRoche"
"CLAMCK","2017_L_03","7/23/2017",20170724,"Inside",2,"26-50","Cockle","Clinocardium nutallii","Sea Otter",65,95.4663855667178,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMCK","2017_L_04","6/27/2017",20170628,"Edge",4,"76-100","Cockle","Clinocardium nutallii","Whole",70,118.753139751926,"","Ginny Eckert, Tiff Stephens, Nicole LaRoche"
"CLAMCK","2017_M_08","8/21/2017",20170822,"Inside",3,"51-75","Cockle","Clinocardium nutallii","Whole",47,36.7368485577038,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMCK","2017_L_04","6/27/2017",20170628,"Edge",1,"0-25","Cockle","Clinocardium nutallii","Whole",79,169.574547399183,"","Ginny Eckert, Tiff Stephens, Nicole LaRoche"
"CLAMCK","2017_L_04","6/27/2017",20170628,"Edge",1,"0-25","Cockle","Clinocardium nutallii","Whole",63,87.07110152577,"","Ginny Eckert, Tiff Stephens, Nicole LaRoche"
"CLAMCK","2017_M_08","8/21/2017",20170822,"Inside",3,"51-75","Cockle","Clinocardium nutallii","Whole",53,52.3339523897763,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMCK","2017_L_04","6/27/2017",20170628,"Edge",4,"76-100","Cockle","Clinocardium nutallii","Whole",50,44.080785665784,"","Ginny Eckert, Tiff Stephens, Nicole LaRoche"
"CLAMCK","2017_L_03","7/23/2017",20170724,"Outside",4,"76-100","Cockle","Clinocardium nutallii","Whole",47,36.7368485577038,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMCK","2017_L_04","6/27/2017",20170628,"Edge",4,"76-100","Cockle","Clinocardium nutallii","Whole",60,75.4161729167459,"","Ginny Eckert, Tiff Stephens, Nicole LaRoche"
"CLAMCK","2017_L_04","6/27/2017",20170628,"Edge",4,"76-100","Cockle","Clinocardium nutallii","Whole",69,113.825577471925,"","Ginny Eckert, Tiff Stephens, Nicole LaRoche"
"CLAMHO","2017_H_04","7/7/17",20170708,"Edge",3,"51-75","Horse clam","Tresus nuttallii","Crab",62,1.03910149101166,"","Ashley Bolwerk, Tiff Stephens, Cathy Mattson"
"CLAMHO","2017_H_07","8/19/2017",20170820,"Edge",2,"26-50","Horse clam","Tresus nuttallii","Sea Otter",60,0.970817368932207,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMHO","2017_H_04","7/7/17",20170708,"Edge",3,"51-75","Horse clam","Tresus nuttallii","Sea Otter",89,2.19844436414335,"","Ashley Bolwerk, Tiff Stephens, Cathy Mattson"
"CLAMHO","2017_H_07","8/19/2017",20170820,"Edge",3,"51-75","Horse clam","Tresus nuttallii","Sea Otter",44,0.510396154991558,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMHO","2017_H_07","8/19/2017",20170820,"Edge",3,"51-75","Horse clam","Tresus nuttallii","Sea Otter",61,1.0046591492552,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMHO","2017_H_07","8/19/2017",20170820,"Edge",3,"51-75","Horse clam","Tresus nuttallii","Sea Otter",59,0.937575425788269,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMHO","2017_H_07","8/19/2017",20170820,"Edge",4,"76-100","Horse clam","Tresus nuttallii","Sea Otter",60,0.970817368932207,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMHO","2017_H_02","8/21/2017",20170822,"Edge",4,"76-100","Horse clam","Tresus nuttallii","Sea Otter",46,0.559663495648174,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMHO","2017_L_03","7/23/2017",20170724,"Outside",2,"26-50","Horse clam","Tresus nuttallii","Whole",16,0.0626860232908905,"","Ashley Bolwerk, Nicole LaRoche, Earthwatch"
"CLAMHO","2017_H_01","8/18/2017",20170819,"Inside",1,"0-25","Horse clam","Tresus nuttallii","Sea Otter",67,1.22034622391817,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMHO","2017_H_03","8/20/2017",20170821,"Edge",3,"51-75","Horse clam","Tresus nuttallii","Sea Otter",53,0.750678319932279,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMHO","2017_H_04","7/7/17",20170708,"Inside",3,"51-75","Horse clam","Tresus nuttallii","Whole",17,0.0710805221917057,"","Ashley Bolwerk, Tiff Stephens, Cathy Mattson"
"CLAMHO","2017_H_07","8/19/2017",20170820,"Edge",3,"51-75","Horse clam","Tresus nuttallii","Sea Otter",66,1.18289058206566,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMHO","2017_H_07","8/19/2017",20170820,"Edge",4,"76-100","Horse clam","Tresus nuttallii","Sea Otter",63,1.07414510753125,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMHO","2017_H_07","8/19/2017",20170820,"Inside",2,"26-50","Horse clam","Tresus nuttallii","Sea Otter",72,1.41670772089561,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMHO","2017_H_01","8/18/2017",20170819,"Outside",3,"51-75","Horse clam","Tresus nuttallii","Crab",134,5.13473745673701,"…really?","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
"CLAMHO","2017_H_07","8/19/2017",20170820,"Edge",3,"51-75","Horse clam","Tresus nuttallii","Sea Otter",52,0.72161396124544,"","Ashley Bolwerk, Nicole LaRoche, Wendel Raymond, Cathy Mattson, Tiff Stephens"
