site,collection_date,YYYYMMDD,quadrat,plant,rhi_length,node1,node2,node3,node4,node5,leaf_length1,leaf_length2,leaf_length3,leaf_length4,leaf_length5,leaf_length6,leaf_length7,leaf_length8,leaf_length9,leaf_length10,leaf_width1,leaf_width2,leaf_width3,leaf_width4,leaf_width5,leaf_width6,leaf_width7,leaf_width8,leaf_width9,leaf_width10,pad_mass_g,pad_epiphyte_mass_g,rhi_mass_fw,rhi_foil,rhi_foil_dw_g,shoot_mass_fw,shoot_foil,shoot_foil_dw,xs_shoot_mass_fw,xs_shoot_foil,xs_shoot_foil_dw,xs_pad_mass_g,xs_epiphyte_pad_mass_g,iso_count,iso_fw,iso_foil,iso_foil_dw,gamm_amph_count,gamm_amph_fw,gamm_amph_foil,gamm_amph_foil_dw,caprel_count,caprel_fw,caprel_foil,caprel_foil_dw,limpet_count,limpet_fw,limpet_foil,limpet_foil_dw,gastropod_count,gastropod_fw,gastropod_foil,gastropod_foil_dw,crab_count,crab_fw,crab_foil,crab_foil_dw,polychaete_count,other_animal_notes,notes
2017_H_04,24/6/17,20170624,6,5,5.0,1.2,1.1,1.0,0.6,0.6,88.7,63.6,84.0,54.6,,,,,,,0.5,0.4,0.4,0.4,,,,,,,0.6880,0.6884,0.4142,0.6626,0.7178,2.5948,1.8223,2.1879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_04,24/6/17,20170624,7,1,5.0,1.0,1.5,1.2,0.7,,76.2,57.2,64.5,58.0,24.0,19.6,6.5,,,,0.6,0.5,0.5,0.5,0.4,0.5,0.4,,,,0.6643,0.6651,0.8419,0.6938,0.8244,2.1550,1.6361,2.0797,63.5451,4.3084,10.9813,,,5,1.2169,0.3662,0.7528,10,0.0274,0.3212,0.3222,1,,,,12,0.4071,0.3646,0.5047,2,0.0052,0.2168,0.2192,,,,,14,2 bivalves,caprel so small it was not measurable 
2017_H_04,24/6/17,20170624,7,2,5.0,0.9,1.7,1.8,,,54.5,69.9,12.4,95.2,111.7,94.2,52.1,24.6,,,0.5,0.5,0.4,0.5,0.5,0.5,0.5,0.4,,,0.6598,0.6754,0.8807,0.7544,0.8623,5.5979,1.9026,2.6850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_04,24/6/17,20170624,7,3,5.0,2.0,1.5,1.3,,,90.5,88.4,43.7,83.9,106.2,62.5,27.5,37.4,15.5,,0.6,0.6,0.6,0.6,0.6,0.5,0.3,0.3,0.3,,0.6717,0.6818,0.7381,0.7731,0.8736,6.6599,1.8960,2.7005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_04,24/6/17,20170624,7,4,5.0,2.0,0.8,,,,102.5,104.1,64.0,15.4,86.0,24.6,39.4,,,,0.7,0.6,0.6,0.6,0.6,0.4,0.5,,,,0.7869,0.7912,0.7081,0.7371,0.8318,5.3338,1.4850,2.1812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_04,24/6/17,20170624,7,5,5.0,1.8,2.5,,,,82.8,101.3,65.4,65.5,34.6,39.7,17.7,,,,0.6,0.7,0.6,0.6,0.7,0.4,0.4,,,,0.5984,0.6013,0.9757,0.8315,0.9587,5.1441,1.6234,2.3342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_04,24/6/17,20170624,8,1,5.0,0.5,1.0,0.3,1.0,1.0,52.2,56.5,66.1,7.9,,,,,,,0.4,0.4,0.4,0.3,,,,,,,0.6362,0.6362,0.5879,0.6667,0.7439,1.3470,1.6825,1.8733,16.6135,2.0592,6.0937,,,,,,,,,,,,,,,7,0.2534,0.3076,0.3855,,,,,,,,,6,1 bivalve,
2017_H_04,24/6/17,20170624,8,2,5.0,0.4,0.9,1.5,0.6,0.9,91.4,76.0,25.5,38.8,,,,,,,0.5,0.5,0.5,0.4,,,,,,,0.6414,0.6420,0.9552,0.6959,0.7929,2.3389,1.8151,2.1258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_04,24/6/17,20170624,8,3,5.0,0.8,1.3,1.6,,,93.1,110.5,87.6,82.7,50.8,,,,,,0.6,0.5,0.5,0.6,0.5,,,,,,0.6797,0.6822,1.2394,0.7444,0.8794,4.7701,1.6345,2.2757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_04,24/6/17,20170624,8,4,5.0,0.8,1.4,1.6,,,48.2,50.0,53.6,62.0,88.9,88.5,18.3,10.9,,,0.7,0.5,0.5,0.5,0.6,0.7,0.3,0.6,,,0.6208,0.6211,0.7924,0.8242,0.9177,5.1226,1.7601,2.4265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_04,24/6/17,20170624,8,5,5.0,1.5,2.1,,,,75.6,82.0,88.0,47.0,5.8,42.0,6.9,19.0,,,0.6,0.6,0.6,0.6,0.6,0.3,0.3,0.3,,,0.7042,0.7095,0.6746,0.9230,1.0008,3.9752,1.7681,2.3123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_06,24/7/17,20170724,1,1,5.0,1.5,3.5,,,,95.6,81.0,111.4,30.8,77.1,,,,,,0.6,0.6,0.6,0.6,0.6,,,,,,0.6277,0.6643,0.6401,0.5803,0.6563,3.8702,2.2257,2.7541,12.6609,2.9579,4.2708,,,,,,,3,0.0065,0.4120,0.4122,,,,,1,0.0313,0.4598,0.4696,,,,,,,,,9,,
2017_H_06,24/7/17,20170724,1,2,5.0,2.6,1.5,,,,34.7,55.6,70.0,60.4,,,,,,,0.5,0.5,0.5,0.5,,,,,,,0.6358,0.6518,0.5921,0.4293,0.5114,2.1683,2.1400,2.4368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_06,24/7/17,20170724,1,3,5.0,2.5,1.6,,,,53.6,55.8,18.9,29.9,30.4,59.4,,,,,0.4,0.4,0.3,0.4,0.4,0.4,,,,,0.7047,0.7245,0.6439,0.4669,0.5367,1.6189,2.5055,2.7308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_06,24/7/17,20170724,1,4,5.0,3.0,2.0,,,,89.4,73.6,60.1,88.0,,,,,,,0.5,0.6,0.6,0.6,,,,,,,0.6338,0.6530,0.6748,0.5209,0.6142,3.4559,2.7008,3.2074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_06,24/7/17,20170724,1,5,5.0,2.0,1.0,1.5,,,28.4,42.4,44.1,53.9,65.6,,,,,,0.4,0.4,0.4,0.5,0.4,,,,,,0.7175,0.7498,0.7577,0.6401,0.7645,1.9256,2.3194,2.5859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_06,24/7/17,20170724,2,1,5.0,2.0,1.5,1.6,,,82.8,53.4,51.4,18.3,69.1,,,,,,0.5,0.6,0.5,0.6,0.6,,,,,,0.6574,0.6890,1.0352,0.6818,0.7963,2.4985,2.2637,2.6119,34.2622,3.3728,6.8367,,,,,,,1,0.0010,0.4474,0.4476,,,,,,,,,,,,,,,,,11,,
2017_H_06,24/7/17,20170724,2,2,5.0,0.8,0.8,0.8,1.0,1.0,77.8,77.4,43.6,,,,,,,,0.5,0.4,0.5,,,,,,,,0.6503,0.6779,0.8260,0.6541,0.7562,2.0023,3.0144,3.2854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_06,24/7/17,20170724,2,3,5.0,1.1,1.5,1.0,,,77.4,44.0,59.9,42.6,,,,,,,0.5,0.5,0.5,0.5,,,,,,,0.6132,0.6399,1.0056,0.5446,0.6953,2.8868,2.1963,2.5523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_06,24/7/17,20170724,2,4,5.0,1.0,1.0,1.0,0.7,1.0,80.6,68.4,60.8,22.2,32.4,,,,,,0.5,0.5,0.5,0.5,0.5,,,,,,0.6645,0.6854,1.0052,0.6041,0.7332,2.3367,2.4855,2.8001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_06,24/7/17,20170724,2,5,5.0,1.5,1.2,1.2,,,51.0,78.1,73.1,57.2,,,,,,,0.5,0.5,0.5,0.5,,,,,,,0.6584,0.6874,0.8578,0.4843,0.5858,2.5444,2.2403,2.5655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_06,24/7/17,20170724,3,1,5.0,0.9,1.1,1.7,,,63.6,59.9,51.4,46.2,,,,,,,0.4,0.4,0.4,0.5,,,,,,,0.6466,0.6650,0.5319,0.4857,0.5523,1.7477,2.4626,2.7085,11.2353,2.5151,3.7560,,,,,,,7,0.0221,0.4069,0.4086,,,,,1,0.1103,0.6876,0.7285,,,,,,,,,10,,
2017_H_06,24/7/17,20170724,3,2,5.0,1.5,1.5,1.0,1.0,,54.4,58.2,55.6,29.4,44.9,,,,,,0.4,0.4,0.4,0.4,0.4,,,,,,0.7058,0.7250,0.6148,0.4418,0.5145,1.7532,2.0540,2.3103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_06,24/7/17,20170724,3,3,5.0,1.0,1.3,,,,57.6,89.8,67.2,25.1,77.2,91.9,,,,,0.5,0.6,0.6,0.5,0.5,0.5,,,,,0.7048,0.7334,0.7227,0.4095,0.4997,4.6191,2.3141,2.9737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_06,24/7/17,20170724,3,4,5.0,1.8,2.5,,,,36.1,92.6,87.9,82.4,76.4,,,,,,0.6,0.6,0.6,0.6,0.6,,,,,,0.6092,0.6374,0.8360,0.4260,0.5251,4.8206,2.7093,3.3807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_06,24/7/17,20170724,3,5,5.0,1.5,1.9,,,,30.2,68.8,90.9,96.8,69.6,,,,,,0.5,0.5,0.5,0.5,0.5,,,,,,0.6248,0.6679,0.7863,0.5678,0.6644,4.1125,2.6936,3.2956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_06,24/7/17,20170724,4,1,5.0,1.3,1.7,1.5,,,59.4,44.4,28.5,51.6,50.2,,,,,,0.5,0.5,0.5,0.5,0.5,,,,,,0.7286,0.7709,0.5402,0.5120,0.5777,2.1073,2.5319,2.8360,29.6574,3.3633,8.4089,,,1,0.0035,0.3782,0.3787,4,0.0070,0.3730,0.3737,,,,,1,0.0326,0.3663,0.3809,,,,,1,0.1673,0.3328,0.3593,11,"""crab"" is tellmesus",
2017_H_06,24/7/17,20170724,4,2,5.0,2.1,1.9,,,,33.0,65.4,44.6,61.8,58.2,,,,,,0.6,0.6,0.6,0.5,0.5,,,,,,0.7008,0.7331,0.5826,0.5044,0.5735,2.5468,1.8881,2.2904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_06,24/7/17,20170724,4,3,5.0,1.0,1.1,0.6,0.3,0.4,51.2,31.6,37.8,48.6,,,,,,,0.4,0.4,0.4,0.4,,,,,,,0.6370,0.6821,0.5534,0.4580,0.5372,1.4208,1.9872,2.2086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_06,24/7/17,20170724,4,4,5.0,1.5,2.0,,,,36.1,81.0,108.4,95.1,80.2,,,,,,0.5,0.5,0.6,0.5,0.5,,,,,,0.5900,0.6370,0.6145,0.6361,0.7210,4.3090,2.0673,2.7273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_06,24/7/17,20170724,4,5,5.0,1.1,1.7,1.2,,,33.2,26.2,91.4,74.6,76.2,,,,,,0.5,0.5,0.5,0.4,0.4,,,,,,0.6668,0.6898,0.5395,0.7372,0.8086,2.5512,2.4375,2.8094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_06,24/7/17,20170724,5,1,5.0,3.1,,,,,29.9,54.0,115.8,122.0,74.7,,,,,,0.5,0.6,0.6,0.6,0.6,,,,,,0.6808,0.7358,0.7261,0.6836,0.7788,5.9840,2.0541,3.0150,19.3606,2.5467,6.0708,0.6426,0.673,1,0.0013,0.294,0.2944,4,0.0069,0.3017,0.3023,,,,,,,,,,,,,,,,,13,2 bivalves,
2017_H_06,24/7/17,20170724,5,2,5.0,1.4,2.3,1.5,,,66.4,85.1,105.9,16.4,124.2,73.0,,,,,0.6,0.6,0.6,0.5,0.6,0.6,,,,,0.6378,0.6930,0.8472,0.6668,0.7628,6.1838,2.4652,3.2757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_06,24/7/17,20170724,5,3,5.0,1.2,3.1,,,,102.6,43.0,108.5,97.9,65.5,16.2,,,,,0.5,0.6,0.6,0.6,0.6,0.5,,,,,0.7064,0.7539,0.5087,0.7027,0.7574,4.5960,2.4962,3.1431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_06,24/7/17,20170724,5,4,5.0,2.8,,,,,65.1,60.9,118.4,12.9,115.6,,,,,,0.6,0.5,0.6,0.5,0.6,,,,,,0.6609,0.6954,0.5023,0.8248,0.8894,3.8248,2.3667,2.9813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_06,24/7/17,20170724,5,5,5.0,1.0,1.8,2.0,,,24.8,77.2,58.1,61.4,12.8,,,,,,0.6,0.5,0.5,0.5,0.5,,,,,,0.6561,0.6816,0.4226,0.5317,0.5853,2.0613,2.6998,2.9897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_06,24/7/17,20170724,6,1,5.0,1.0,2.8,,,,41.2,95.4,103.0,104.2,18.5,69.5,,,,,0.6,0.6,0.6,0.6,0.5,0.6,,,,,0.6892,0.7326,0.7606,0.6273,0.7212,4.4872,2.1552,2.8084,40.7807,2.8455,12.5251,,,,,,,5,0.0121,0.5430,0.5437,,,,,3,0.1678,0.6719,0.7283,,,,,,,,,5,,
2017_H_06,24/7/17,20170724,6,2,5.0,1.0,2.0,1.5,,,65.5,22.7,89.4,18.1,108.0,113.0,27.5,74.8,,,0.6,0.3,0.6,0.3,0.6,0.6,0.6,0.6,,,0.6802,0.7118,0.8879,0.6077,0.7198,5.1286,2.3969,3.1507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_06,24/7/17,20170724,6,3,5.0,0.7,1.5,1.2,1.3,,106.0,133.2,48.0,104.9,27.0,,,,,,0.5,0.5,0.5,0.6,0.5,,,,,,0.6228,0.6505,0.8144,0.6690,0.7606,4.3320,2.0121,2.5976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_06,24/7/17,20170724,6,4,5.0,1.4,1.4,1.1,,,55.4,77.0,20.0,81.1,101.7,45.9,,,,,0.5,0.5,0.3,0.5,0.6,0.5,,,,,0.6614,0.6904,0.6948,0.6068,0.6859,3.3631,2.3020,2.7502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_06,24/7/17,20170724,6,5,5.0,0.6,1.4,1.1,1.2,,30.2,84.1,8.4,47.5,80.8,,,,,,0.4,0.5,0.4,0.5,0.5,,,,,,0.6749,0.6984,0.5554,0.5736,0.6415,2.0794,2.0804,3.3658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_06,24/7/17,20170724,7,1,5.0,2.5,2.5,,,,11.1,106.1,83.0,98.4,56.0,104.8,,,,,0.6,0.6,0.6,0.6,0.6,0.6,,,,,0.6552,0.6795,0.9173,0.7963,0.9055,5.3663,2.3470,3.1312,8.9840,3.4724,4.4297,,,2,0.0053,0.5612,0.562,,,,,,,,,1,0.0383,0.5175,0.5329,,,,,,,,,13,,
2017_H_06,24/7/17,20170724,7,2,5.0,1.3,1.9,1.4,,,69.5,91.1,125.0,13.5,74.6,104.2,,,,,0.6,0.6,0.6,0.6,0.6,0.6,,,,,0.6559,0.6805,0.8614,0.8323,0.9363,5.5910,1.9596,2.7514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_06,24/7/17,20170724,7,3,5.0,0.8,1.4,1.7,0.7,,33.2,72.0,76.6,73.2,30.6,,,,,,0.4,0.4,0.4,0.4,0.4,,,,,,0.6847,0.7047,0.4424,0.7381,0.7879,2.0614,2.4019,2.6674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_06,24/7/17,20170724,7,4,5.0,1.8,2.2,,,,80.7,93.2,110.9,33.0,84.0,,,,,,0.6,0.6,0.6,0.5,0.6,,,,,,0.6632,0.7065,0.5966,0.7262,0.8011,4.1226,2.4419,3.0217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_06,24/7/17,20170724,7,5,5.0,1.5,1.7,1.3,,,13.6,123.6,82.0,126.0,86.1,,,,,,0.4,0.5,0.5,0.5,0.5,,,,,,0.6674,0.7134,0.5582,0.8651,0.9451,4.6026,2.5335,3.1885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_06,24/7/17,20170724,8,1,5.0,1.2,1.6,1.3,,,67.1,49.0,51.4,86.0,,,,,,,0.5,0.5,0.5,0.5,,,,,,,0.6070,0.6358,0.5876,0.8873,0.9657,2.5885,2.0125,2.3538,30.9877,2.8757,5.9443,,,,,,,2,0.0030,0.3441,0.3442,,,,,2,0.1527,0.3512,0.3915,,,,,,,,,12,1 clam,
2017_H_06,24/7/17,20170724,8,2,5.0,1.3,1.3,1.7,,,79.5,100.7,61.5,67.1,9.7,87.0,,,,,0.6,0.5,0.5,0.5,0.4,0.5,,,,,0.6726,0.7117,0.6938,0.7473,0.8490,4.0470,2.5697,3.1274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_06,24/7/17,20170724,8,3,5.0,1.4,2.0,1.2,,,95.9,75.4,105.4,60.1,43.9,7.5,,,,,0.6,0.5,0.6,0.5,0.5,0.4,,,,,0.6322,0.6628,0.5642,0.9077,0.9855,3.3626,2.0389,2.5294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_06,24/7/17,20170724,8,4,5.0,2.7,,,,,102.5,23.1,105.0,70.9,81.0,,,,,,0.6,0.6,0.6,0.6,0.6,,,,,,0.6563,0.6840,0.5473,0.7898,0.8607,4.6069,2.0012,2.7087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_06,24/7/17,20170724,8,5,5.0,2.1,2.5,,,,92.2,97.0,73.5,25.0,107.0,,,,,,0.6,0.6,0.6,0.6,0.6,,,,,,0.6287,0.6721,0.7652,0.6951,0.7989,4.4634,2.4035,3.0374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_07,20/8/17,20170820,1,1,4.6,1.5,1.7,,,,54.8,58.0,18.9,54.4,57.8,,,,,,0.5,0.5,0.5,0.5,0.5,,,,,,0.6685,0.6864,0.5144,0.4342,0.5103,2.1559,1.3743,1.7720,12.3878,2.1648,3.8349,,,8,0.1856,0.5357,0.584,,,,,8,0.0275,0.3694,0.3701,,,,,17,0.0866,0.3724,0.4170,,,,,,,
2017_H_07,20/8/17,20170820,1,2,5.0,0.3,1.5,1.2,0.8,0.7,47.4,42.4,55.8,56.4,,,,,,,0.5,0.4,0.5,0.5,,,,,,,0.6481,0.6649,0.4955,0.6363,0.7164,1.8378,1.4469,1.7719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_07,20/8/17,20170820,1,3,5.0,1.3,1.2,1.3,,,36.9,37.2,25.4,44.4,,,,,,,0.5,0.4,0.5,0.5,,,,,,,0.6865,0.6953,0.7189,0.6257,0.7478,1.1637,1.3398,1.5516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_07,20/8/17,20170820,1,4,5.0,1.0,2.2,,,,51.6,55.0,58.1,50.2,,,,,,,0.5,0.5,0.6,0.6,,,,,,,0.6425,0.6566,0.5516,0.6609,0.7380,2.4950,1.4273,1.8371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_07,20/8/17,20170820,1,5,5.0,1.6,2.1,,,,54.8,23.7,66.8,60.4,,,,,,,0.5,0.5,0.5,0.6,,,,,,,0.6807,0.7005,0.5708,0.6275,0.7082,2.6695,1.4509,1.9247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_07,20/8/17,20170820,2,1,5.0,0.8,1.2,1.3,0.7,0.7,49.4,58.8,47.8,45.6,,,,,,,0.5,0.5,0.5,0.5,,,,,,,0.7129,0.7305,0.7578,0.6871,0.8127,1.9445,1.6826,2.0156,5.8271,2.3526,3.0396,,,1,0.0145,0.4795,0.4814,,,,,1,0.0026,0.3465,0.3468,,,,,5,0.0260,0.4588,0.4634,,,,,4,,
2017_H_07,20/8/17,20170820,2,2,5.0,0.9,1.0,1.0,1.0,,58.8,53.6,45.4,43.2,,,,,,,0.5,0.5,0.4,0.5,,,,,,,0.6409,0.6552,0.5679,0.6613,0.7574,1.6961,1.7165,1.9876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_07,20/8/17,20170820,2,3,5.0,0.3,0.6,0.6,0.6,0.9,53.2,36.6,32.6,,,,,,,,0.4,0.4,0.4,,,,,,,,0.6619,0.6732,0.5826,0.8199,0.9049,0.9407,1.6246,1.7865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_07,20/8/17,20170820,2,4,2.3,0.7,1.0,0.7,,,60.2,30.1,49.6,,,,,,,,0.4,0.4,0.4,,,,,,,,0.6422,0.6533,0.2531,0.8552,0.8944,1.1707,1.5247,1.7260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_07,20/8/17,20170820,2,5,5.0,1.0,0.9,1.1,1.2,,57.4,52.4,50.4,17.8,,,,,,,0.4,0.5,0.5,0.5,,,,,,,0.6697,0.6838,0.7965,0.6587,0.7669,1.5383,1.3488,1.6204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_07,20/8/17,20170820,3,1,4.7,0.5,1.1,0.9,1.3,,63.6,63.4,35.6,55.9,,,,,,,0.4,0.4,0.4,0.4,,,,,,,0.6582,0.6626,0.7995,0.7836,0.9028,1.5503,1.1607,1.4562,16.3351,2.2173,4.1994,,,20,0.5731,0.3534,0.456,1,0.0016,0.5392,0.5395,5,0.0047,0.3336,0.3339,,,,,3,0.0855,0.4248,0.4695,,,,,2,19 mysid,
2017_H_07,20/8/17,20170820,3,2,5.0,0.3,0.5,0.7,0.9,0.9,75.9,49.8,90.4,69.6,,,,,,,0.5,0.5,0.5,0.5,,,,,,,0.6332,0.6420,0.7505,0.6794,0.7980,2.5289,1.1988,1.6066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_07,20/8/17,20170820,3,3,5.0,0.9,1.9,0.7,0.8,0.9,86.6,34.4,68.9,92.8,,,,,,,0.5,0.5,0.5,0.5,,,,,,,0.6276,0.6360,0.8633,0.6801,0.8197,2.6886,1.3460,1.8074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_07,20/8/17,20170820,3,4,5.0,0.5,1.7,0.5,0.7,0.7,71.4,41.4,74.9,66.1,25.2,,,,,,0.5,0.5,0.5,0.5,0.4,,,,,,0.6559,0.6638,0.6521,0.7674,0.8798,2.5759,1.3410,1.7363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_07,20/8/17,20170820,3,5,3.5,0.9,1.2,,,,100.4,13.9,70.4,84.5,69.4,,,,,,0.6,0.5,0.5,0.5,0.5,,,,,,0.6702,0.6785,0.4508,0.7639,0.8386,3.3915,1.2596,1.8234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_07,20/8/17,20170820,4,1,4.0,0.7,1.1,0.9,0.6,,85.0,75.2,77.4,49.0,,,,,,,0.6,0.6,0.6,0.6,,,,,,,0.6496,0.6599,0.8567,0.7841,0.8998,3.6391,1.4598,2.0408,1.5714,2.1505,3.4941,,,11,0.0349,0.5159,0.5192,2,0.0043,0.5638,0.5640,3,0.0035,0.3981,0.3981,,,,,3,0.0328,0.6189,0.6328,,,,,5,1 barnacle,
2017_H_07,20/8/17,20170820,4,2,3.1,0.7,0.7,0.7,0.7,,82.2,104.1,12.7,88.0,57.6,,,,,,0.4,0.4,0.4,0.4,0.4,,,,,,0.6594,0.6694,0.3877,0.5925,0.6461,2.5427,1.7108,2.1498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_07,20/8/17,20170820,4,3,4.5,0.6,0.7,0.6,0.5,0.6,82.1,30.0,51.3,85.2,97.6,,,,,,0.4,0.4,0.4,0.4,0.4,,,,,,0.6754,0.6890,0.7991,0.6883,0.8214,2.9854,1.3912,1.9287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_07,20/8/17,20170820,4,4,5.0,1.0,1.0,1.0,0.8,1.0,55.1,71.6,71.1,65.4,,,,,,,0.6,0.6,0.6,0.6,,,,,,,0.6515,0.6640,0.8325,0.9802,1.1127,3.1527,1.2293,1.7569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_07,20/8/17,20170820,4,5,5.0,1.0,1.2,1.2,1.0,,97.4,91.2,86.6,68.0,6.5,,,,,,0.6,0.5,0.5,0.5,0.2,,,,,,0.6192,0.6298,0.8041,0.7931,0.9151,3.4783,1.4594,2.0771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_07,20/8/17,20170820,5,1,3.1,0.6,0.7,0.6,0.6,,34.4,71.8,40.4,47.2,80.6,,,,,,0.4,0.4,0.4,0.4,0.4,,,,,,0.6587,0.6678,0.4473,0.9716,1.0417,2.0211,1.4352,1.7509,7.5636,1.9955,2.9555,,,5,0.0124,0.413,0.4146,1,0.0017,0.5103,0.5103,3,0.0114,0.4286,0.4290,,,,,1,0.0022,0.3970,0.3975,,,,,6,,
2017_H_07,20/8/17,20170820,5,2,5.0,1.1,1.1,1.0,0.7,0.7,43.6,53.8,24.2,61.4,53.6,,,,,,0.5,0.5,0.5,0.6,0.6,,,,,,0.6888,0.7016,0.8305,0.7212,0.8493,2.4242,1.2443,1.6469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_07,20/8/17,20170820,5,3,5.0,0.7,0.7,1.0,1.0,0.7,31.0,22.8,56.1,59.1,53.0,,,,,,0.5,0.5,0.5,0.6,0.6,,,,,,0.6797,0.6898,1.0993,0.8997,1.0596,2.5485,1.3558,1.7432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_07,20/8/17,20170820,5,4,5.0,1.9,1.5,1.6,,,90.4,82.2,103.6,21.1,81.4,,,,,,0.6,0.6,0.6,0.6,0.6,,,,,,0.6002,0.6128,1.0959,0.6305,0.7956,5.2010,1.3345,2.1260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_07,20/8/17,20170820,5,5,4.2,0.6,0.8,1.0,0.8,0.8,52.2,38.8,64.2,24.7,,,,,,,0.5,0.5,0.5,0.5,,,,,,,0.6208,0.6273,0.6753,0.7956,0.8916,1.6055,1.3978,1.6231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_H_07,20/8/17,20170820,6,1,5.0,2.0,2.0,,,,57.4,53.2,36.6,40.8,61.4,,,,,,0.6,0.6,0.6,0.6,0.6,,,,,,0.6189,0.6321,0.7780,0.6015,0.7154,3.0979,0.9874,1.4849,0.9342,2.0572,2.1905,,,11,0.017,0.4013,0.4024,2,0.0011,0.3421,0.3421,6,0.0085,0.4031,0.4036,1,0.0739,0.3628,0.3858,7,0.0370,0.3614,0.3758,,,,,13,1 clam,
