bed_no,date_MM.DD.YY,species,boat_track,drone,drone_launch_time_AKDT,time_UTC,latitude_decimal_degrees,longitude_decimal_degrees,density
25,07.11.17,Macrocystis,Y,Y,14:58,18:46:34,55.5232527,-133.1705698,3
25,07.11.17,Macrocystis,Y,Y,14:58,18:46:44,55.52340508,-133.1707047,3
25,07.11.17,Macrocystis,Y,Y,14:58,18:46:51,55.52353006,-133.1707474,3
26,07.11.17,Macrocystis,Y,Y,13:53,18:56:20,55.52964147,-133.1977696,3
26,07.11.17,Macrocystis,Y,Y,13:53,18:56:29,55.52950367,-133.1977374,3
26,07.11.17,Macrocystis,Y,Y,13:53,18:56:40,55.52929547,-133.1976607,3
26,07.11.17,Macrocystis,Y,Y,13:53,18:56:52,55.529085,-133.1974877,3
26,07.11.17,Macrocystis,Y,Y,13:53,18:57:02,55.52891074,-133.1974887,3
26,07.11.17,Macrocystis,Y,Y,13:53,18:57:10,55.52876959,-133.1975389,3
26,07.11.17,Macrocystis,Y,Y,13:53,18:57:24,55.52850229,-133.1975871,3
26,07.11.17,Macrocystis,Y,Y,13:53,18:57:38,55.52823734,-133.1976902,3
26,07.11.17,Macrocystis,Y,Y,13:53,18:57:51,55.52803617,-133.1978971,3
26,07.11.17,Macrocystis,Y,Y,13:53,18:58:03,55.52788379,-133.1981606,3
26,07.11.17,Macrocystis,Y,Y,13:53,18:58:14,55.52781698,-133.1984237,3
26,07.11.17,Macrocystis,Y,Y,13:53,18:58:26,55.52775345,-133.1986835,3
26,07.11.17,Macrocystis,Y,Y,13:53,18:58:34,55.52772814,-133.1989039,3
26,07.11.17,Macrocystis,Y,Y,13:53,18:58:44,55.5277511,-133.1991711,3
26,07.11.17,Macrocystis,Y,Y,13:53,18:58:53,55.5276884,-133.1993185,3
26,07.11.17,Macrocystis,Y,Y,13:53,18:59:09,55.52747726,-133.1994668,3
26,07.11.17,Macrocystis,Y,Y,13:53,18:59:25,55.5272336,-133.1995959,3
26,07.11.17,Macrocystis,Y,Y,13:53,18:59:37,55.52706068,-133.199655,3
26,07.11.17,Macrocystis,Y,Y,13:53,18:59:54,55.5268068,-133.1997729,3
26,07.11.17,Macrocystis,Y,Y,13:53,19:00:05,55.52667981,-133.1998943,3
26,07.11.17,Macrocystis,Y,Y,13:53,19:00:20,55.52654855,-133.2001776,3
26,07.11.17,Macrocystis,Y,Y,13:53,19:00:34,55.5263494,-133.2004308,3
26,07.11.17,Macrocystis,Y,Y,13:53,19:00:44,55.52622903,-133.2006547,3
26,07.11.17,Macrocystis,Y,Y,13:53,19:00:56,55.52613633,-133.2010411,3
26,07.11.17,Macrocystis,Y,Y,13:53,19:01:05,55.52604438,-133.2012577,3
26,07.11.17,Macrocystis,Y,Y,13:53,19:01:15,55.52594145,-133.2015361,3
26,07.11.17,Macrocystis,Y,Y,13:53,19:01:24,55.52591136,-133.201842,3
26,07.11.17,Macrocystis,Y,Y,13:53,19:01:38,55.52581228,-133.2023176,3
26,07.11.17,Macrocystis,Y,Y,13:53,19:01:48,55.52578538,-133.2026626,3
26,07.11.17,Macrocystis,Y,Y,13:53,19:02:01,55.52591622,-133.203042,3
26,07.11.17,Macrocystis,Y,Y,13:53,19:02:15,55.52608025,-133.2034769,3
26,07.11.17,Macrocystis,Y,Y,13:53,19:02:27,55.52630212,-133.2037473,3
26,07.11.17,Macrocystis,Y,Y,13:53,19:02:37,55.52649834,-133.203853,3
26,07.11.17,Macrocystis,Y,Y,13:53,19:02:47,55.52672382,-133.2037835,3
26,07.11.17,Macrocystis,Y,Y,13:53,19:02:55,55.52688039,-133.2037308,3
26,07.11.17,Macrocystis,Y,Y,13:53,19:03:08,55.52714475,-133.2036566,3
26,07.11.17,Macrocystis,Y,Y,13:53,19:03:24,55.52740669,-133.2035066,3
26,07.11.17,Macrocystis,Y,Y,13:53,19:03:38,55.52761498,-133.2033035,3
26,07.11.17,Macrocystis,Y,Y,13:53,19:03:50,55.52778941,-133.2032642,3
26,07.11.17,Macrocystis,Y,Y,13:53,19:03:59,55.52789485,-133.2031153,3
26,07.11.17,Macrocystis,Y,Y,13:53,19:04:11,55.52802821,-133.2028625,3
26,07.11.17,Macrocystis,Y,Y,13:53,19:04:24,55.52818855,-133.2026126,3
26,07.11.17,Macrocystis,Y,Y,13:53,19:04:37,55.52836424,-133.2024255,3
26,07.11.17,Macrocystis,Y,Y,13:53,19:04:50,55.52853724,-133.202237,3
26,07.11.17,Macrocystis,Y,Y,13:53,19:05:03,55.52873304,-133.2022784,3
26,07.11.17,Macrocystis,Y,Y,13:53,19:05:14,55.52893236,-133.2023491,3
26,07.11.17,Macrocystis,Y,Y,13:53,19:05:25,55.52906882,-133.2022031,3
26,07.11.17,Macrocystis,Y,Y,13:53,19:05:38,55.52923637,-133.201901,3
26,07.11.17,Macrocystis,Y,Y,13:53,19:05:45,55.52937023,-133.2018166,3
26,07.11.17,Macrocystis,Y,Y,13:53,19:05:54,55.52948867,-133.2017289,3
26,07.11.17,Macrocystis,Y,Y,13:53,19:06:05,55.5296123,-133.2014825,3
26,07.11.17,Macrocystis,Y,Y,13:53,19:06:18,55.52976955,-133.2012475,3
26,07.11.17,Macrocystis,Y,Y,13:53,19:06:35,55.52997105,-133.2007857,3
26,07.11.17,Macrocystis,Y,Y,13:53,19:06:44,55.53008161,-133.2005958,3
26,07.11.17,Macrocystis,Y,Y,13:53,19:06:54,55.53025251,-133.2005838,3
26,07.11.17,Macrocystis,Y,Y,13:53,19:07:04,55.53039123,-133.2004071,3
26,07.11.17,Macrocystis,Y,Y,13:53,19:07:20,55.53059952,-133.1999681,3
26,07.11.17,Macrocystis,Y,Y,13:53,19:07:30,55.53063867,-133.1996602,3
26,07.11.17,Macrocystis,Y,Y,13:53,19:07:40,55.53067999,-133.1993685,3
26,07.11.17,Macrocystis,Y,Y,13:53,19:07:48,55.53061302,-133.1992143,3
26,07.11.17,Macrocystis,Y,Y,13:53,19:07:56,55.53046466,-133.199262,3
26,07.11.17,Macrocystis,Y,Y,13:53,19:08:06,55.53027347,-133.1993442,3
26,07.11.17,Macrocystis,Y,Y,13:53,19:08:16,55.5301407,-133.1994442,3
26,07.11.17,Macrocystis,Y,Y,13:53,19:08:26,55.53000198,-133.199485,3
26,07.11.17,Macrocystis,Y,Y,13:53,19:08:36,55.52983845,-133.1994373,3
26,07.11.17,Macrocystis,Y,Y,13:53,19:08:47,55.52969017,-133.1993143,3
26,07.11.17,Macrocystis,Y,Y,13:53,19:08:56,55.52967726,-133.199152,3
26,07.11.17,Macrocystis,Y,Y,13:53,19:09:07,55.52975874,-133.1989365,3
26,07.11.17,Macrocystis,Y,Y,13:53,19:09:21,55.52977039,-133.1986107,3
26,07.11.17,Macrocystis,Y,Y,13:53,19:09:35,55.52969,-133.1982965,3
26,07.11.17,Macrocystis,Y,Y,13:53,19:09:47,55.5296413,-133.1980922,3
26,07.11.17,Macrocystis,Y,Y,13:53,19:09:57,55.52955598,-133.1979331,3
27,07.11.17,Macrocystis,Y,Y,N/A,20:07:59,55.55644127,-133.2550767,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:08:05,55.55646482,-133.2550115,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:08:18,55.5565794,-133.2548748,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:08:34,55.55671217,-133.254605,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:08:48,55.55675911,-133.2543066,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:09:00,55.55673916,-133.2540108,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:09:16,55.55666758,-133.2536547,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:09:29,55.55655015,-133.253485,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:09:41,55.55642341,-133.2534707,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:09:54,55.55628117,-133.2535986,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:10:07,55.55613214,-133.2536522,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:10:21,55.55601941,-133.2534502,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:10:34,55.55593156,-133.253108,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:10:45,55.55585319,-133.2528299,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:10:53,55.55584515,-133.2526567,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:11:03,55.55592829,-133.2525515,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:11:16,55.55614388,-133.2525671,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:11:28,55.55631009,-133.2526715,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:11:39,55.5564447,-133.2526607,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:11:49,55.55650966,-133.2524663,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:11:59,55.5565338,-133.2521699,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:12:12,55.55663833,-133.2518356,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:12:28,55.55677922,-133.2515169,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:12:40,55.55689657,-133.2513468,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:12:54,55.5570705,-133.2512203,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:13:10,55.55727242,-133.2510287,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:13:27,55.55750845,-133.2508584,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:13:38,55.55762194,-133.2506373,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:13:49,55.55760325,-133.250346,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:14:00,55.55749269,-133.2501737,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:14:15,55.5572585,-133.2502044,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:14:27,55.55705004,-133.250218,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:14:42,55.55678853,-133.2502094,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:14:55,55.55655283,-133.2501395,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:15:11,55.55625225,-133.2500579,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:15:23,55.55603977,-133.2500698,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:15:37,55.55579913,-133.2501088,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:15:50,55.55557307,-133.2501452,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:16:06,55.55531155,-133.2503401,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:16:17,55.5551782,-133.2505884,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:16:30,55.55498131,-133.2507492,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:16:41,55.55481392,-133.2509287,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:16:53,55.55460328,-133.2510805,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:17:01,55.55455132,-133.2511976,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:17:10,55.55456841,-133.2514058,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:17:23,55.55467838,-133.2516991,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:17:33,55.55465257,-133.2519539,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:17:45,55.55449943,-133.2522515,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:18:01,55.55426868,-133.2526069,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:18:11,55.55414354,-133.2528032,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:18:22,55.55410582,-133.2530824,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:18:31,55.55405117,-133.2533124,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:18:41,55.55403717,-133.2536127,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:18:51,55.55399844,-133.2538527,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:19:02,55.5540769,-133.2540829,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:19:10,55.55406123,-133.254276,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:19:21,55.5539303,-133.2543902,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:19:33,55.55373643,-133.2544629,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:19:42,55.55367608,-133.2546093,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:19:44,55.5536739,-133.2546401,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:19:56,55.55378848,-133.2548127,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:20:05,55.55382402,-133.2549794,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:20:14,55.55374045,-133.2551436,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:20:23,55.55360475,-133.2552647,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:20:32,55.55355948,-133.2555159,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:20:42,55.55362185,-133.2557156,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:20:53,55.55380524,-133.255754,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:21:04,55.55397363,-133.2557258,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:21:15,55.55413356,-133.2555469,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:21:25,55.55430254,-133.2556129,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:21:41,55.55458132,-133.2558333,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:22:00,55.5549228,-133.2560471,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:22:13,55.55513805,-133.2562491,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:22:24,55.55531901,-133.2561443,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:22:36,55.55550048,-133.2560069,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:22:45,55.55552085,-133.2557823,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:22:53,55.5554398,-133.2556637,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:23:06,55.55521432,-133.2555545,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:23:14,55.55512975,-133.2554285,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:23:23,55.55516948,-133.2552496,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:23:33,55.55531214,-133.2552331,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:23:50,55.55562437,-133.2552423,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:24:04,55.55589284,-133.2551086,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:24:15,55.55607825,-133.2550914,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:24:31,55.55634806,-133.2550391,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:24:38,55.55645845,-133.2549637,2
27,07.11.17,Macrocystis,Y,Y,N/A,20:24:41,55.55649265,-133.254899,2
28,07.11.17,Macrocystis,N,Y,N/A,20:36:57,55.571149,-133.285905,2
29,07.11.17,Macrocystis,N,Y,07.19.17 @ 12:47,23:13:19,55.520607,-133.167537,2
30,07.13.17,Macrocystis,N,Y,12:16,20:24,55.857999,-133.33344,3
31,07.13.17,Macrocystis,N,Y,N/A,21:00,55.82071,133.33289,4
32,07.13.17,Nereocystis,N,Y,13:37,21:48,55.79216,133.29922,2
33,07.14.17,Nereocystis,N,Y,N/A,22:36,55.260025,-133.106426,4
34,07.14.17,Macrocystis and Nereocystis,N,Y,N/A,22:28,55.25972,-133.090452,3
35,07.15.17,Nereocystis,Y,Y,N/A,18:43:53,55.17463996,-133.2698657,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:43:54,55.17465932,-133.269863,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:43:58,55.17473979,-133.2698607,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:43:59,55.17475898,-133.2698516,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:44:06,55.17487968,-133.269809,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:44:15,55.17496895,-133.2699495,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:44:24,55.17507364,-133.2700864,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:44:32,55.17520431,-133.2699861,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:44:41,55.17537606,-133.2698817,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:44:51,55.17556809,-133.2697842,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:44:59,55.17571779,-133.2696452,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:45:06,55.17579105,-133.269432,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:45:17,55.17587445,-133.2691659,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:45:26,55.17591493,-133.2689616,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:45:35,55.1760094,-133.2687247,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:45:44,55.17618575,-133.2686462,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:45:53,55.17639999,-133.2685607,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:46:00,55.1765585,-133.2685705,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:46:07,55.17671364,-133.2685078,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:46:17,55.17689989,-133.2683015,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:46:25,55.17700332,-133.2680497,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:46:33,55.17714657,-133.2679239,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:46:43,55.17734673,-133.2678949,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:46:51,55.17747464,-133.2677547,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:46:59,55.17763549,-133.267614,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:47:09,55.17788057,-133.2675661,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:47:19,55.17810571,-133.2676448,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:47:29,55.17832045,-133.267623,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:47:39,55.17849899,-133.2676715,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:47:49,55.1786911,-133.2675656,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:47:58,55.17888481,-133.2676243,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:48:05,55.17900324,-133.2675459,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:48:13,55.17913241,-133.2673873,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:48:23,55.17922076,-133.2670617,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:48:30,55.17929343,-133.2668987,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:48:36,55.17938035,-133.2668871,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:48:45,55.17950297,-133.2667462,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:48:55,55.17958872,-133.2664272,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:49:03,55.17958269,-133.266157,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:49:11,55.17949224,-133.2659429,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:49:21,55.1794899,-133.2656021,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:49:30,55.17955016,-133.2652851,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:49:38,55.17967849,-133.2651058,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:49:47,55.17985434,-133.2650962,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:49:55,55.17999616,-133.2649921,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:50:05,55.18018954,-133.265003,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:50:15,55.18039724,-133.2649318,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:50:23,55.18049405,-133.2647305,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:50:32,55.18052464,-133.2644301,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:50:41,55.1806404,-133.2642003,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:50:48,55.18068541,-133.2639913,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:50:58,55.18066487,-133.2636454,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:51:06,55.1806549,-133.2633826,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:51:15,55.18073075,-133.2631567,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:51:26,55.18085221,-133.2628076,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:51:35,55.18093083,-133.2625471,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:51:44,55.18089605,-133.2622057,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:51:53,55.18082899,-133.2619345,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:52:02,55.1806865,-133.2617905,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:52:13,55.18059254,-133.2614367,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:52:20,55.1805767,-133.2612141,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:52:29,55.18068164,-133.2610048,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:52:37,55.18079395,-133.2608162,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:52:48,55.18083117,-133.2604079,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:53:00,55.18093762,-133.259925,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:53:10,55.18098506,-133.2595869,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:53:22,55.18089261,-133.2591418,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:53:33,55.18081985,-133.2587132,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:53:44,55.18076554,-133.2582724,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:53:52,55.18072983,-133.2579808,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:54:00,55.18064509,-133.2577348,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:54:09,55.18055465,-133.257413,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:54:21,55.18049958,-133.2569281,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:54:32,55.18035013,-133.2565951,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:54:43,55.18013371,-133.2564109,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:54:53,55.18000815,-133.256226,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:55:05,55.1799618,-133.256,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:55:21,55.17994227,-133.2557901,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:55:33,55.1799074,-133.255644,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:55:46,55.17987681,-133.255539,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:56:03,55.17988175,-133.2554198,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:56:20,55.17986868,-133.2553276,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:56:34,55.17986105,-133.2552541,4
35,07.15.17,Nereocystis,Y,Y,N/A,18:56:42,55.17985694,-133.2552074,4
36,07.15.17,Nereocystis,N,Y,N/A,17:58,55.196859,-133.264161,3
37,07.15.17,Macrocystis,N,Y,N/A,19:14,55.202513,-133.195993,2
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,18:56:55,55.17984537,-133.2551176,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,18:57:01,55.17986147,-133.255124,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,18:57:21,55.1798649,-133.2550751,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,18:57:36,55.17991453,-133.2549789,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,18:57:37,55.17991939,-133.2549644,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,18:57:47,55.1800053,-133.2546633,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,18:57:55,55.18014779,-133.2543143,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,18:57:59,55.18026304,-133.2541895,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,18:58:09,55.18069589,-133.2542101,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,18:58:17,55.18116477,-133.254323,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,18:58:28,55.18197446,-133.2545273,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,18:58:41,55.18302413,-133.2548165,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,18:58:52,55.18394337,-133.255174,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,18:59:01,55.18466329,-133.255733,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,18:59:13,55.18562713,-133.2564763,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,18:59:23,55.18642064,-133.2571107,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,18:59:32,55.18719932,-133.2576851,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,18:59:41,55.18807246,-133.2583027,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,18:59:49,55.18890822,-133.2586962,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,18:59:58,55.18976075,-133.2591929,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:00:04,55.19023877,-133.259683,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:00:12,55.1907053,-133.2605017,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:00:19,55.19110981,-133.2611538,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:00:25,55.1915357,-133.2614255,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:00:31,55.19194826,-133.2617851,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:00:41,55.19254237,-133.2625932,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:00:49,55.19294101,-133.2631701,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:00:56,55.19325064,-133.263504,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:01:00,55.19343336,-133.2636251,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:01:12,55.19397584,-133.2639468,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:01:23,55.19447029,-133.2642113,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:01:36,55.1950514,-133.2644546,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:01:47,55.19546698,-133.2645091,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:01:57,55.1958165,-133.2644258,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:02:07,55.19607576,-133.2643045,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:02:19,55.1962449,-133.2641914,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:02:32,55.1963765,-133.2640987,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:02:45,55.19646459,-133.2640169,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:02:56,55.19652586,-133.2639647,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:03:07,55.19661371,-133.2639522,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:03:19,55.19668202,-133.2641036,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:03:31,55.19668655,-133.2642692,3
38,07.15.17,Macrocystis and Nereocystis,Y,Y,Y,19:03:42,55.19667967,-133.264378,3
