"","site_code","site_name","latitude_N","longitude_E","date_MMDDYYYY","depth_m_MLLW","layer_number","layer_thickness_cm","layer_depth_cm","layer_volume_cm3","dry_bulk_density","organic_dw_g","organic_dw_percent","organic_density","inorganic_dw_g","inorganic_dw_percent","inorganic_density","sediment_description","freshwater_input"
"197","2017_M_06","Trocadero Bay",55.344914,-133.0011,"8/21/2017",-0.51,16,1.2,30,23.5619449019235,2.30597899393121,0.597110000000001,1.14132200759212,1.37692311706627,NA,NA,NA,"sand, gravel, cobble mix. Changes to cobble and gravel high","two streams adjacent to transect"
"198","2017_M_06","Trocadero Bay",55.344914,-133.0011,"8/21/2017",-0.51,17,1.2,32,23.5619449019235,1.99814744478741,0.509540000000001,1.12596019518353,1.01813604901698,NA,NA,NA,"sand, gravel, cobble mix. Changes to cobble and gravel high","two streams adjacent to transect"
"199","2017_M_06","Trocadero Bay",55.344914,-133.0011,"8/21/2017",-0.51,18,1.2,34,23.5619449019235,1.78828573682643,0.529800000000002,1.31799929796263,0.947433783370647,NA,NA,NA,"sand, gravel, cobble mix. Changes to cobble and gravel high","two streams adjacent to transect"
"200","2017_M_06","Trocadero Bay",55.344914,-133.0011,"8/21/2017",-0.51,19,1.2,36,23.5619449019235,1.81744928859859,0.547759999999997,1.34598755595482,0.995526022322759,NA,NA,NA,"sand, gravel, cobble mix. Changes to cobble and gravel high","two streams adjacent to transect"
"201","2017_M_06","Trocadero Bay",55.344914,-133.0011,"8/21/2017",-0.51,20,1.2,38,23.5619449019235,2.05065669243865,0.514279999999999,1.10908201617084,1.05461172378735,NA,NA,NA,"sand, gravel, cobble mix. Changes to cobble and gravel high","two streams adjacent to transect"
"202","2017_M_06","Trocadero Bay",55.344914,-133.0011,"8/21/2017",-0.51,21,1,40,19.6349540849362,2.5118403530079,0.502079999999999,1.05864686005189,1.2611448044382,NA,NA,NA,"sand, gravel, cobble mix. Changes to cobble and gravel high","two streams adjacent to transect"
"203","2017_M_06","Trocadero Bay",55.344914,-133.0011,"8/21/2017",-0.51,22,1.2,42,23.5619449019235,2.17200193842327,0.413930000000001,0.843071368079995,0.899056762371545,NA,NA,NA,"sand, gravel, cobble mix. Changes to cobble and gravel high","two streams adjacent to transect"
"204","2017_M_06","Trocadero Bay",55.344914,-133.0011,"8/21/2017",-0.51,23,1.2,44,23.5619449019235,1.80194802155462,0.460050000000003,1.13390840889026,0.828986187316209,NA,NA,NA,"sand, gravel, cobble mix. Changes to cobble and gravel high","two streams adjacent to transect"
"205","2017_M_06","Trocadero Bay",55.344914,-133.0011,"8/21/2017",-0.51,24,1,46,19.6349540849362,2.33010781701294,0.447939999999996,1.01919227749223,1.04374849555277,NA,NA,NA,"sand, gravel, cobble mix. Changes to cobble and gravel high","two streams adjacent to transect"
"206","2017_M_06","Trocadero Bay",55.344914,-133.0011,"8/21/2017",-0.51,25,1.2,48,23.5619449019235,1.93644201231772,3.31407,7.52584883718554,6.4175043797618,NA,NA,NA,"sand, gravel, cobble mix. Changes to cobble and gravel high","two streams adjacent to transect"
"207","2017_M_06","Trocadero Bay",55.344914,-133.0011,"8/21/2017",-0.51,26,1.1,50,21.5984494934298,1.92852084186278,0.454710000000006,1.1456618993533,0.876917712003435,NA,NA,NA,"sand, gravel, cobble mix. Changes to cobble and gravel high","two streams adjacent to transect"
"208","2017_M_06","Trocadero Bay",55.344914,-133.0011,"8/21/2017",-0.51,27,1.2,52,23.5619449019235,1.54691644309144,0.36609,1.06478403286407,0.566310640651346,NA,NA,NA,"sand, gravel, cobble mix. Changes to cobble and gravel high","two streams adjacent to transect"
"209","2017_M_06","Trocadero Bay",55.344914,-133.0011,"8/21/2017",-0.51,28,1.2,54,23.5619449019235,2.04313524203472,0.617190000000001,1.32467202997259,1.26100264003141,NA,NA,NA,"sand, gravel, cobble mix. Changes to cobble and gravel high","two streams adjacent to transect"
"210","2017_M_06","Trocadero Bay",55.344914,-133.0011,"8/21/2017",-0.51,29,1,56,19.6349540849362,2.05237556582404,0.466830000000002,1.20456715262547,0.95811048539364,NA,NA,NA,"sand, gravel, cobble mix. Changes to cobble and gravel high","two streams adjacent to transect"
"211","2017_M_06","Trocadero Bay",55.344914,-133.0011,"8/21/2017",-0.51,30,1.1,58,21.5984494934298,2.01469323125426,0.587299999999999,1.39898219459883,1.18322933471562,NA,NA,NA,"sand, gravel, cobble mix. Changes to cobble and gravel high","two streams adjacent to transect"
"212","2017_M_06","Trocadero Bay",55.344914,-133.0011,"8/21/2017",-0.51,31,1.1,60,21.5984494934298,1.52513540428078,0.86486,2.74810596251231,1.31902860574627,NA,NA,NA,"sand, gravel, cobble mix. Changes to cobble and gravel high","two streams adjacent to transect"
"213","2017_M_06","Trocadero Bay",55.344914,-133.0011,"8/21/2017",-0.51,32,1.1,62,21.5984494934298,1.48671597976364,0.836510000000001,2.73302205896527,1.24365278423208,NA,NA,NA,"sand, gravel, cobble mix. Changes to cobble and gravel high","two streams adjacent to transect"
"214","2017_M_06","Trocadero Bay",55.344914,-133.0011,"8/21/2017",-0.51,33,1.1,64,21.5984494934298,1.7416463163915,0.668259999999997,1.85512553869318,1.16387256739178,NA,NA,NA,"sand, gravel, cobble mix. Changes to cobble and gravel high","two streams adjacent to transect"
"215","2017_M_06","Trocadero Bay",55.344914,-133.0011,"8/21/2017",-0.51,34,1.2,66,23.5619449019235,1.76575958280098,0.636959999999995,1.60012862124058,1.1247182238609,NA,NA,NA,"sand, gravel, cobble mix. Changes to cobble and gravel high","two streams adjacent to transect"
"216","2017_M_06","Trocadero Bay",55.344914,-133.0011,"8/21/2017",-0.51,35,1.2,68,23.5619449019235,1.82593330809834,0.595509999999997,1.43720589662041,1.08736154430564,NA,NA,NA,"sand, gravel, cobble mix. Changes to cobble and gravel high","two streams adjacent to transect"
"217","2017_M_06","Trocadero Bay",55.344914,-133.0011,"8/21/2017",-0.51,36,1.2,70,23.5619449019235,1.90718975819062,0.615599999999993,1.42374269019371,1.17406601514213,NA,NA,NA,"sand, gravel, cobble mix. Changes to cobble and gravel high","two streams adjacent to transect"
"218","2017_L_04","Natzuhini Bay",55.25051,-132.883,"6/28/2017",-0.4,1,1.9,0,37.3064127613788,0.569023350912376,0.694710000000001,3.50514361194628,0.395306212112337,NA,NA,NA,"mussy sand, semi-consolidated shells on top. Lost of shells around -0.3m. Upper shore gradually increases grain size ot gravel and then cobble","small stream plus few tiny streamlets"
"219","2017_L_04","Natzuhini Bay",55.25051,-132.883,"6/28/2017",-0.4,2,1.9,2,37.3064127613788,1.68753614566702,1.69693,2.75940582354588,2.86363071166673,2.10063000000001,3.51449469947285,3.54488905367252,"mussy sand, semi-consolidated shells on top. Lost of shells around -0.3m. Upper shore gradually increases grain size ot gravel and then cobble","small stream plus few tiny streamlets"
"220","2017_L_04","Natzuhini Bay",55.25051,-132.883,"6/28/2017",-0.4,3,1.6,4,31.4159265358979,1.49779189056329,1.90197000000001,4.16879822303818,2.84875524209467,NA,NA,NA,"mussy sand, semi-consolidated shells on top. Lost of shells around -0.3m. Upper shore gradually increases grain size ot gravel and then cobble","small stream plus few tiny streamlets"
"221","2017_L_04","Natzuhini Bay",55.25051,-132.883,"6/28/2017",-0.4,4,1.6,6,31.4159265358979,1.36674402873131,0.8675,2.09158918343394,1.18565044492441,NA,NA,NA,"mussy sand, semi-consolidated shells on top. Lost of shells around -0.3m. Upper shore gradually increases grain size ot gravel and then cobble","small stream plus few tiny streamlets"
"222","2017_L_04","Natzuhini Bay",55.25051,-132.883,"6/28/2017",-0.4,5,1.6,8,31.4159265358979,1.22392220251928,1.38263000000001,3.75555165020945,1.69223155486924,NA,NA,NA,"mussy sand, semi-consolidated shells on top. Lost of shells around -0.3m. Upper shore gradually increases grain size ot gravel and then cobble","small stream plus few tiny streamlets"
"223","2017_L_04","Natzuhini Bay",55.25051,-132.883,"6/28/2017",-0.4,6,1.8,10,35.3429173528852,1.70212830478435,0.941850000000002,1.60866851744249,1.60314954386115,NA,NA,NA,"mussy sand, semi-consolidated shells on top. Lost of shells around -0.3m. Upper shore gradually increases grain size ot gravel and then cobble","small stream plus few tiny streamlets"
"224","2017_L_04","Natzuhini Bay",55.25051,-132.883,"6/28/2017",-0.4,7,1.7,12,33.3794219443916,1.42764096033146,0.921030000000002,1.99133699329584,1.31490015369408,2.5607,5.65154922676601,3.65576020712075,"mussy sand, semi-consolidated shells on top. Lost of shells around -0.3m. Upper shore gradually increases grain size ot gravel and then cobble","small stream plus few tiny streamlets"
"225","2017_L_04","Natzuhini Bay",55.25051,-132.883,"6/28/2017",-0.4,8,1.8,14,35.3429173528852,1.26564735880097,1.29735,3.0080311545173,1.64198760094044,NA,NA,NA,"mussy sand, semi-consolidated shells on top. Lost of shells around -0.3m. Upper shore gradually increases grain size ot gravel and then cobble","small stream plus few tiny streamlets"
"226","2017_L_04","Natzuhini Bay",55.25051,-132.883,"6/28/2017",-0.4,9,1.9,16,37.3064127613788,1.24962081715511,1.36263,3.02078657103049,1.70277081408007,NA,NA,NA,"mussy sand, semi-consolidated shells on top. Lost of shells around -0.3m. Upper shore gradually increases grain size ot gravel and then cobble","small stream plus few tiny streamlets"
"227","2017_L_04","Natzuhini Bay",55.25051,-132.883,"6/28/2017",-0.4,10,1.8,18,35.3429173528852,1.30362894324678,1.21929,2.72619706141585,1.58950173421137,NA,NA,NA,"mussy sand, semi-consolidated shells on top. Lost of shells around -0.3m. Upper shore gradually increases grain size ot gravel and then cobble","small stream plus few tiny streamlets"
"228","2017_L_04","Natzuhini Bay",55.25051,-132.883,"6/28/2017",-0.4,11,1.6,20,31.4159265358979,1.03278825671193,1.16184,3.72740391309397,1.19993470817818,NA,NA,NA,"mussy sand, semi-consolidated shells on top. Lost of shells around -0.3m. Upper shore gradually increases grain size ot gravel and then cobble","small stream plus few tiny streamlets"
"229","2017_L_04","Natzuhini Bay",55.25051,-132.883,"6/28/2017",-0.4,12,1.7,22,33.3794219443916,1.26355872999432,0.954149999999998,2.33074866094623,1.20562456222408,2.07378,5.19069180689779,2.62034282308762,"mussy sand, semi-consolidated shells on top. Lost of shells around -0.3m. Upper shore gradually increases grain size ot gravel and then cobble","small stream plus few tiny streamlets"
"230","2017_L_04","Natzuhini Bay",55.25051,-132.883,"6/28/2017",-0.4,13,1.6,24,31.4159265358979,1.18590390633326,1.20641,3.37132752186566,1.4306863316395,NA,NA,NA,"mussy sand, semi-consolidated shells on top. Lost of shells around -0.3m. Upper shore gradually increases grain size ot gravel and then cobble","small stream plus few tiny streamlets"
"231","2017_L_04","Natzuhini Bay",55.25051,-132.883,"6/28/2017",-0.4,14,1.7,26,33.3794219443916,1.14701746674295,1.14309,3.07018238885432,1.3111441960592,NA,NA,NA,"mussy sand, semi-consolidated shells on top. Lost of shells around -0.3m. Upper shore gradually increases grain size ot gravel and then cobble","small stream plus few tiny streamlets"
"232","2017_L_04","Natzuhini Bay",55.25051,-132.883,"6/28/2017",-0.4,15,1.8,28,35.3429173528852,1.27213691928942,1.1335,2.60632650982413,1.44196719801456,NA,NA,NA,"mussy sand, semi-consolidated shells on top. Lost of shells around -0.3m. Upper shore gradually increases grain size ot gravel and then cobble","small stream plus few tiny streamlets"
"233","2017_L_04","Natzuhini Bay",55.25051,-132.883,"6/28/2017",-0.4,16,1.7,30,33.3794219443916,0.982573636375111,0.749130000000001,2.38422142104218,0.736075388217688,NA,NA,NA,"mussy sand, semi-consolidated shells on top. Lost of shells around -0.3m. Upper shore gradually increases grain size ot gravel and then cobble","small stream plus few tiny streamlets"
"234","2017_L_04","Natzuhini Bay",55.25051,-132.883,"6/28/2017",-0.4,17,1.8,32,35.3429173528852,0.544751295083124,1.54558,8.34862439832788,0.841956706654575,2.1346,12.645936872213,1.16282611448443,"mussy sand, semi-consolidated shells on top. Lost of shells around -0.3m. Upper shore gradually increases grain size ot gravel and then cobble","small stream plus few tiny streamlets"
"235","2017_L_04","Natzuhini Bay",55.25051,-132.883,"6/28/2017",-0.4,18,1.9,34,37.3064127613788,0.816572212258827,1.07577,3.65825292637791,0.87844388878168,NA,NA,NA,"mussy sand, semi-consolidated shells on top. Lost of shells around -0.3m. Upper shore gradually increases grain size ot gravel and then cobble","small stream plus few tiny streamlets"
"236","2017_L_04","Natzuhini Bay",55.25051,-132.883,"6/28/2017",-0.4,19,1.6,36,31.4159265358979,0.698143343788957,0.947649999999999,4.47629075082556,0.661595539741604,NA,NA,NA,"mussy sand, semi-consolidated shells on top. Lost of shells around -0.3m. Upper shore gradually increases grain size ot gravel and then cobble","small stream plus few tiny streamlets"
"237","2017_L_04","Natzuhini Bay",55.25051,-132.883,"6/28/2017",-0.4,20,1.7,38,33.3794219443916,0.528243120248601,1.09893,6.53969293025472,0.580502212134796,NA,NA,NA,"mussy sand, semi-consolidated shells on top. Lost of shells around -0.3m. Upper shore gradually increases grain size ot gravel and then cobble","small stream plus few tiny streamlets"
"238","2017_L_04","Natzuhini Bay",55.25051,-132.883,"6/28/2017",-0.4,21,1.9,40,37.3064127613788,0.4160370523769,1.12687,7.55925847663705,0.468819673211957,NA,NA,NA,"mussy sand, semi-consolidated shells on top. Lost of shells around -0.3m. Upper shore gradually increases grain size ot gravel and then cobble","small stream plus few tiny streamlets"
"239","2017_L_04","Natzuhini Bay",55.25051,-132.883,"6/28/2017",-0.4,22,1.8,42,35.3429173528852,0.388233372559435,1.02384,7.81837758585141,0.397488856161252,1.8923,15.6953852763799,0.734654010894219,"mussy sand, semi-consolidated shells on top. Lost of shells around -0.3m. Upper shore gradually increases grain size ot gravel and then cobble","small stream plus few tiny streamlets"
"240","2017_L_04","Natzuhini Bay",55.25051,-132.883,"6/28/2017",-0.4,23,1.8,44,35.3429173528852,0.36322525024811,1.06494,8.80174623259904,0.386813097999223,NA,NA,NA,"mussy sand, semi-consolidated shells on top. Lost of shells around -0.3m. Upper shore gradually increases grain size ot gravel and then cobble","small stream plus few tiny streamlets"
"241","2017_L_04","Natzuhini Bay",55.25051,-132.883,"6/28/2017",-0.4,24,1.8,46,35.3429173528852,0.339340408157363,1.16295,10.1717285509868,0.394635927666605,NA,NA,NA,"mussy sand, semi-consolidated shells on top. Lost of shells around -0.3m. Upper shore gradually increases grain size ot gravel and then cobble","small stream plus few tiny streamlets"
"242","2017_L_04","Natzuhini Bay",55.25051,-132.883,"6/28/2017",-0.4,25,1.8,48,35.3429173528852,0.331176679138642,1.18139,10.6486405607214,0.3912488169676,NA,NA,NA,"mussy sand, semi-consolidated shells on top. Lost of shells around -0.3m. Upper shore gradually increases grain size ot gravel and then cobble","small stream plus few tiny streamlets"
"243","2017_L_04","Natzuhini Bay",55.25051,-132.883,"6/28/2017",-0.4,26,1.7,50,33.3794219443916,0.318596589770687,1.18711,11.6931305529836,0.378209197682681,NA,NA,NA,"mussy sand, semi-consolidated shells on top. Lost of shells around -0.3m. Upper shore gradually increases grain size ot gravel and then cobble","small stream plus few tiny streamlets"
"244","2017_L_04","Natzuhini Bay",55.25051,-132.883,"6/28/2017",-0.4,27,1.8,52,35.3429173528852,0.375396854411536,1.20555,9.60807379459739,0.452559677835828,1.48549,13.1259150869957,0.557648273259793,"mussy sand, semi-consolidated shells on top. Lost of shells around -0.3m. Upper shore gradually increases grain size ot gravel and then cobble","small stream plus few tiny streamlets"
"245","2017_L_04","Natzuhini Bay",55.25051,-132.883,"6/28/2017",-0.4,28,1.9,54,37.3064127613788,0.36522487667604,1.22593,9.52098775403694,0.447740133063457,NA,NA,NA,"mussy sand, semi-consolidated shells on top. Lost of shells around -0.3m. Upper shore gradually increases grain size ot gravel and then cobble","small stream plus few tiny streamlets"
"246","2017_L_04","Natzuhini Bay",55.25051,-132.883,"6/28/2017",-0.4,29,1.9,56,37.3064127613788,0.515223485113491,1.20388,6.52423556138677,0.620267249258431,NA,NA,NA,"mussy sand, semi-consolidated shells on top. Lost of shells around -0.3m. Upper shore gradually increases grain size ot gravel and then cobble","small stream plus few tiny streamlets"
"247","2017_H_07","Blanquizal Point",55.62082,-133.38664,"8/20/2017",-0.55,1,1.2,0,23.5619449019235,1.18971375736099,0.51315,1.93642897817003,0.610501614589792,NA,NA,NA,"muddy sand low at transect changing to gravel high. Cobble at edges of transect","no obvious souces"
"248","2017_H_07","Blanquizal Point",55.62082,-133.38664,"8/20/2017",-0.55,2,1.2,2,23.5619449019235,1.14841538390114,0.650180000000002,2.55408546432401,0.746676714304848,0.404130000000002,1.94879406522696,0.464109109095971,"muddy sand low at transect changing to gravel high. Cobble at edges of transect","no obvious souces"
"249","2017_H_07","Blanquizal Point",55.62082,-133.38664,"8/20/2017",-0.55,3,1,4,19.6349540849362,1.15917918124706,0.577359999999999,2.71086741559528,0.669263692084802,NA,NA,NA,"muddy sand low at transect changing to gravel high. Cobble at edges of transect","no obvious souces"
"250","2017_H_07","Blanquizal Point",55.62082,-133.38664,"8/20/2017",-0.55,4,0.9,6,17.6714586764426,1.3051950278868,0.55865,2.60118379122363,0.729147202328964,NA,NA,NA,"muddy sand low at transect changing to gravel high. Cobble at edges of transect","no obvious souces"
"251","2017_H_07","Blanquizal Point",55.62082,-133.38664,"8/20/2017",-0.55,5,0.9,8,17.6714586764426,1.29511153657674,0.51849,2.42128907526922,0.671502380599676,NA,NA,NA,"muddy sand low at transect changing to gravel high. Cobble at edges of transect","no obvious souces"
"252","2017_H_07","Blanquizal Point",55.62082,-133.38664,"8/20/2017",-0.55,6,0.9,10,17.6714586764426,1.31250908171601,0.556909999999998,2.58961058889449,0.730949432698459,NA,NA,NA,"muddy sand low at transect changing to gravel high. Cobble at edges of transect","no obvious souces"
"253","2017_H_07","Blanquizal Point",55.62082,-133.38664,"8/20/2017",-0.55,7,1,12,19.6349540849362,1.3529392472774,0.695799999999998,2.8030128157871,0.941375128255616,1.8588,7.2407313341207,2.51484347283923,"muddy sand low at transect changing to gravel high. Cobble at edges of transect","no obvious souces"
"254","2017_H_07","Blanquizal Point",55.62082,-133.38664,"8/20/2017",-0.55,8,1.1,14,21.5984494934298,1.29535085416713,0.80415,3.05284885104839,1.0416563893785,NA,NA,NA,"muddy sand low at transect changing to gravel high. Cobble at edges of transect","no obvious souces"
"255","2017_H_07","Blanquizal Point",55.62082,-133.38664,"8/20/2017",-0.55,9,1,16,19.6349540849362,1.1743078135176,0.681529999999999,3.17057795952166,0.800326004146651,NA,NA,NA,"muddy sand low at transect changing to gravel high. Cobble at edges of transect","no obvious souces"
"256","2017_H_07","Blanquizal Point",55.62082,-133.38664,"8/20/2017",-0.55,10,0.9,18,17.6714586764426,1.2413644171459,0.553259999999998,2.70963078182882,0.686797277430138,NA,NA,NA,"muddy sand low at transect changing to gravel high. Cobble at edges of transect","no obvious souces"
"257","2017_H_07","Blanquizal Point",55.62082,-133.38664,"8/20/2017",-0.55,11,1,20,19.6349540849362,1.37111499642641,0.49624,1.9400228624329,0.680402105826641,NA,NA,NA,"muddy sand low at transect changing to gravel high. Cobble at edges of transect","no obvious souces"
"258","2017_H_07","Blanquizal Point",55.62082,-133.38664,"8/20/2017",-0.55,12,1,22,19.6349540849362,1.66916203919947,0.530739999999994,1.69001634482777,0.885891060684715,1.44891999999999,5.6655380583688,2.41848226183688,"muddy sand low at transect changing to gravel high. Cobble at edges of transect","no obvious souces"
"259","2017_H_07","Blanquizal Point",55.62082,-133.38664,"8/20/2017",-0.55,13,0.9,24,17.6714586764426,1.56253428228929,0.488599999999998,1.87650694722352,0.763454250326542,NA,NA,NA,"muddy sand low at transect changing to gravel high. Cobble at edges of transect","no obvious souces"
"260","2017_H_07","Blanquizal Point",55.62082,-133.38664,"8/20/2017",-0.55,14,1,26,19.6349540849362,1.46948293717356,0.478879999999997,1.74572136408905,0.703705988953668,NA,NA,NA,"muddy sand low at transect changing to gravel high. Cobble at edges of transect","no obvious souces"
"261","2017_H_07","Blanquizal Point",55.62082,-133.38664,"8/20/2017",-0.55,15,1,28,19.6349540849362,1.42613473292932,0.5047,1.89806271241322,0.719770199709428,NA,NA,NA,"muddy sand low at transect changing to gravel high. Cobble at edges of transect","no obvious souces"
"262","2017_H_07","Blanquizal Point",55.62082,-133.38664,"8/20/2017",-0.55,16,1,30,19.6349540849362,1.48691562372425,0.43627,1.61556350493627,0.648696679162181,NA,NA,NA,"muddy sand low at transect changing to gravel high. Cobble at edges of transect","no obvious souces"
"263","2017_H_07","Blanquizal Point",55.62082,-133.38664,"8/20/2017",-0.55,17,0.8,32,15.707963267949,1.47035103189516,0.391030000000001,1.83646479001566,0.574951364001965,0.610979999999998,2.38945009562023,0.8983550734673,"muddy sand low at transect changing to gravel high. Cobble at edges of transect","no obvious souces"
"264","2017_H_07","Blanquizal Point",55.62082,-133.38664,"8/20/2017",-0.55,18,1,34,19.6349540849362,1.41592691685127,0.533940000000001,2.038231440848,0.756020017983569,NA,NA,NA,"muddy sand low at transect changing to gravel high. Cobble at edges of transect","no obvious souces"
"265","2017_H_07","Blanquizal Point",55.62082,-133.38664,"8/20/2017",-0.55,19,1,36,19.6349540849362,1.40797324406322,0.565619999999999,2.15139324031498,0.796377826307037,NA,NA,NA,"muddy sand low at transect changing to gravel high. Cobble at edges of transect","no obvious souces"
"266","2017_H_07","Blanquizal Point",55.62082,-133.38664,"8/20/2017",-0.55,20,1,38,19.6349540849362,1.52141328524513,0.549969999999995,1.94291887553264,0.836731664486254,NA,NA,NA,"muddy sand low at transect changing to gravel high. Cobble at edges of transect","no obvious souces"
"267","2017_H_07","Blanquizal Point",55.62082,-133.38664,"8/20/2017",-0.55,21,1,40,19.6349540849362,1.53111638916764,0.56033,1.96719320117134,0.857930446342306,NA,NA,NA,"muddy sand low at transect changing to gravel high. Cobble at edges of transect","no obvious souces"
"268","2017_H_07","Blanquizal Point",55.62082,-133.38664,"8/20/2017",-0.55,22,0.9,42,17.6714586764426,1.31864666220587,0.428079999999998,1.95742571631593,0.564486263157086,1.07809,4.13198243862428,1.42161978005752,"muddy sand low at transect changing to gravel high. Cobble at edges of transect","no obvious souces"
"269","2017_H_07","Blanquizal Point",55.62082,-133.38664,"8/20/2017",-0.55,23,1,44,19.6349540849362,1.43375074259011,0.489330000000002,1.84304390567268,0.701577250871622,NA,NA,NA,"muddy sand low at transect changing to gravel high. Cobble at edges of transect","no obvious souces"
"270","2017_H_07","Blanquizal Point",55.62082,-133.38664,"8/20/2017",-0.55,24,0.9,46,17.6714586764426,1.3791176182014,0.479810000000001,2.10209631325927,0.661714424389215,NA,NA,NA,"muddy sand low at transect changing to gravel high. Cobble at edges of transect","no obvious souces"
"271","2017_H_07","Blanquizal Point",55.62082,-133.38664,"8/20/2017",-0.55,25,0.9,48,17.6714586764426,2.39135550571918,0.825979999999994,2.02001971156549,1.97521182061392,NA,NA,NA,"muddy sand low at transect changing to gravel high. Cobble at edges of transect","no obvious souces"
"272","2017_M_03","South Fish Egg Island",55.48442,-133.175,"5/25/2017",-0.64,1,1.5,0,29.4524311274043,0.49136962369583,0.491539999999999,3.77310406395101,0.241527824831448,NA,NA,NA,"semi-consolidated sand/mud transitioning to cobble","one stream about 20m from transect"
"273","2017_M_03","South Fish Egg Island",55.48442,-133.175,"5/25/2017",-0.64,2,1.6,2,31.4159265358979,1.31921686131532,0.6511,1.64733391744405,0.858942098402405,1.45245,11.576332300394,1.91609653021744,"semi-consolidated sand/mud transitioning to cobble","one stream about 20m from transect"
"274","2017_M_03","South Fish Egg Island",55.48442,-133.175,"5/25/2017",-0.64,3,1.6,4,31.4159265358979,1.40701946032026,0.786540000000002,1.84800643961662,1.1066770863203,NA,NA,NA,"semi-consolidated sand/mud transitioning to cobble","one stream about 20m from transect"
"275","2017_M_03","South Fish Egg Island",55.48442,-133.175,"5/25/2017",-0.64,4,1.5,6,29.4524311274043,1.48179889840714,0.786149999999999,1.87169123844225,1.16491620398278,NA,NA,NA,"semi-consolidated sand/mud transitioning to cobble","one stream about 20m from transect"
"276","2017_M_03","South Fish Egg Island",55.48442,-133.175,"5/25/2017",-0.64,5,1.4,8,27.4889357189107,1.20410663906604,-9.01623,-28.6339696416526,-10.8565024023464,NA,NA,NA,"semi-consolidated sand/mud transitioning to cobble","one stream about 20m from transect"
"277","2017_M_03","South Fish Egg Island",55.48442,-133.175,"5/25/2017",-0.64,6,1.6,10,31.4159265358979,1.371997096783,1.01165,2.4366668930757,1.38798086296053,NA,NA,NA,"semi-consolidated sand/mud transitioning to cobble","one stream about 20m from transect"
"278","2017_M_03","South Fish Egg Island",55.48442,-133.175,"5/25/2017",-0.64,7,1.6,12,31.4159265358979,1.28148249754778,1.83771,4.76153955175908,2.35499320056853,0.664609999999996,1.64175701423089,0.851686082695224,"semi-consolidated sand/mud transitioning to cobble","one stream about 20m from transect"
"279","2017_M_03","South Fish Egg Island",55.48442,-133.175,"5/25/2017",-0.64,8,1.6,14,31.4159265358979,1.43684509665568,0.886629999999997,2.04094551555034,1.27394996804782,NA,NA,NA,"semi-consolidated sand/mud transitioning to cobble","one stream about 20m from transect"
"280","2017_M_03","South Fish Egg Island",55.48442,-133.175,"5/25/2017",-0.64,9,1.6,16,31.4159265358979,1.35484369532644,1.17838,2.86796571038603,1.59652071369877,NA,NA,NA,"semi-consolidated sand/mud transitioning to cobble","one stream about 20m from transect"
"281","2017_M_03","South Fish Egg Island",55.48442,-133.175,"5/25/2017",-0.64,10,1.6,18,31.4159265358979,1.4722277869841,0.739130000000003,1.65566518705951,1.08816772419356,NA,NA,NA,"semi-consolidated sand/mud transitioning to cobble","one stream about 20m from transect"
"282","2017_M_03","South Fish Egg Island",55.48442,-133.175,"5/25/2017",-0.64,11,1.6,20,31.4159265358979,1.54285693100965,0.907060000000001,1.94747322938193,1.39946380784161,NA,NA,NA,"semi-consolidated sand/mud transitioning to cobble","one stream about 20m from transect"
"283","2017_M_03","South Fish Egg Island",55.48442,-133.175,"5/25/2017",-0.64,12,1.6,22,31.4159265358979,1.50428955026996,0.939969999999995,2.06434686702304,1.41398704856725,0.767150000000001,1.72328431956159,1.1540157284896,"semi-consolidated sand/mud transitioning to cobble","one stream about 20m from transect"
"284","2017_M_03","South Fish Egg Island",55.48442,-133.175,"5/25/2017",-0.64,13,1.6,24,31.4159265358979,1.49254741687853,0.83314,1.83671462780041,1.24350095489818,NA,NA,NA,"semi-consolidated sand/mud transitioning to cobble","one stream about 20m from transect"
"285","2017_M_03","South Fish Egg Island",55.48442,-133.175,"5/25/2017",-0.64,14,1.6,26,31.4159265358979,1.50477529115628,0.772370000000002,1.69559542979328,1.16224329163038,NA,NA,NA,"semi-consolidated sand/mud transitioning to cobble","one stream about 20m from transect"
"286","2017_M_03","South Fish Egg Island",55.48442,-133.175,"5/25/2017",-0.64,15,1.5,28,29.4524311274043,1.45780834913997,0.744510000000005,1.80483466166897,1.08535289401821,NA,NA,NA,"semi-consolidated sand/mud transitioning to cobble","one stream about 20m from transect"
"287","2017_M_03","South Fish Egg Island",55.48442,-133.175,"5/25/2017",-0.64,16,1.6,30,31.4159265358979,1.39718368483718,0.80594,1.91497450470701,1.12604621895768,NA,NA,NA,"semi-consolidated sand/mud transitioning to cobble","one stream about 20m from transect"
"288","2017_M_04","South Wadleigh Island",55.52904,-133.147,"6/22/2017",-0.5,1,0.9,0,17.6714586764426,0.264752903858293,0.59102,15.9675149065621,0.156474261238328,NA,NA,NA,"soft, sink to mid calf, mud, changed to sand/mud then gravel/cobble as you move up the beach","some seepage in hight intertidal"
"289","2017_M_04","South Wadleigh Island",55.52904,-133.147,"6/22/2017",-0.5,2,1,2,19.6349540849362,0.535298934468282,0.57934,6.26065794507255,0.310120084694855,0.421219999999998,4.86488234519619,0.225478617176729,"soft, sink to mid calf, mud, changed to sand/mud then gravel/cobble as you move up the beach","some seepage in hight intertidal"
