site,date,YYYYMMDD,start_time,end_time,slope,tide_height,tide_time,species_common,species_scientific,sp_code,taxon,fork_length,unmeasured,sex
2017_L_06,8/11/2017,20170811,948,1000,gradual ,-0.33,949,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,Vertebrata,206,,
2017_L_06,8/11/2017,20170811,948,1000,gradual ,-0.33,949,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,Vertebrata,218,,
2017_L_06,8/11/2017,20170811,948,1000,gradual ,-0.33,949,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,Vertebrata,159,,
2017_L_06,8/11/2017,20170811,948,1000,gradual ,-0.33,949,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,Vertebrata,141,,
2017_L_06,8/11/2017,20170811,948,1000,gradual ,-0.33,949,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,Vertebrata,69,,
2017_L_06,8/11/2017,20170811,948,1000,gradual ,-0.33,949,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,Vertebrata,63,,
2017_L_06,8/11/2017,20170811,948,1000,gradual ,-0.33,949,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,Vertebrata,105,,
2017_L_06,8/11/2017,20170811,948,1000,gradual ,-0.33,949,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,Vertebrata,85,,
2017_L_06,8/11/2017,20170811,948,1000,gradual ,-0.33,949,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,Vertebrata,175,,
2017_L_06,8/11/2017,20170811,948,1000,gradual ,-0.33,949,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,Vertebrata,139,,
2017_L_06,8/11/2017,20170811,948,1000,gradual ,-0.33,949,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,Vertebrata,122,,
2017_L_06,8/11/2017,20170811,948,1000,gradual ,-0.33,949,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,Vertebrata,119,,
2017_L_06,8/11/2017,20170811,948,1000,gradual ,-0.33,949,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,Vertebrata,62,,
2017_L_06,8/11/2017,20170811,948,1000,gradual ,-0.33,949,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,Vertebrata,55,,
2017_L_06,8/11/2017,20170811,948,1000,gradual ,-0.33,949,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,Vertebrata,148,,
2017_L_06,8/11/2017,20170811,948,1000,gradual ,-0.33,949,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,Vertebrata,NA,1,
2017_L_06,8/11/2017,20170811,948,1000,gradual ,-0.33,949,Brown rockfish,Sebastes auriculatus,ROCKBRO,Vertebrata,186,,
2017_L_06,8/11/2017,20170811,948,1000,gradual ,-0.33,949,English sole,Parophrys vetulus,SOLEENG,Vertebrata,206,,
2017_L_06,8/11/2017,20170811,948,1000,gradual ,-0.33,949,Quillback rockfish,Sebastes maliger,ROCKQUI,Vertebrata,151,,
2017_L_06,8/11/2017,20170811,948,1000,gradual ,-0.33,949,Walleye pollock,Gadus chalcogrammus,POLLOCK,Vertebrata,59,,
2017_L_06,8/11/2017,20170811,948,1000,gradual ,-0.33,949,Walleye pollock,Gadus chalcogrammus,POLLOCK,Vertebrata,63,,
2017_L_06,8/11/2017,20170811,948,1000,gradual ,-0.33,949,Walleye pollock,Gadus chalcogrammus,POLLOCK,Vertebrata,74,,
2017_L_06,8/11/2017,20170811,948,1000,gradual ,-0.33,949,Walleye pollock,Gadus chalcogrammus,POLLOCK,Vertebrata,82,,
2017_L_06,8/11/2017,20170811,948,1000,gradual ,-0.33,949,Walleye pollock,Gadus chalcogrammus,POLLOCK,Vertebrata,75,,
2017_L_06,8/11/2017,20170811,948,1000,gradual ,-0.33,949,Walleye pollock,Gadus chalcogrammus,POLLOCK,Vertebrata,62,,
2017_L_06,8/11/2017,20170811,948,1000,gradual ,-0.33,949,Cabezon,Scorpaenichthys marmoratus,CABEZON,Vertebrata,135,,
2017_L_06,8/11/2017,20170811,948,1000,gradual ,-0.33,949,Juvenile sculpin,Cottidae,UNSCUL,Vertebrata,NA,1,
2017_L_06,8/11/2017,20170811,948,1000,gradual ,-0.33,949,Great sculpin ,Myoxocephalus polyacanthocephalus,SCULGRT,Vertebrata,57,,
2017_L_06,8/11/2017,20170811,948,1000,gradual ,-0.33,949,Great sculpin ,Myoxocephalus polyacanthocephalus,SCULGRT,Vertebrata,88,,
2017_L_06,8/11/2017,20170811,948,1000,gradual ,-0.33,949,Great sculpin ,Myoxocephalus polyacanthocephalus,SCULGRT,Vertebrata,190,,
2017_L_06,8/11/2017,20170811,948,1000,gradual ,-0.33,949,Great sculpin ,Myoxocephalus polyacanthocephalus,SCULGRT,Vertebrata,88,,
2017_L_06,8/11/2017,20170811,948,1000,gradual ,-0.33,949,Great sculpin ,Myoxocephalus polyacanthocephalus,SCULGRT,Vertebrata,76,,
2017_L_06,8/11/2017,20170811,948,1000,gradual ,-0.33,949,Whitespotted greenling,Hexagrammos stelleri,GREENWHI,Vertebrata,157,,
2017_L_06,8/11/2017,20170811,948,1000,gradual ,-0.33,949,Whitespotted greenling,Hexagrammos stelleri,GREENWHI,Vertebrata,84,,
2017_L_06,8/11/2017,20170811,948,1000,gradual ,-0.33,949,Whitespotted greenling,Hexagrammos stelleri,GREENWHI,Vertebrata,114,,
2017_L_06,8/11/2017,20170811,948,1000,gradual ,-0.33,949,Whitespotted greenling,Hexagrammos stelleri,GREENWHI,Vertebrata,36,,
2017_L_06,8/11/2017,20170811,948,1000,gradual ,-0.33,949,Buffalo sculpin,Enophrys bison,SCULBUF,Vertebrata,104,,
2017_L_06,8/11/2017,20170811,948,1000,gradual ,-0.33,949,Buffalo sculpin,Enophrys bison,SCULBUF,Vertebrata,106,,
2017_L_06,8/11/2017,20170811,948,1000,gradual ,-0.33,949,Slender cockscomb,Anoplarchus insignis,COCKSSL,Vertebrata,85,,
2017_L_06,8/11/2017,20170811,948,1000,gradual ,-0.33,949,Slender cockscomb,Anoplarchus insignis,COCKSSL,Vertebrata,41,,
2017_L_06,8/11/2017,20170811,948,1000,gradual ,-0.33,949,Slender cockscomb,Anoplarchus insignis,COCKSSL,Vertebrata,60,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Northern kelp crab,Pugettia producta ,CRABNKE,Decapoda,NA,12,FFFFFMMMFMFM
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Dungeness crab,Metacarcinus magister,CRABDUN,Decapoda,NA,1,F
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Shore crab,Hemigrapsus,CRABSH,Decapoda,NA,4,FFMM
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Hermit crab,Pagurus spp.,CRABHER,Decapoda,NA,12,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Helmet crab,Temessus cheiragonus,CRABHEL,Decapoda,NA,1,F
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,48,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,44,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,48,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,44,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,42,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,46,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,44,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,45,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,48,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,48,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,150,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,128,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,120,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,43,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,44,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,45,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,44,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,45,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,46,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,115,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,135,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,45,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,44,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,45,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,45,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,93,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,45,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,116,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,89,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,122,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,NA,3393,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,28,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,21,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,25,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,20,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,20,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,29,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,26,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,25,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,23,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,28,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,25,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,20,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,24,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,19,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,69,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,27,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,24,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,24,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,25,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,25,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,25,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,20,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,27,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,23,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,28,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,37,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,21,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,30,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,20,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,21,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,32,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,NA,160,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Crescent gunnel,Pholis laeta,GUNNCRE,Vertebrata,163,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Crescent gunnel,Pholis laeta,GUNNCRE,Vertebrata,118,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Crescent gunnel,Pholis laeta,GUNNCRE,Vertebrata,102,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Crescent gunnel,Pholis laeta,GUNNCRE,Vertebrata,107,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Crescent gunnel,Pholis laeta,GUNNCRE,Vertebrata,165,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Crescent gunnel,Pholis laeta,GUNNCRE,Vertebrata,100,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Crescent gunnel,Pholis laeta,GUNNCRE,Vertebrata,194,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Crescent gunnel,Pholis laeta,GUNNCRE,Vertebrata,116,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Crescent gunnel,Pholis laeta,GUNNCRE,Vertebrata,114,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Crescent gunnel,Pholis laeta,GUNNCRE,Vertebrata,130,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Crescent gunnel,Pholis laeta,GUNNCRE,Vertebrata,166,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Crescent gunnel,Pholis laeta,GUNNCRE,Vertebrata,114,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Crescent gunnel,Pholis laeta,GUNNCRE,Vertebrata,109,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Crescent gunnel,Pholis laeta,GUNNCRE,Vertebrata,99,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Crescent gunnel,Pholis laeta,GUNNCRE,Vertebrata,105,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Crescent gunnel,Pholis laeta,GUNNCRE,Vertebrata,101,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Crescent gunnel,Pholis laeta,GUNNCRE,Vertebrata,99,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Crescent gunnel,Pholis laeta,GUNNCRE,Vertebrata,109,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Crescent gunnel,Pholis laeta,GUNNCRE,Vertebrata,113,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Crescent gunnel,Pholis laeta,GUNNCRE,Vertebrata,122,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Crescent gunnel,Pholis laeta,GUNNCRE,Vertebrata,146,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Crescent gunnel,Pholis laeta,GUNNCRE,Vertebrata,132,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Crescent gunnel,Pholis laeta,GUNNCRE,Vertebrata,95,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Crescent gunnel,Pholis laeta,GUNNCRE,Vertebrata,104,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Crescent gunnel,Pholis laeta,GUNNCRE,Vertebrata,135,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Crescent gunnel,Pholis laeta,GUNNCRE,Vertebrata,118,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Crescent gunnel,Pholis laeta,GUNNCRE,Vertebrata,106,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Crescent gunnel,Pholis laeta,GUNNCRE,Vertebrata,105,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Crescent gunnel,Pholis laeta,GUNNCRE,Vertebrata,106,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Crescent gunnel,Pholis laeta,GUNNCRE,Vertebrata,132,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Crescent gunnel,Pholis laeta,GUNNCRE,Vertebrata,NA,81,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Snake prickleback,Lumpenus sagitta,PRICKSN,Vertebrata,367,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Snake prickleback,Lumpenus sagitta,PRICKSN,Vertebrata,244,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,Vertebrata,222,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,Vertebrata,198,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,Vertebrata,222,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,Vertebrata,196,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,Vertebrata,249,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,Vertebrata,225,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,Vertebrata,209,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,Vertebrata,280,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,Vertebrata,214,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,Vertebrata,204,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,Vertebrata,245,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,Vertebrata,245,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,Vertebrata,185,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,Vertebrata,169,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,Vertebrata,89,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,Vertebrata,173,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,Vertebrata,217,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,Vertebrata,195,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,Vertebrata,200,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,Vertebrata,64,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,Vertebrata,195,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,Vertebrata,192,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,Vertebrata,217,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,Vertebrata,201,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,Vertebrata,180,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,Vertebrata,195,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,Vertebrata,178,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,Vertebrata,182,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,Vertebrata,76,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,Vertebrata,60,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,Vertebrata,179,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,Vertebrata,88,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,Vertebrata,77,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,Vertebrata,66,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,Vertebrata,65,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,Vertebrata,NA,108,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Copper rockfish,Sebastes caurinus,ROCKCOP,Vertebrata,92,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Copper rockfish,Sebastes caurinus,ROCKCOP,Vertebrata,53,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Smoothhead sculpin,Artedius lateralis,SCULSMO,Vertebrata,97,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Smoothhead sculpin,Artedius lateralis,SCULSMO,Vertebrata,97,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Brown rockfish,Sebastes auriculatus,ROCKBRO,Vertebrata,43,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Brown rockfish,Sebastes auriculatus,ROCKBRO,Vertebrata,195,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,Quillback rockfish,Sebastes maliger,ROCKQUI,Vertebrata,236,,
2017_L_07,8/10/2017,20170810,930,942,gradual/steep,-0.8,839,C-O Sole,Pleuronichthys coenosus,SOLECO,Vertebrata,224,,
