site_code,site_name,latitude_N,longitude_E,date_MMDDYYYY,tidalheight_ft_MLLW,layer_number,layer_starting_depth_cm,layer_depths_cm,layer_thickness_cm,layer_volume_cm3,dry_bulk_density,organic_dw_g,organic_dw_percent,organic_density,inorganic_dw_g,inorganic_dw_percent,inorganic_density,sediment_description,freshwater_input
2017_L_03,North Pass,55.22962,-132.925,5/26/2017,-0.88,7,12,"13,14",1.3,25.52544031,1.432535132,0.93181,2.648599083,1.334850561,1.68066,4.911550821,2.407604495,semi-consolidated mud. Lots of clam shells on surface and just below. Turns to sand/mud then cobble high. Two rocky outcrops high,moderate stream off one end of transect
2017_L_03,North Pass,55.22962,-132.925,5/26/2017,-0.88,8,14,"15,16",1.3,25.52544031,1.472769893,0.8156,2.250436374,1.201191125,NA,NA,NA,semi-consolidated mud. Lots of clam shells on surface and just below. Turns to sand/mud then cobble high. Two rocky outcrops high,moderate stream off one end of transect
2017_L_03,North Pass,55.22962,-132.925,5/26/2017,-0.88,9,16,"17,18",1.3,25.52544031,1.369589695,0.93399,2.77145983,1.279183079,NA,NA,NA,semi-consolidated mud. Lots of clam shells on surface and just below. Turns to sand/mud then cobble high. Two rocky outcrops high,moderate stream off one end of transect
2017_L_03,North Pass,55.22962,-132.925,5/26/2017,-0.88,10,18,"19,20",1.4,27.48893572,1.308742556,0.854,2.456386201,1.117666143,NA,NA,NA,semi-consolidated mud. Lots of clam shells on surface and just below. Turns to sand/mud then cobble high. Two rocky outcrops high,moderate stream off one end of transect
2017_L_03,North Pass,55.22962,-132.925,5/26/2017,-0.88,11,20,"21,22",1.2,23.5619449,1.569710826,0.80989,2.269790921,1.271293101,NA,NA,NA,semi-consolidated mud. Lots of clam shells on surface and just below. Turns to sand/mud then cobble high. Two rocky outcrops high,moderate stream off one end of transect
2017_L_03,North Pass,55.22962,-132.925,5/26/2017,-0.88,12,22,"23,24",1.4,27.48893572,1.406349463,0.98278,2.627959891,1.382132126,4.35847,12.0313643,6.129531946,semi-consolidated mud. Lots of clam shells on surface and just below. Turns to sand/mud then cobble high. Two rocky outcrops high,moderate stream off one end of transect
2017_L_03,North Pass,55.22962,-132.925,5/26/2017,-0.88,13,24,"25,26",1.3,25.52544031,1.417432552,0.97065,2.793387731,1.375830907,NA,NA,NA,semi-consolidated mud. Lots of clam shells on surface and just below. Turns to sand/mud then cobble high. Two rocky outcrops high,moderate stream off one end of transect
2017_L_03,North Pass,55.22962,-132.925,5/26/2017,-0.88,14,26,"27,28",1.2,23.5619449,1.594202013,0.77104,2.130100096,1.22919352,NA,NA,NA,semi-consolidated mud. Lots of clam shells on surface and just below. Turns to sand/mud then cobble high. Two rocky outcrops high,moderate stream off one end of transect
2017_L_03,North Pass,55.22962,-132.925,5/26/2017,-0.88,15,28,"29,30",1.4,27.48893572,1.631012945,0.77813,1.792662738,1.269140103,NA,NA,NA,semi-consolidated mud. Lots of clam shells on surface and just below. Turns to sand/mud then cobble high. Two rocky outcrops high,moderate stream off one end of transect
2017_L_03,North Pass,55.22962,-132.925,5/26/2017,-0.88,16,30,"31,32",1.2,23.5619449,1.551467001,0.56439,1.586850389,0.875632461,NA,NA,NA,semi-consolidated mud. Lots of clam shells on surface and just below. Turns to sand/mud then cobble high. Two rocky outcrops high,moderate stream off one end of transect
2017_L_03,North Pass,55.22962,-132.925,5/26/2017,-0.88,17,32,"33,34",1.4,27.48893572,1.722214002,11.19866,24.24521776,19.28648906,1.54545,4.418003855,2.66159563,semi-consolidated mud. Lots of clam shells on surface and just below. Turns to sand/mud then cobble high. Two rocky outcrops high,moderate stream off one end of transect
2017_L_04,Natzuhini Bay,55.25051,-132.883,6/28/2017,-0.4,1,0,"1,2",1.9,37.30641276,0.569023351,0.69471,3.505143612,0.395306212,NA,NA,NA,"mussy sand, semi-consolidated shells on top. Lost of shells around -0.3m. Upper shore gradually increases grain size ot gravel and then cobble",small stream plus few tiny streamlets
2017_L_04,Natzuhini Bay,55.25051,-132.883,6/28/2017,-0.4,2,2,"3,4",1.9,37.30641276,1.687536146,1.69693,2.759405824,2.863630712,2.10063,3.514494699,3.544889054,"mussy sand, semi-consolidated shells on top. Lost of shells around -0.3m. Upper shore gradually increases grain size ot gravel and then cobble",small stream plus few tiny streamlets
2017_L_04,Natzuhini Bay,55.25051,-132.883,6/28/2017,-0.4,3,4,"5,6",1.6,31.41592654,1.497791891,1.90197,4.168798223,2.848755242,NA,NA,NA,"mussy sand, semi-consolidated shells on top. Lost of shells around -0.3m. Upper shore gradually increases grain size ot gravel and then cobble",small stream plus few tiny streamlets
2017_L_04,Natzuhini Bay,55.25051,-132.883,6/28/2017,-0.4,4,6,"7,8",1.6,31.41592654,1.366744029,0.8675,2.091589183,1.185650445,NA,NA,NA,"mussy sand, semi-consolidated shells on top. Lost of shells around -0.3m. Upper shore gradually increases grain size ot gravel and then cobble",small stream plus few tiny streamlets
2017_L_04,Natzuhini Bay,55.25051,-132.883,6/28/2017,-0.4,5,8,"9,10",1.6,31.41592654,1.223922203,1.38263,3.75555165,1.692231555,NA,NA,NA,"mussy sand, semi-consolidated shells on top. Lost of shells around -0.3m. Upper shore gradually increases grain size ot gravel and then cobble",small stream plus few tiny streamlets
2017_L_04,Natzuhini Bay,55.25051,-132.883,6/28/2017,-0.4,6,10,"11,12",1.8,35.34291735,1.702128305,0.94185,1.608668517,1.603149544,NA,NA,NA,"mussy sand, semi-consolidated shells on top. Lost of shells around -0.3m. Upper shore gradually increases grain size ot gravel and then cobble",small stream plus few tiny streamlets
2017_L_04,Natzuhini Bay,55.25051,-132.883,6/28/2017,-0.4,7,12,"13,14",1.7,33.37942194,1.42764096,0.92103,1.991336993,1.314900154,2.5607,5.651549227,3.655760207,"mussy sand, semi-consolidated shells on top. Lost of shells around -0.3m. Upper shore gradually increases grain size ot gravel and then cobble",small stream plus few tiny streamlets
2017_L_04,Natzuhini Bay,55.25051,-132.883,6/28/2017,-0.4,8,14,"15,16",1.8,35.34291735,1.265647359,1.29735,3.008031155,1.641987601,NA,NA,NA,"mussy sand, semi-consolidated shells on top. Lost of shells around -0.3m. Upper shore gradually increases grain size ot gravel and then cobble",small stream plus few tiny streamlets
2017_L_04,Natzuhini Bay,55.25051,-132.883,6/28/2017,-0.4,9,16,"17,18",1.9,37.30641276,1.249620817,1.36263,3.020786571,1.702770814,NA,NA,NA,"mussy sand, semi-consolidated shells on top. Lost of shells around -0.3m. Upper shore gradually increases grain size ot gravel and then cobble",small stream plus few tiny streamlets
2017_L_04,Natzuhini Bay,55.25051,-132.883,6/28/2017,-0.4,10,18,"19,20",1.8,35.34291735,1.303628943,1.21929,2.726197061,1.589501734,NA,NA,NA,"mussy sand, semi-consolidated shells on top. Lost of shells around -0.3m. Upper shore gradually increases grain size ot gravel and then cobble",small stream plus few tiny streamlets
2017_L_04,Natzuhini Bay,55.25051,-132.883,6/28/2017,-0.4,11,20,"21,22",1.6,31.41592654,1.032788257,1.16184,3.727403913,1.199934708,NA,NA,NA,"mussy sand, semi-consolidated shells on top. Lost of shells around -0.3m. Upper shore gradually increases grain size ot gravel and then cobble",small stream plus few tiny streamlets
2017_L_04,Natzuhini Bay,55.25051,-132.883,6/28/2017,-0.4,12,22,"23,24",1.7,33.37942194,1.26355873,0.95415,2.330748661,1.205624562,2.07378,5.190691807,2.620342823,"mussy sand, semi-consolidated shells on top. Lost of shells around -0.3m. Upper shore gradually increases grain size ot gravel and then cobble",small stream plus few tiny streamlets
2017_L_04,Natzuhini Bay,55.25051,-132.883,6/28/2017,-0.4,13,24,"25,26",1.6,31.41592654,1.185903906,1.20641,3.371327522,1.430686332,NA,NA,NA,"mussy sand, semi-consolidated shells on top. Lost of shells around -0.3m. Upper shore gradually increases grain size ot gravel and then cobble",small stream plus few tiny streamlets
2017_L_04,Natzuhini Bay,55.25051,-132.883,6/28/2017,-0.4,14,26,"27,28",1.7,33.37942194,1.147017467,1.14309,3.070182389,1.311144196,NA,NA,NA,"mussy sand, semi-consolidated shells on top. Lost of shells around -0.3m. Upper shore gradually increases grain size ot gravel and then cobble",small stream plus few tiny streamlets
2017_L_04,Natzuhini Bay,55.25051,-132.883,6/28/2017,-0.4,15,28,"29,30",1.8,35.34291735,1.272136919,1.1335,2.60632651,1.441967198,NA,NA,NA,"mussy sand, semi-consolidated shells on top. Lost of shells around -0.3m. Upper shore gradually increases grain size ot gravel and then cobble",small stream plus few tiny streamlets
2017_L_04,Natzuhini Bay,55.25051,-132.883,6/28/2017,-0.4,16,30,"31,32",1.7,33.37942194,0.982573636,0.74913,2.384221421,0.736075388,NA,NA,NA,"mussy sand, semi-consolidated shells on top. Lost of shells around -0.3m. Upper shore gradually increases grain size ot gravel and then cobble",small stream plus few tiny streamlets
2017_L_04,Natzuhini Bay,55.25051,-132.883,6/28/2017,-0.4,17,32,"33,34",1.8,35.34291735,0.544751295,1.54558,8.348624398,0.841956707,2.1346,12.64593687,1.162826114,"mussy sand, semi-consolidated shells on top. Lost of shells around -0.3m. Upper shore gradually increases grain size ot gravel and then cobble",small stream plus few tiny streamlets
2017_L_04,Natzuhini Bay,55.25051,-132.883,6/28/2017,-0.4,18,34,"35,36",1.9,37.30641276,0.816572212,1.07577,3.658252926,0.878443889,NA,NA,NA,"mussy sand, semi-consolidated shells on top. Lost of shells around -0.3m. Upper shore gradually increases grain size ot gravel and then cobble",small stream plus few tiny streamlets
2017_L_04,Natzuhini Bay,55.25051,-132.883,6/28/2017,-0.4,19,36,"37,38",1.6,31.41592654,0.698143344,0.94765,4.476290751,0.66159554,NA,NA,NA,"mussy sand, semi-consolidated shells on top. Lost of shells around -0.3m. Upper shore gradually increases grain size ot gravel and then cobble",small stream plus few tiny streamlets
2017_L_04,Natzuhini Bay,55.25051,-132.883,6/28/2017,-0.4,20,38,"39,40",1.7,33.37942194,0.52824312,1.09893,6.53969293,0.580502212,NA,NA,NA,"mussy sand, semi-consolidated shells on top. Lost of shells around -0.3m. Upper shore gradually increases grain size ot gravel and then cobble",small stream plus few tiny streamlets
2017_L_04,Natzuhini Bay,55.25051,-132.883,6/28/2017,-0.4,21,40,"41,42",1.9,37.30641276,0.416037052,1.12687,7.559258477,0.468819673,NA,NA,NA,"mussy sand, semi-consolidated shells on top. Lost of shells around -0.3m. Upper shore gradually increases grain size ot gravel and then cobble",small stream plus few tiny streamlets
2017_L_04,Natzuhini Bay,55.25051,-132.883,6/28/2017,-0.4,22,42,"43,44",1.8,35.34291735,0.388233373,1.02384,7.818377586,0.397488856,1.8923,15.69538528,0.734654011,"mussy sand, semi-consolidated shells on top. Lost of shells around -0.3m. Upper shore gradually increases grain size ot gravel and then cobble",small stream plus few tiny streamlets
2017_L_04,Natzuhini Bay,55.25051,-132.883,6/28/2017,-0.4,23,44,"45,46",1.8,35.34291735,0.36322525,1.06494,8.801746233,0.386813098,NA,NA,NA,"mussy sand, semi-consolidated shells on top. Lost of shells around -0.3m. Upper shore gradually increases grain size ot gravel and then cobble",small stream plus few tiny streamlets
2017_L_04,Natzuhini Bay,55.25051,-132.883,6/28/2017,-0.4,24,46,"47,48",1.8,35.34291735,0.339340408,1.16295,10.17172855,0.394635928,NA,NA,NA,"mussy sand, semi-consolidated shells on top. Lost of shells around -0.3m. Upper shore gradually increases grain size ot gravel and then cobble",small stream plus few tiny streamlets
2017_L_04,Natzuhini Bay,55.25051,-132.883,6/28/2017,-0.4,25,48,"49,50",1.8,35.34291735,0.331176679,1.18139,10.64864056,0.391248817,NA,NA,NA,"mussy sand, semi-consolidated shells on top. Lost of shells around -0.3m. Upper shore gradually increases grain size ot gravel and then cobble",small stream plus few tiny streamlets
2017_L_04,Natzuhini Bay,55.25051,-132.883,6/28/2017,-0.4,26,50,"51,52",1.7,33.37942194,0.31859659,1.18711,11.69313055,0.378209198,NA,NA,NA,"mussy sand, semi-consolidated shells on top. Lost of shells around -0.3m. Upper shore gradually increases grain size ot gravel and then cobble",small stream plus few tiny streamlets
2017_L_04,Natzuhini Bay,55.25051,-132.883,6/28/2017,-0.4,27,52,"53,54",1.8,35.34291735,0.375396854,1.20555,9.608073795,0.452559678,1.48549,13.12591509,0.557648273,"mussy sand, semi-consolidated shells on top. Lost of shells around -0.3m. Upper shore gradually increases grain size ot gravel and then cobble",small stream plus few tiny streamlets
2017_L_04,Natzuhini Bay,55.25051,-132.883,6/28/2017,-0.4,28,54,"55,56",1.9,37.30641276,0.365224877,1.22593,9.520987754,0.447740133,NA,NA,NA,"mussy sand, semi-consolidated shells on top. Lost of shells around -0.3m. Upper shore gradually increases grain size ot gravel and then cobble",small stream plus few tiny streamlets
2017_L_04,Natzuhini Bay,55.25051,-132.883,6/28/2017,-0.4,29,56,"57,58",1.9,37.30641276,0.515223485,1.20388,6.524235561,0.620267249,NA,NA,NA,"mussy sand, semi-consolidated shells on top. Lost of shells around -0.3m. Upper shore gradually increases grain size ot gravel and then cobble",small stream plus few tiny streamlets
2017_L_05,Dunbar Inlet,55.0848,-132.826,6/27/2017,-0.7,1,0,"1,2",1.1,21.59844949,0.951453483,2.21245,10.76622196,2.105043259,NA,NA,NA,"semi-consolidated sand/mud mix, some small cobbles and shells on top",small groundwater seep
2017_L_05,Dunbar Inlet,55.0848,-132.826,6/27/2017,-0.7,2,2,"3,4",0.8,15.70796327,1.649494563,2.10449,8.122245293,3.471344812,2.11324,10.58902464,3.485777889,"semi-consolidated sand/mud mix, some small cobbles and shells on top",small groundwater seep
2017_L_05,Dunbar Inlet,55.0848,-132.826,6/27/2017,-0.7,3,4,"5,6",0.9,17.67145868,1.70071416,3.12213,10.38836631,5.309850701,NA,NA,NA,"semi-consolidated sand/mud mix, some small cobbles and shells on top",small groundwater seep
2017_L_05,Dunbar Inlet,55.0848,-132.826,6/27/2017,-0.7,4,6,"7,8",0.9,17.67145868,1.685730677,2.58884,8.690497131,4.364087006,NA,NA,NA,"semi-consolidated sand/mud mix, some small cobbles and shells on top",small groundwater seep
2017_L_05,Dunbar Inlet,55.0848,-132.826,6/27/2017,-0.7,5,8,"9,10",0.8,15.70796327,1.579915205,2.1776,8.774541901,3.440423349,NA,NA,NA,"semi-consolidated sand/mud mix, some small cobbles and shells on top",small groundwater seep
2017_L_05,Dunbar Inlet,55.0848,-132.826,6/27/2017,-0.7,6,10,"11,12",1,19.63495408,1.530568387,1.96627,6.542752983,3.009510702,NA,NA,NA,"semi-consolidated sand/mud mix, some small cobbles and shells on top",small groundwater seep
2017_L_05,Dunbar Inlet,55.0848,-132.826,6/27/2017,-0.7,7,12,"13,14",0.6,11.78097245,1.645636647,3.19064,16.45745647,5.250634111,2.29233,7.707671156,3.772342255,"semi-consolidated sand/mud mix, some small cobbles and shells on top",small groundwater seep
2017_L_05,Dunbar Inlet,55.0848,-132.826,6/27/2017,-0.7,8,14,"15,16",1,19.63495408,1.436333891,2.03748,7.224504341,2.926501576,NA,NA,NA,"semi-consolidated sand/mud mix, some small cobbles and shells on top",small groundwater seep
2017_L_05,Dunbar Inlet,55.0848,-132.826,6/27/2017,-0.7,9,16,"17,18",0.8,15.70796327,1.432648499,1.80718,8.030487038,2.589053715,NA,NA,NA,"semi-consolidated sand/mud mix, some small cobbles and shells on top",small groundwater seep
2017_L_05,Dunbar Inlet,55.0848,-132.826,6/27/2017,-0.7,10,18,"19,20",0.9,17.67145868,1.853167902,2.6995,8.243206187,5.002626751,NA,NA,NA,"semi-consolidated sand/mud mix, some small cobbles and shells on top",small groundwater seep
2017_L_05,Dunbar Inlet,55.0848,-132.826,6/27/2017,-0.7,11,20,"21,22",0.9,17.67145868,1.6069528,1.74929,6.160079163,2.811026463,NA,NA,NA,"semi-consolidated sand/mud mix, some small cobbles and shells on top",small groundwater seep
2017_L_05,Dunbar Inlet,55.0848,-132.826,6/27/2017,-0.7,12,22,"23,24",1,19.63495408,1.635238863,2.29972,7.162487417,3.760591519,2.27847,8.059569082,3.725842693,"semi-consolidated sand/mud mix, some small cobbles and shells on top",small groundwater seep
2017_L_05,Dunbar Inlet,55.0848,-132.826,6/27/2017,-0.7,13,24,"25,26",0.8,15.70796327,1.935129939,2.07609,6.829928661,4.017503915,NA,NA,NA,"semi-consolidated sand/mud mix, some small cobbles and shells on top",small groundwater seep
2017_L_05,Dunbar Inlet,55.0848,-132.826,6/27/2017,-0.7,14,26,"27,28",0.9,17.67145868,2.195323584,1.67484,4.317202124,3.676815752,NA,NA,NA,"semi-consolidated sand/mud mix, some small cobbles and shells on top",small groundwater seep
2017_L_05,Dunbar Inlet,55.0848,-132.826,6/27/2017,-0.7,15,28,"29,30",0.9,17.67145868,1.618049224,1.88604,6.596092999,3.051705559,NA,NA,NA,"semi-consolidated sand/mud mix, some small cobbles and shells on top",small groundwater seep
2017_L_05,Dunbar Inlet,55.0848,-132.826,6/27/2017,-0.7,16,30,"31,32",0.8,15.70796327,2.139957894,1.77677,5.28574378,3.802212988,NA,NA,NA,"semi-consolidated sand/mud mix, some small cobbles and shells on top",small groundwater seep
2017_L_05,Dunbar Inlet,55.0848,-132.826,6/27/2017,-0.7,17,32,"33,34",0.9,17.67145868,2.094762559,1.88321,5.087349203,3.944877799,2.44327,7.320049446,5.118070518,"semi-consolidated sand/mud mix, some small cobbles and shells on top",small groundwater seep
2017_L_05,Dunbar Inlet,55.0848,-132.826,6/27/2017,-0.7,18,34,"35,36",0.8,15.70796327,1.948425743,1.80431,5.895320495,3.515564052,NA,NA,NA,"semi-consolidated sand/mud mix, some small cobbles and shells on top",small groundwater seep
2017_L_05,Dunbar Inlet,55.0848,-132.826,6/27/2017,-0.7,19,36,"37,38",0.9,17.67145868,1.830000601,1.99891,6.181154638,3.658006502,NA,NA,NA,"semi-consolidated sand/mud mix, some small cobbles and shells on top",small groundwater seep
2017_L_05,Dunbar Inlet,55.0848,-132.826,6/27/2017,-0.7,20,38,"39,40",0.8,15.70796327,1.708029204,1.99396,7.431924221,3.405741912,NA,NA,NA,"semi-consolidated sand/mud mix, some small cobbles and shells on top",small groundwater seep
2017_L_05,Dunbar Inlet,55.0848,-132.826,6/27/2017,-0.7,21,40,"41,42",0.9,17.67145868,1.91253595,2.0329,6.014977528,3.887994332,NA,NA,NA,"semi-consolidated sand/mud mix, some small cobbles and shells on top",small groundwater seep
2017_L_05,Dunbar Inlet,55.0848,-132.826,6/27/2017,-0.7,22,42,"43,44",0.8,15.70796327,1.818552126,1.96602,6.882437885,3.575309851,2.66293,7.97514612,4.842677014,"semi-consolidated sand/mud mix, some small cobbles and shells on top",small groundwater seep
2017_L_05,Dunbar Inlet,55.0848,-132.826,6/27/2017,-0.7,23,44,"45,46",0.9,17.67145868,1.919129067,2.1465,6.329280019,4.119410542,NA,NA,NA,"semi-consolidated sand/mud mix, some small cobbles and shells on top",small groundwater seep
2017_L_05,Dunbar Inlet,55.0848,-132.826,6/27/2017,-0.7,24,46,"47,48",0.8,15.70796327,1.756324453,1.87243,6.787048703,3.288594596,NA,NA,NA,"semi-consolidated sand/mud mix, some small cobbles and shells on top",small groundwater seep
2017_L_05,Dunbar Inlet,55.0848,-132.826,6/27/2017,-0.7,25,48,"49,50",0.9,17.67145868,1.818715172,2.03994,6.347172547,3.710069827,NA,NA,NA,"semi-consolidated sand/mud mix, some small cobbles and shells on top",small groundwater seep
2017_L_05,Dunbar Inlet,55.0848,-132.826,6/27/2017,-0.7,26,50,"51,52",0.8,15.70796327,1.998082085,2.67464,8.521815598,5.344150268,NA,NA,NA,"semi-consolidated sand/mud mix, some small cobbles and shells on top",small groundwater seep
2017_L_05,Dunbar Inlet,55.0848,-132.826,6/27/2017,-0.7,27,52,"53,54",0.9,17.67145868,2.083047058,1.8707,5.081976654,3.896756131,3.50985,11.43522434,7.311182715,"semi-consolidated sand/mud mix, some small cobbles and shells on top",small groundwater seep
2017_L_05,Dunbar Inlet,55.0848,-132.826,6/27/2017,-0.7,28,54,"55,56",1,19.63495408,1.991060933,1.93314,4.944801543,3.848999532,NA,NA,NA,"semi-consolidated sand/mud mix, some small cobbles and shells on top",small groundwater seep
2017_L_05,Dunbar Inlet,55.0848,-132.826,6/27/2017,-0.7,29,56,"57,58",0.8,15.70796327,2.045694878,1.74781,5.439180673,3.575485965,NA,NA,NA,"semi-consolidated sand/mud mix, some small cobbles and shells on top",small groundwater seep
2017_L_05,Dunbar Inlet,55.0848,-132.826,6/27/2017,-0.7,30,58,"59,60",0.9,17.67145868,2.026531632,2.30066,6.424312454,4.662360266,NA,NA,NA,"semi-consolidated sand/mud mix, some small cobbles and shells on top",small groundwater seep
2017_L_05,Dunbar Inlet,55.0848,-132.826,6/27/2017,-0.7,31,60,"61,62",0.9,17.67145868,1.934484336,2.07619,6.073366338,4.016357033,4.27887,12.13868995,8.27740699,"semi-consolidated sand/mud mix, some small cobbles and shells on top",small groundwater seep
2017_L_06,Farallon Bay,55.19112,-133.105314,7/23/2017,-0.81,1,0,"1,2",1.1,21.59844949,0.735093045,5.87959,37.03242516,4.322045715,NA,NA,NA,semi-consolidated muddy sand with some gravel in some sections. Changes to sand only with gravel and cobble higher. Scatter rocky outccrops.,2 small streams
2017_L_06,Farallon Bay,55.19112,-133.105314,7/23/2017,-0.81,2,2,"3,4",1.1,21.59844949,1.252176922,17.26251,63.82865201,21.61571663,0.46425,4.635403198,0.581323136,semi-consolidated muddy sand with some gravel in some sections. Changes to sand only with gravel and cobble higher. Scatter rocky outccrops.,2 small streams
2017_L_06,Farallon Bay,55.19112,-133.105314,7/23/2017,-0.81,3,4,"5,6",1.3,25.52544031,1.275158415,22.03226,67.68955586,28.09462173,NA,NA,NA,semi-consolidated muddy sand with some gravel in some sections. Changes to sand only with gravel and cobble higher. Scatter rocky outccrops.,2 small streams
2017_L_06,Farallon Bay,55.19112,-133.105314,7/23/2017,-0.81,4,6,"7,8",1.1,21.59844949,1.195278856,15.32107,59.34679699,18.31295102,NA,NA,NA,semi-consolidated muddy sand with some gravel in some sections. Changes to sand only with gravel and cobble higher. Scatter rocky outccrops.,2 small streams
2017_L_06,Farallon Bay,55.19112,-133.105314,7/23/2017,-0.81,5,8,"9,10",1.4,27.48893572,1.129384939,20.95351,67.49270991,23.66457862,NA,NA,NA,semi-consolidated muddy sand with some gravel in some sections. Changes to sand only with gravel and cobble higher. Scatter rocky outccrops.,2 small streams
2017_L_06,Farallon Bay,55.19112,-133.105314,7/23/2017,-0.81,6,10,"11,12",1.1,21.59844949,1.184631795,15.43083,60.30916654,18.27985185,NA,NA,NA,semi-consolidated muddy sand with some gravel in some sections. Changes to sand only with gravel and cobble higher. Scatter rocky outccrops.,2 small streams
2017_L_06,Farallon Bay,55.19112,-133.105314,7/23/2017,-0.81,7,12,"13,14",1.1,21.59844949,1.297662594,18.21146,64.97711177,23.63233043,0.5758,5.684072947,0.747194122,semi-consolidated muddy sand with some gravel in some sections. Changes to sand only with gravel and cobble higher. Scatter rocky outccrops.,2 small streams
2017_L_06,Farallon Bay,55.19112,-133.105314,7/23/2017,-0.81,8,14,"15,16",1.2,23.5619449,0.960284055,12.25794,54.17596269,11.77110433,NA,NA,NA,semi-consolidated muddy sand with some gravel in some sections. Changes to sand only with gravel and cobble higher. Scatter rocky outccrops.,2 small streams
2017_L_06,Farallon Bay,55.19112,-133.105314,7/23/2017,-0.81,9,16,"17,18",1.1,21.59844949,1.178077158,15.92793,62.59837042,18.76433051,NA,NA,NA,semi-consolidated muddy sand with some gravel in some sections. Changes to sand only with gravel and cobble higher. Scatter rocky outccrops.,2 small streams
2017_L_06,Farallon Bay,55.19112,-133.105314,7/23/2017,-0.81,10,18,"19,20",1,19.63495408,1.222534562,13.99175,58.28824787,17.10539796,NA,NA,NA,semi-consolidated muddy sand with some gravel in some sections. Changes to sand only with gravel and cobble higher. Scatter rocky outccrops.,2 small streams
2017_L_06,Farallon Bay,55.19112,-133.105314,7/23/2017,-0.81,11,20,"21,22",1.1,21.59844949,1.072979799,13.49285,58.22232866,14.47755548,NA,NA,NA,semi-consolidated muddy sand with some gravel in some sections. Changes to sand only with gravel and cobble higher. Scatter rocky outccrops.,2 small streams
2017_L_06,Farallon Bay,55.19112,-133.105314,7/23/2017,-0.81,12,22,"23,24",1.1,21.59844949,1.052519997,12.93843,56.91525021,13.61795631,0.90462,8.74545263,0.95213064,semi-consolidated muddy sand with some gravel in some sections. Changes to sand only with gravel and cobble higher. Scatter rocky outccrops.,2 small streams
2017_L_06,Farallon Bay,55.19112,-133.105314,7/23/2017,-0.81,13,24,"25,26",1.1,21.59844949,1.111708968,14.27421,59.4481573,15.86876727,NA,NA,NA,semi-consolidated muddy sand with some gravel in some sections. Changes to sand only with gravel and cobble higher. Scatter rocky outccrops.,2 small streams
2017_L_06,Farallon Bay,55.19112,-133.105314,7/23/2017,-0.81,14,26,"27,28",1.1,21.59844949,1.286400212,17.98488,64.7304858,23.13575344,NA,NA,NA,semi-consolidated muddy sand with some gravel in some sections. Changes to sand only with gravel and cobble higher. Scatter rocky outccrops.,2 small streams
2017_L_06,Farallon Bay,55.19112,-133.105314,7/23/2017,-0.81,15,28,"29,30",1,19.63495408,1.327498393,16.21441,62.20671335,21.52460322,NA,NA,NA,semi-consolidated muddy sand with some gravel in some sections. Changes to sand only with gravel and cobble higher. Scatter rocky outccrops.,2 small streams
2017_L_06,Farallon Bay,55.19112,-133.105314,7/23/2017,-0.81,16,30,"31,32",1.3,25.52544031,1.287275346,22.96065,69.87784202,29.55667867,NA,NA,NA,semi-consolidated muddy sand with some gravel in some sections. Changes to sand only with gravel and cobble higher. Scatter rocky outccrops.,2 small streams
2017_L_06,Farallon Bay,55.19112,-133.105314,7/23/2017,-0.81,17,32,"33,34",1,19.63495408,1.396833417,17.12265,62.43045114,23.9174897,0.51894,4.932186475,0.724872733,semi-consolidated muddy sand with some gravel in some sections. Changes to sand only with gravel and cobble higher. Scatter rocky outccrops.,2 small streams
2017_L_06,Farallon Bay,55.19112,-133.105314,7/23/2017,-0.81,18,34,"35,36",1.1,21.59844949,1.436517006,20.35502,65.60518833,29.24033239,NA,NA,NA,semi-consolidated muddy sand with some gravel in some sections. Changes to sand only with gravel and cobble higher. Scatter rocky outccrops.,2 small streams
2017_L_06,Farallon Bay,55.19112,-133.105314,7/23/2017,-0.81,19,36,"37,38",1.1,21.59844949,1.400657487,20.34492,67.25142081,28.49626453,NA,NA,NA,semi-consolidated muddy sand with some gravel in some sections. Changes to sand only with gravel and cobble higher. Scatter rocky outccrops.,2 small streams
2017_L_06,Farallon Bay,55.19112,-133.105314,7/23/2017,-0.81,20,38,"39,40",1.1,21.59844949,1.150589074,15.09129,60.7272401,17.36387338,NA,NA,NA,semi-consolidated muddy sand with some gravel in some sections. Changes to sand only with gravel and cobble higher. Scatter rocky outccrops.,2 small streams
2017_L_06,Farallon Bay,55.19112,-133.105314,7/23/2017,-0.81,21,40,"41,42",1,19.63495408,1.677572041,23.24893,70.58166523,39.00175495,NA,NA,NA,semi-consolidated muddy sand with some gravel in some sections. Changes to sand only with gravel and cobble higher. Scatter rocky outccrops.,2 small streams
2017_L_06,Farallon Bay,55.19112,-133.105314,7/23/2017,-0.81,22,42,"43,44",1.2,23.5619449,1.468115223,24.8386,71.80518998,36.46592678,0.48443,4.839228489,0.711199058,semi-consolidated muddy sand with some gravel in some sections. Changes to sand only with gravel and cobble higher. Scatter rocky outccrops.,2 small streams
2017_L_06,Farallon Bay,55.19112,-133.105314,7/23/2017,-0.81,23,44,"45,46",1.2,23.5619449,1.632470077,28.6797,74.56211846,46.81875206,NA,NA,NA,semi-consolidated muddy sand with some gravel in some sections. Changes to sand only with gravel and cobble higher. Scatter rocky outccrops.,2 small streams
