site,date,YYYYMMDD,start_time,end_time,slope,tide_height,tide_time,species_common,species_scientific,sp_code,fork_length,unmeasured,Sex,Notes:
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Shiner perch,Cymatogaster aggregata,PERCHSH,113,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Shiner perch,Cymatogaster aggregata,PERCHSH,50,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Shiner perch,Cymatogaster aggregata,PERCHSH,135,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Shiner perch,Cymatogaster aggregata,PERCHSH,111,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Shiner perch,Cymatogaster aggregata,PERCHSH,115,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Shiner perch,Cymatogaster aggregata,PERCHSH,130,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Shiner perch,Cymatogaster aggregata,PERCHSH,115,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Shiner perch,Cymatogaster aggregata,PERCHSH,113,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Shiner perch,Cymatogaster aggregata,PERCHSH,110,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Shiner perch,Cymatogaster aggregata,PERCHSH,121,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Shiner perch,Cymatogaster aggregata,PERCHSH,123,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Shiner perch,Cymatogaster aggregata,PERCHSH,121,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Shiner perch,Cymatogaster aggregata,PERCHSH,119,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Shiner perch,Cymatogaster aggregata,PERCHSH,116,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Shiner perch,Cymatogaster aggregata,PERCHSH,123,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Shiner perch,Cymatogaster aggregata,PERCHSH,119,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Shiner perch,Cymatogaster aggregata,PERCHSH,122,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Shiner perch,Cymatogaster aggregata,PERCHSH,120,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Shiner perch,Cymatogaster aggregata,PERCHSH,110,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Shiner perch,Cymatogaster aggregata,PERCHSH,85,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Shiner perch,Cymatogaster aggregata,PERCHSH,114,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Shiner perch,Cymatogaster aggregata,PERCHSH,88,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Shiner perch,Cymatogaster aggregata,PERCHSH,110,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Shiner perch,Cymatogaster aggregata,PERCHSH,125,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Shiner perch,Cymatogaster aggregata,PERCHSH,90,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Shiner perch,Cymatogaster aggregata,PERCHSH,,32,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Shore crab,Hemigrapsus,CRABSH,,,M,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Silverspotted sculpin,Blepsias cirrhosus,SCULSILV,57,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Silverspotted sculpin,Blepsias cirrhosus,SCULSILV,60,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Silverspotted sculpin,Blepsias cirrhosus,SCULSILV,74,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Silverspotted sculpin,Blepsias cirrhosus,SCULSILV,70,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Silverspotted sculpin,Blepsias cirrhosus,SCULSILV,76,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Snake prickleback,Lumpenus sagitta,PRICKSN,83,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Snake prickleback,Lumpenus sagitta,PRICKSN,269,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Snake prickleback,Lumpenus sagitta,PRICKSN,72,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Snake prickleback,Lumpenus sagitta,PRICKSN,85,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Snake prickleback,Lumpenus sagitta,PRICKSN,90,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Snake prickleback,Lumpenus sagitta,PRICKSN,51,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Snake prickleback,Lumpenus sagitta,PRICKSN,76,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Snake prickleback,Lumpenus sagitta,PRICKSN,124,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Snake prickleback,Lumpenus sagitta,PRICKSN,70,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Snake prickleback,Lumpenus sagitta,PRICKSN,87,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Snake prickleback,Lumpenus sagitta,PRICKSN,80,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Snake prickleback,Lumpenus sagitta,PRICKSN,85,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Snake prickleback,Lumpenus sagitta,PRICKSN,149,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Snake prickleback,Lumpenus sagitta,PRICKSN,163,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Snake prickleback,Lumpenus sagitta,PRICKSN,139,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Snake prickleback,Lumpenus sagitta,PRICKSN,75,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Snake prickleback,Lumpenus sagitta,PRICKSN,84,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Snake prickleback,Lumpenus sagitta,PRICKSN,184,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Snake prickleback,Lumpenus sagitta,PRICKSN,152,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Snake prickleback,Lumpenus sagitta,PRICKSN,132,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Snake prickleback,Lumpenus sagitta,PRICKSN,79,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Snake prickleback,Lumpenus sagitta,PRICKSN,140,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Snake prickleback,Lumpenus sagitta,PRICKSN,145,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Snake prickleback,Lumpenus sagitta,PRICKSN,73,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Snake prickleback,Lumpenus sagitta,PRICKSN,72,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Snake prickleback,Lumpenus sagitta,PRICKSN,80,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Snake prickleback,Lumpenus sagitta,PRICKSN,80,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Snake prickleback,Lumpenus sagitta,PRICKSN,75,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Snake prickleback,Lumpenus sagitta,PRICKSN,90,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Snake prickleback,Lumpenus sagitta,PRICKSN,84,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Snake prickleback,Lumpenus sagitta,PRICKSN,,17,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Starry flounder,Platichthys stellatus,FLOUNST,235,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Starry flounder,Platichthys stellatus,FLOUNST,210,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Starry flounder,Platichthys stellatus,FLOUNST,198,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Starry flounder,Platichthys stellatus,FLOUNST,122,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Starry flounder,Platichthys stellatus,FLOUNST,128,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Starry flounder,Platichthys stellatus,FLOUNST,103,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Starry flounder,Platichthys stellatus,FLOUNST,115,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Starry flounder,Platichthys stellatus,FLOUNST,195,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Starry flounder,Platichthys stellatus,FLOUNST,228,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Starry flounder,Platichthys stellatus,FLOUNST,204,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Threespine stickleback,Gasterosteus aculeatus,STICK3,60,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Threespine stickleback,Gasterosteus aculeatus,STICK3,58,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Threespine stickleback,Gasterosteus aculeatus,STICK3,60,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Threespine stickleback,Gasterosteus aculeatus,STICK3,51,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Threespine stickleback,Gasterosteus aculeatus,STICK3,60,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Threespine stickleback,Gasterosteus aculeatus,STICK3,52,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Threespine stickleback,Gasterosteus aculeatus,STICK3,59,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Threespine stickleback,Gasterosteus aculeatus,STICK3,62,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Threespine stickleback,Gasterosteus aculeatus,STICK3,62,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Threespine stickleback,Gasterosteus aculeatus,STICK3,52,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Threespine stickleback,Gasterosteus aculeatus,STICK3,57,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Threespine stickleback,Gasterosteus aculeatus,STICK3,59,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Threespine stickleback,Gasterosteus aculeatus,STICK3,57,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Threespine stickleback,Gasterosteus aculeatus,STICK3,66,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Threespine stickleback,Gasterosteus aculeatus,STICK3,56,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Threespine stickleback,Gasterosteus aculeatus,STICK3,60,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Threespine stickleback,Gasterosteus aculeatus,STICK3,62,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Threespine stickleback,Gasterosteus aculeatus,STICK3,67,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Threespine stickleback,Gasterosteus aculeatus,STICK3,57,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Threespine stickleback,Gasterosteus aculeatus,STICK3,59,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Threespine stickleback,Gasterosteus aculeatus,STICK3,58,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Threespine stickleback,Gasterosteus aculeatus,STICK3,62,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Threespine stickleback,Gasterosteus aculeatus,STICK3,64,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Threespine stickleback,Gasterosteus aculeatus,STICK3,50,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Threespine stickleback,Gasterosteus aculeatus,STICK3,50,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Threespine stickleback,Gasterosteus aculeatus,STICK3,65,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Threespine stickleback,Gasterosteus aculeatus,STICK3,50,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Threespine stickleback,Gasterosteus aculeatus,STICK3,52,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Threespine stickleback,Gasterosteus aculeatus,STICK3,60,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Threespine stickleback,Gasterosteus aculeatus,STICK3,56,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Threespine stickleback,Gasterosteus aculeatus,STICK3,,70,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Threespine stickleback,Gasterosteus aculeatus,STICK3,,154,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Threespine stickleback,Gasterosteus aculeatus,STICK3,,8,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Tubesnout,Aulorhynchus flavidus,TUBESNT,28,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Tubesnout,Aulorhynchus flavidus,TUBESNT,27,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Tubesnout,Aulorhynchus flavidus,TUBESNT,33,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Tubesnout,Aulorhynchus flavidus,TUBESNT,34,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Tubesnout,Aulorhynchus flavidus,TUBESNT,35,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Tubesnout,Aulorhynchus flavidus,TUBESNT,46,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Tubesnout,Aulorhynchus flavidus,TUBESNT,34,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Tubesnout,Aulorhynchus flavidus,TUBESNT,50,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Unknown ID,,UNID,14,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Unknown ID,,UNID,15,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Unknown ID,,UNID,14,,,
North Fish Egg,6/27/18,20180627,643,653,very gentle,-3.6,7:20,Whitespotted greenling,Hexagrammos stelleri,GREENWHI,82,,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,128,,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,158,,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,159,,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,271,,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,301,,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,190,,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,175,,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,195,,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Buffalo sculpin,Enophrys bison,SCULBUF,65,,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Buffalo sculpin,Enophrys bison,SCULBUF,112,,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Crescent gunnel,Pholis laeta,GUNNCRE,85,,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Crescent gunnel,Pholis laeta,GUNNCRE,87,,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Crescent gunnel,Pholis laeta,GUNNCRE,102,,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Crescent gunnel,Pholis laeta,GUNNCRE,83,,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Crescent gunnel,Pholis laeta,GUNNCRE,108,,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Crescent gunnel,Pholis laeta,GUNNCRE,47,,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Crescent gunnel,Pholis laeta,GUNNCRE,114,,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Crescent gunnel,Pholis laeta,GUNNCRE,89,,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Crescent gunnel,Pholis laeta,GUNNCRE,110,,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Crescent gunnel,Pholis laeta,GUNNCRE,115,,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Crescent gunnel,Pholis laeta,GUNNCRE,90,,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Crescent gunnel,Pholis laeta,GUNNCRE,135,,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Crescent gunnel,Pholis laeta,GUNNCRE,100,,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Crescent gunnel,Pholis laeta,GUNNCRE,150,,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Crescent gunnel,Pholis laeta,GUNNCRE,91,,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Crescent gunnel,Pholis laeta,GUNNCRE,114,,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Crescent gunnel,Pholis laeta,GUNNCRE,105,,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Crescent gunnel,Pholis laeta,GUNNCRE,110,,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Crescent gunnel,Pholis laeta,GUNNCRE,98,,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Crescent gunnel,Pholis laeta,GUNNCRE,153,,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Crescent gunnel,Pholis laeta,GUNNCRE,99,,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Crescent gunnel,Pholis laeta,GUNNCRE,100,,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Crescent gunnel,Pholis laeta,GUNNCRE,100,,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Crescent gunnel,Pholis laeta,GUNNCRE,103,,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Crescent gunnel,Pholis laeta,GUNNCRE,125,,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Crescent gunnel,Pholis laeta,GUNNCRE,118,,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Crescent gunnel,Pholis laeta,GUNNCRE,100,,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Crescent gunnel,Pholis laeta,GUNNCRE,46,,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Crescent gunnel,Pholis laeta,GUNNCRE,98,,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Crescent gunnel,Pholis laeta,GUNNCRE,119,,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Crescent gunnel,Pholis laeta,GUNNCRE,100,,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Crescent gunnel,Pholis laeta,GUNNCRE,113,,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Crescent gunnel,Pholis laeta,GUNNCRE,,115,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Dungeness,Cancer magister,CRABDNG,,,M,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Dungeness,Cancer magister,CRABDNG,,,F,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Dungeness,Cancer magister,CRABDNG,,,M,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Dungeness,Cancer magister,CRABDNG,,,M,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Dungeness,Cancer magister,CRABDNG,,,F,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Dungeness,Cancer magister,CRABDNG,,,F,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Dungeness,Cancer magister,CRABDNG,,,M,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Dungeness,Cancer magister,CRABDNG,,,M,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Dungeness,Cancer magister,CRABDNG,,,M,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Dungeness,Cancer magister,CRABDNG,,,M,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Dungeness,Cancer magister,CRABDNG,,,M,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Dungeness,Cancer magister,CRABDNG,,,M,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Dungeness,Cancer magister,CRABDNG,,,F,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,English sole,Parophrys vetulus,SOLEENG,105,,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,301,,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,302,,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,192,,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,90,,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,225,,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,100,,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,67,,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,61,,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,78,,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,78,,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,90,,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,63,,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,78,,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,215,,,
North Fish Egg,8/7/18,20180807,1425,1435,very gentile,0.6,15:25:00,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,81,,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,140,,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,140,,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,145,,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,140,,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,243,,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,130,,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,140,,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,140,,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,150,,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,160,,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,150,,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,110,,,
Nossuk Photographers point,6/30/18,20180630,817,825,gradual,-3.4,8:56,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,135,,,
