"","Data_Events_SiteID","site_eventID","date","Location","SubLocale","habitat","latitude","longitude","year"
"597",94,"3399","6/25/2009","Admiralty Island","","eelgrass",58.26,-134.9,"NA"
"598",712,"3400","6/24/2009","","","eelgrass",58.11,-134.76,"NA"
"599",231,"3401","6/23/2009","Chichagof Island","Crab Bay","eelgrass",57.74,-135.39,"NA"
"600",232,"3402","6/23/2009","Chichagof Island","Crab Bay","eelgrass",57.74,-135.38,"NA"
"601",713,"3403","6/14/2011","Church Point","","kelp",57.44,-133.91,"NA"
"602",714,"3404","6/14/2011","Church Point","","bedrock",57.42,-133.9,"NA"
"603",715,"3405","6/14/2011","Price Island","","kelp",57.43,-133.89,"NA"
"604",38,"3406","6/15/2011","Frederick Sound","West Brother Island","bedrock",57.3,-133.86,"NA"
"605",23,"3407","6/15/2011","Frederick Sound","West Brother Island","sand-gravel",57.3,-133.87,"NA"
"606",31,"3408","6/16/2011","Frederick Sound","East Brother Island","eelgrass",57.29,-133.82,"NA"
"607",29,"3409","6/16/2011","Frederick Sound","East Brother Island","kelp",57.31,-133.82,"NA"
"608",716,"3410","6/17/2011","Sore Finger Cove","","kelp",57.72,-134,"NA"
"609",717,"3411","6/17/2011","Sore Finger Cove","","eelgrass",57.73,-134,"NA"
"610",718,"3412","6/17/2011","Seymour Canal","","bedrock",57.75,-134.02,"NA"
"611",719,"3413","6/18/2011","Taku Harbor","","sand-gravel",58.06,-134.03,"NA"
"612",720,"3414","6/18/2011","Taku Harbor","","sand-gravel",58.06,-134.01,"NA"
"613",721,"3415","6/18/2011","Taku Harbor","","kelp",58.07,-134.02,"NA"
"614",722,"3416","6/18/2011","Taku Harbor","","sand-gravel",58.06,-134.02,"NA"
"615",375,"3426","7/24/2009","Lynn Canal","central Bridget Cove","eelgrass",58.63,-134.95,"NA"
