"site_name","site_code","latitude_N","longitude_E","so_region","date_dd.mm.yy","cage_present","replicate","beach_slope_percent","beach_slope_angle","fucus_upper_elev_mllw_cm","fucus_lower_elev_mllw_cm","fucus_mean_elev_mllw_cm","fucus_band_height_cm","edge_diffuse_elev_mllw_cm","edge_continuous_elev_mllw_cm","diffuse_band_height_cm","diffuse_band_sloped_width_cm","diffuse_band_horizontal_width_cm","shoot_density_diffuse_m2","shoot_density_continuous_m2","shoot_density_inside_m2","flower_density_diffuse_m2","flower_density_continuous_m2","flower_density_inside_m2","leaf_dw_g_m2","rhizome_dw_g_m2","total_biomass_dw_g_m2","leaf.rhizome"
"S Fish Egg Island a","M_03_a",55.485687,-133.174447,"Mid","25/6/18","No",4,1.42532290562112,0.0142522639711215,204.8508,139.8508,172.3508,65,20.8508,14.8508,6,421,420.957242484317,16,460,596,0,12,52,70.68256,112.33712,183.01968,0.629200392532762
"S Fish Egg Island a","M_03_a",55.485687,-133.174447,"Mid","25/6/18","No",5,4.10602098632466,0.0410371581488996,196.8508,138.8508,167.8508,58,21.8508,5.8508,16,390,389.671656654676,68,332,256,8,4,16,66.04128,73.19216,139.23344,0.902299918461212
"S Fish Egg Island a","M_03_a",55.485687,-133.174447,"Mid","25/6/18","No",6,1.56269076979498,0.0156256358527369,191.8508,139.8508,165.8508,52,29.8508,22.8508,7,448,447.945309161732,68,220,392,4,4,32,NA,NA,NA,NA
"S Fish Egg Island a","M_03_a",55.485687,-133.174447,"Mid","25/6/18","No",7,2.12814132689687,0.0212782013679804,192.8508,138.8508,165.8508,54,33.8508,21.8508,12,564,563.872325974595,72,348,516,8,4,8,NA,NA,NA,NA
"S Fish Egg Island a","M_03_a",55.485687,-133.174447,"Mid","25/6/18","No",8,2.15103509859162,0.0215070343279147,208.8508,142.8508,175.8508,66,31.8508,23.8508,8,372,371.913968546491,72,280,296,0,8,4,NA,NA,NA,NA
"S Fish Egg Island a","M_03_a",55.485687,-133.174447,"Mid","25/6/18","No",9,1.44543658889929,0.0144533593712385,209.8508,141.8508,175.8508,68,44.8508,23.8508,21,1453,1452.84823708466,72,296,604,4,0,8,NA,NA,NA,NA
"S Fish Egg Island a","M_03_a",55.485687,-133.174447,"Mid","25/6/18","No",10,1.62157700889711,0.0162143489944391,198.8508,140.8508,169.8508,58,49.8508,15.8508,34,2097,2096.72435002792,56,208,312,8,8,0,NA,NA,NA,NA
"S Fish Egg Island a","M_03_a",55.485687,-133.174447,"Mid","25/6/18","No",11,0.915894165748431,0.00915868556739891,NA,143.8508,NA,NA,41.8508,25.8508,16,1747,1746.92673000329,64,56,196,0,100,72,NA,NA,NA,NA
"S Wadleigh Island a","M_04_a",55.528424,-133.147345,"Mid","12/6/18","Yes",1,5.7566412382313,0.0575029488999595,212.4048,146.4048,179.4048,66,-0.595200000000013,-25.5952,25,435,434.281015012169,80,NA,280,0,NA,0,98.43424,73.56608,172.00032,1.33803840030623
"S Wadleigh Island a","M_04_a",55.528424,-133.147345,"Mid","12/6/18","Yes",2,5.57610051280341,0.055703320332262,NA,148.4048,NA,NA,-0.595200000000013,-26.5952,26,467,466.275669534665,32,300,240,0,0,0,58.12976,53.27008,111.39984,1.09122719545381
"S Wadleigh Island a","M_04_a",55.528424,-133.147345,"Mid","12/6/18","Yes",3,4.07189395733298,0.0406964574992127,207.4048,150.4048,178.9048,57,19.4048,0.404799999999987,19,467,466.613330285366,24,436,312,0,4,8,69.90224,46.38048,116.28272,1.50714783460628
"S Wadleigh Island a","M_04_a",55.528424,-133.147345,"Mid","12/6/18","Yes",4,5.23102292352963,0.0522625942110887,211.4048,152.4048,181.9048,59,20.4048,-7.59520000000001,28,536,535.268157095114,62,388,336,0,0,8,48.34144,38.87424,87.21568,1.24353402150113
"S Wadleigh Island a","M_04_a",55.528424,-133.147345,"Mid","12/6/18","Yes",5,4.34293280769988,0.0434020548213141,215.4048,146.4048,180.9048,69,19.4048,-1.59520000000001,21,484,483.544206872546,34,432,264,0,0,0,50.8184,42.95536,93.77376,1.18305142827345
"S Wadleigh Island a","M_04_a",55.528424,-133.147345,"Mid","12/6/18","Yes",6,3.49288851511089,0.034914690812284,214.4048,147.4048,180.9048,67,12.4048,-4.59520000000001,17,487,486.703194976158,46,232,384,0,0,0,NA,NA,NA,NA
"S Wadleigh Island a","M_04_a",55.528424,-133.147345,"Mid","12/6/18","Yes",7,3.05994218267839,0.030589876857892,212.4048,150.4048,181.4048,62,19.4048,-3.59520000000001,23,752,751.648188982053,64,200,220,0,0,0,NA,NA,NA,NA
"S Wadleigh Island a","M_04_a",55.528424,-133.147345,"Mid","12/6/18","Yes",8,4.2702773438324,0.0426768452494226,211.4048,148.4048,179.9048,63,23.4048,-17.5952,41,961,960.124991863039,42,280,280,0,0,0,NA,NA,NA,NA
"S Wadleigh Island a","M_04_a",55.528424,-133.147345,"Mid","12/6/18","Yes",9,2.34998466962071,0.0234955222553297,206.4048,149.4048,177.9048,57,20.4048,-2.59520000000001,23,979,978.729789063355,16,312,392,0,4,0,NA,NA,NA,NA
"S Wadleigh Island a","M_04_a",55.528424,-133.147345,"Mid","12/6/18","Yes",10,2.11864701822944,0.0211833010700503,202.4048,152.4048,177.4048,50,20.4048,1.40479999999999,19,897,896.798751114206,32,256,416,0,4,0,NA,NA,NA,NA
"S Wadleigh Island a","M_04_a",55.528424,-133.147345,"Mid","12/6/18","Yes",11,NA,NA,200.4048,154.4048,177.4048,46,NA,NA,NA,NA,NA,22,160,NA,0,0,NA,NA,NA,NA,NA
"Shinaku Inlet a","M_05_a",55.599299,-133.157644,"Mid","17/6/18","Yes",1,4.40524623708357,0.0440239991502941,248.472,119.472,183.972,129,30.472,12.472,18,409,408.603720002645,12,140,152,0,0,0,42.04224,44.90304,86.94528,0.93628939154231
"Shinaku Inlet a","M_05_a",55.599299,-133.157644,"Mid","17/6/18","Yes",2,4.48726950003862,0.0448426133986917,251.472,125.472,188.472,126,27.472,14.472,13,290,289.708474159801,24,140,228,0,16,8,44.0792,41.14128,85.22048,1.07141051518086
"Shinaku Inlet a","M_05_a",55.599299,-133.157644,"Mid","17/6/18","Yes",3,2.79296688549407,0.0279224099200079,249.472,124.472,186.972,125,19.472,8.47199999999999,11,394,393.846416766739,56,40,244,0,4,8,24.32368,30.36848,54.6921599999999,0.800951512884411
"Shinaku Inlet a","M_05_a",55.599299,-133.157644,"Mid","17/6/18","Yes",4,4.00320384512718,0.0400106743539889,248.472,130.472,189.472,118,19.472,3.47199999999999,16,400,399.679871897497,36,132,340,4,4,12,31.21424,23.55248,54.76672,1.32530587012493
"Shinaku Inlet a","M_05_a",55.599299,-133.157644,"Mid","17/6/18","Yes",5,4.19086756552442,0.0418841662242705,253.472,132.472,192.972,121,20.472,3.47199999999999,17,406,405.643932531968,12,160,228,0,4,8,46.13712,24.94896,71.08608,1.84926024972584
"Shinaku Inlet a","M_05_a",55.599299,-133.157644,"Mid","17/6/18","Yes",6,3.98867636557541,0.0398656311569909,251.472,131.472,191.472,120,20.472,9.47199999999999,11,276,275.780709985307,96,148,368,16,0,12,NA,NA,NA,NA
"Shinaku Inlet a","M_05_a",55.599299,-133.157644,"Mid","17/6/18","Yes",7,4.65620197179719,0.0465284142654879,256.472,129.472,192.972,127,20.472,10.472,10,215,214.767315949145,28,176,260,0,8,16,NA,NA,NA,NA
"Shinaku Inlet a","M_05_a",55.599299,-133.157644,"Mid","17/6/18","Yes",8,5.21541199235757,0.0521069096383418,251.472,128.472,189.972,123,25.472,10.472,15,288,287.609109730551,8,140,380,0,8,16,NA,NA,NA,NA
"Shinaku Inlet a","M_05_a",55.599299,-133.157644,"Mid","17/6/18","Yes",9,7.05265061702309,0.0704099212413433,246.472,136.472,191.472,110,32.472,4.47199999999999,28,398,397.013853662564,24,184,288,0,8,8,NA,NA,NA,NA
"Shinaku Inlet a","M_05_a",55.599299,-133.157644,"Mid","17/6/18","Yes",10,6.80139116807295,0.0679093267992203,241.472,146.472,193.972,95,33.472,14.472,19,280,279.354613350129,60,100,232,0,24,12,NA,NA,NA,NA
"Shinaku Inlet a","M_05_a",55.599299,-133.157644,"Mid","17/6/18","Yes",11,8.22439618699711,0.0820592762102902,NA,143.472,NA,NA,26.472,1.47199999999999,25,305,303.973683071413,60,224,240,8,4,12,NA,NA,NA,NA
"Garcia Cove a","M_07_a",55.552181,-133.430032,"Mid","12/7/18","Yes",1,1.65839126876825,0.0165823926019044,211.11024,165.11024,188.11024,46,-38.88976,-51.88976,13,784,783.892211978152,10,240,368,0,0,0,75.63968,40.27184,115.91152,1.8782275654651
"Garcia Cove a","M_07_a",55.552181,-133.430032,"Mid","12/7/18","Yes",2,0.947909882130877,0.0094788149271315,211.11024,166.11024,188.61024,45,-42.88976,-48.88976,6,633,632.971563342304,4,200,196,0,0,0,44.33744,38.6664,83.0038399999999,1.14666583907475
"Garcia Cove a","M_07_a",55.552181,-133.430032,"Mid","12/7/18","Yes",3,0.616344526254773,0.00616336721855555,211.11024,168.11024,189.61024,43,-41.88976,-49.88976,8,1298,1297.97534645308,2,232,304,0,0,0,75.58416,46.40704,121.9912,1.62872184909876
"Garcia Cove a","M_07_a",55.552181,-133.430032,"Mid","12/7/18","Yes",4,1.49518371299537,0.0149507230812703,217.11024,169.11024,193.11024,48,-39.88976,-48.88976,9,602,601.932720492914,8,236,424,0,8,0,68.82144,54.95424,123.77568,1.25234085668367
"Garcia Cove a","M_07_a",55.552181,-133.430032,"Mid","12/7/18","Yes",5,1.82149414920178,0.0182129274169947,224.11024,168.11024,196.11024,56,-38.88976,-49.88976,11,604,603.899826130129,6,104,24,0,0,0,54.19888,37.84576,92.04464,1.4320991307877
"Garcia Cove a","M_07_a",55.552181,-133.430032,"Mid","12/7/18","Yes",6,NA,NA,201.11024,164.11024,182.61024,37,NA,NA,NA,NA,NA,0,0,12,0,0,0,NA,NA,NA,NA
"Garcia Cove a","M_07_a",55.552181,-133.430032,"Mid","12/7/18","Yes",7,1.16286931507741,0.0116281690241238,217.11024,161.11024,189.11024,56,-44.88976,-49.88976,5,430,429.970929249874,14,176,328,0,0,8,NA,NA,NA,NA
"Garcia Cove a","M_07_a",55.552181,-133.430032,"Mid","12/7/18","Yes",8,0.73369546228126,0.00733682297543339,214.11024,162.11024,188.11024,52,-45.88976,-65.88976,20,2726,2725.92663144113,4,120,116,0,0,4,NA,NA,NA,NA
"Garcia Cove a","M_07_a",55.552181,-133.430032,"Mid","12/7/18","Yes",9,1.21607137890421,0.0121601143881095,232.11024,162.11024,197.11024,70,-45.88976,-66.88976,21,1727,1726.87231722557,4,84,92,0,0,0,NA,NA,NA,NA
"Garcia Cove a","M_07_a",55.552181,-133.430032,"Mid","12/7/18","Yes",10,0.990801601571437,0.00990769181552395,225.11024,171.11024,198.11024,54,-51.88976,-66.88976,15,1514,1513.92569170353,4,148,192,0,4,0,NA,NA,NA,NA
"Garcia Cove a","M_07_a",55.552181,-133.430032,"Mid","12/7/18","Yes",11,1.2049067317797,0.0120484842739596,NA,NA,NA,NA,-50.88976,-61.88976,11,913,912.933732534843,4,112,128,0,0,0,NA,NA,NA,NA
"Port Refugio a","M_08_a",55.282137,-133.334028,"Mid","10/8/18","No",1,2.03604529780341,0.0203576402156204,220.5728,126.5728,173.5728,94,28.5728,20.5728,8,393,392.918566626725,10,272,636,0,0,0,51.33216,28.54368,79.87584,1.7983721790603
"Port Refugio a","M_08_a",55.282137,-133.334028,"Mid","10/8/18","No",2,1.13482483891944,0.0113477612739868,232.5728,118.5728,175.5728,114,22.5728,14.5728,8,705,704.954608467808,22,288,684,0,0,0,81.98656,52.66352,134.65008,1.55679984930745
"Port Refugio a","M_08_a",55.282137,-133.334028,"Mid","10/8/18","No",3,1.59764794857106,0.0159751203729221,216.5728,138.5728,177.5728,78,24.5728,14.5728,10,626,625.920122699374,86,516,672,0,0,0,156.7368,65.2496,221.9864,2.40211127731051
"Port Refugio a","M_08_a",55.282137,-133.334028,"Mid","10/8/18","No",4,1.11634862486105,0.0111630225393189,195.5728,139.5728,167.5728,56,26.5728,14.5728,12,1075,1074.93302116923,6,536,468,0,0,0,168.4648,88.85008,257.31488,1.89605681840692
"Port Refugio a","M_08_a",55.282137,-133.334028,"Mid","10/8/18","No",5,1.03435037340644,0.0103431348805764,185.5728,129.5728,157.5728,56,31.5728,12.5728,19,1837,1836.90173934264,4,368,552,0,0,0,66.55088,59.02464,125.57552,1.12751013813892
"Port Refugio a","M_08_a",55.282137,-133.334028,"Mid","10/8/18","No",6,1.59171353248151,0.015915791299467,198.5728,138.5728,168.5728,60,29.5728,17.5728,12,754,753.904503236318,12,324,584,0,0,0,NA,NA,NA,NA
"Port Refugio a","M_08_a",55.282137,-133.334028,"Mid","10/8/18","No",7,2.66761532079368,0.0266698281722801,198.5728,137.5728,168.0728,61,26.5728,12.5728,14,525,524.813300136344,8,252,420,0,0,0,NA,NA,NA,NA
"Port Refugio a","M_08_a",55.282137,-133.334028,"Mid","10/8/18","No",8,2.20526044216536,0.0220490306095989,204.5728,131.5728,168.0728,73,24.5728,10.5728,14,635,634.845650532474,36,228,668,0,0,0,NA,NA,NA,NA
"Port Refugio a","M_08_a",55.282137,-133.334028,"Mid","10/8/18","No",9,1.15503372810897,0.0115498236775806,203.5728,131.5728,167.5728,72,26.5728,14.5728,12,1039,1038.93070028756,14,352,488,0,0,0,NA,NA,NA,NA
"Port Refugio a","M_08_a",55.282137,-133.334028,"Mid","10/8/18","No",10,1.40991455077026,0.014098211381986,203.5728,127.5728,165.5728,76,24.5728,9.57280000000002,15,1064,1063.89426166325,4,140,536,0,0,0,NA,NA,NA,NA
"Port Refugio a","M_08_a",55.282137,-133.334028,"Mid","10/8/18","No",11,1.67621308600378,0.016760561244749,NA,NA,NA,NA,23.5728,20.5728,3,179,178.974858569577,4,124,632,0,0,0,NA,NA,NA,NA
"Port Caldera a","M_09_a",55.36209,-133.161232,"Mid","10/7/18","No",1,4.08503685102833,0.0408276681817032,173.8724,58.8724,116.3724,115,33.8724,29.8724,4,98,97.9183333191492,100,472,276,0,4,8,182.06064,110.14688,292.20752,1.65288966877682
"Port Caldera a","M_09_a",55.36209,-133.161232,"Mid","10/7/18","No",2,3.45032779671177,0.0344895959616788,173.8724,58.8724,116.3724,115,34.8724,32.8724,2,58,57.9655069847578,52,380,544,0,0,12,119.7296,68.65024,188.37984,1.74405216937333
"Port Caldera a","M_09_a",55.36209,-133.161232,"Mid","10/7/18","No",3,4.92399123223959,0.0492001749262715,168.8724,60.8724,114.8724,108,32.8724,23.8724,9,183,182.778554540734,48,464,448,0,4,8,140.36128,97.5524799999999,237.91376,1.43882841317822
"Port Caldera a","M_09_a",55.36209,-133.161232,"Mid","10/7/18","No",4,4.19530388799711,0.0419284515866083,168.8724,60.8724,114.8724,108,36.8724,22.8724,14,334,333.706457833827,100,588,136,0,0,0,125.34848,101.73856,227.08704,1.23206461738794
"Port Caldera a","M_09_a",55.36209,-133.161232,"Mid","10/7/18","No",5,2.97005911583046,0.0296918625652005,173.8724,61.8724,117.8724,112,33.8724,14.8724,19,640,639.717906580705,68,324,440,0,0,20,143.49648,106.43968,249.93616,1.34814835970946
"Port Caldera a","M_09_a",55.36209,-133.161232,"Mid","10/7/18","No",6,2.1817271121622,0.0218138104848132,175.8724,60.8724,118.3724,115,34.8724,21.8724,13,596,595.858204609117,46,340,732,0,4,16,NA,NA,NA,NA
"Port Caldera a","M_09_a",55.36209,-133.161232,"Mid","10/7/18","No",7,1.52689551710299,0.0152677687305384,175.8724,58.8724,117.3724,117,24.8724,22.8724,2,131,130.98473193468,140,532,680,0,8,8,NA,NA,NA,NA
"Port Caldera a","M_09_a",55.36209,-133.161232,"Mid","10/7/18","No",8,1.62623125636348,0.0162608791987789,172.8724,60.8724,116.8724,112,23.8724,21.8724,2,123,122.983738762488,148,520,628,0,0,12,NA,NA,NA,NA
"Port Caldera a","M_09_a",55.36209,-133.161232,"Mid","10/7/18","No",9,1.43383912465797,0.014337408760382,186.8724,56.8724,121.8724,130,23.8724,19.8724,4,279,278.971324691266,42,984,676,0,12,4,NA,NA,NA,NA
"Port Caldera a","M_09_a",55.36209,-133.161232,"Mid","10/7/18","No",10,1.680909685531,0.01680751401075,192.8724,60.8724,126.8724,132,23.8724,21.8724,2,119,118.983192090312,12,672,792,0,24,0,NA,NA,NA,NA
"Port Caldera a","M_09_a",55.36209,-133.161232,"Mid","10/7/18","No",11,1.51532546056454,0.0151520949296222,NA,NA,NA,NA,23.8724,22.8724,1,66,65.9924238075857,52,740,992,0,12,12,NA,NA,NA,NA
"Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid","11/7/18","No",1,1.23466199581199,0.0123459926465946,171.7752,84.7752,128.2752,87,78.7752,77.7752,1,81,80.9938269252663,24,476,752,0,40,28,46.6464,33.79376,80.4401599999999,1.38032583530214
"Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid","11/7/18","No",2,1.72439425125162,0.0172422336348636,174.7752,76.7752,125.7752,98,71.7752,70.7752,1,58,57.9913786695919,104,408,568,0,0,28,93.19904,68.44544,161.64448,1.36165447983094
"Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid","11/7/18","No",3,4.35194139889242,0.0434919707901155,165.7752,78.7752,122.2752,87,64.7752,63.7752,0.999999999999993,23,22.9782505861521,NA,696,580,NA,16,32,73.27392,47.52976,120.80368,1.54164296221988
"Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid","11/7/18","No",4,12.5988157669742,0.125327831168065,163.7752,79.7752,121.7752,84,64.7752,63.7752,0.999999999999993,8,7.93725393319377,NA,684,688,NA,20,12,102.37344,51.1364799999999,153.50992,2.0019649377509
"Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid","11/7/18","No",5,1.85216946644159,0.0185195771248799,162.7752,81.7752,122.2752,81,66.7752,65.7752,1,54,53.9907399467724,10,488,540,0,16,8,97.48304,55.72944,153.21248,1.74921980195746
"Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid","11/7/18","No",6,6.68153104781061,0.0667161484102253,161.7752,77.7752,119.7752,84,61.7752,60.7752,1,15,14.9666295470958,NA,676,828,NA,32,24,NA,NA,NA,NA
"Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid","11/7/18","No",7,2.50078161640178,0.0250026048993611,160.7752,78.7752,119.7752,82,63.7752,59.7752,4,160,159.949992185058,52,760,724,8,40,12,NA,NA,NA,NA
"Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid","11/7/18","No",8,0,0,165.7752,75.7752,120.7752,90,62.7752,62.7752,0,30,30,62,692,608,12,24,8,NA,NA,NA,NA
"Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid","11/7/18","No",9,4.35194139889245,0.0434919707901158,164.7752,80.7752,122.7752,84,70.7752,67.7752,3,69,68.9347517584563,102,536,672,0,16,12,NA,NA,NA,NA
"Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid","11/7/18","No",10,0.684947573550544,0.00684936862341013,169.7752,80.7752,125.2752,89,64.7752,63.7752,0.999999999999993,146,145.996575302299,34,792,428,4,44,20,NA,NA,NA,NA
"Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid","11/7/18","No",11,0.873395755703025,0.00873373548590153,NA,NA,NA,NA,63.7752,59.7752,4,458,457.982532417995,44,436,444,0,8,12,NA,NA,NA,NA
