site,date,YYYYMMDD,start_time,end_time,slope,tide_height,tide_time,species_common,species_scientific,sp_code,fork_length,unmeasured,Sex
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,167,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,132,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,58,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,93,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,153,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,52,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,195,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,61,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,155,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,157,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,189,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,144,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,136,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,143,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,125,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,88,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,72,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,68,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,70,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,55,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,89,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,NA,6,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Pacific Herring,Clupea pallasii,Herring,101,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Pacific Herring,Clupea pallasii,Herring,96,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Pacific Herring,Clupea pallasii,Herring,106,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Pacific Herring,Clupea pallasii,Herring,99,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Pacific Herring,Clupea pallasii,Herring,102,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Juvenile irish lord,Cottidae,UNLORD,35,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Juvenile irish lord,Cottidae,UNLORD,30,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,English sole,Parophrys vetulus,SOLEENG,102,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,English sole,Parophrys vetulus,SOLEENG,156,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,English sole,Parophrys vetulus,SOLEENG,69,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,English sole,Parophrys vetulus,SOLEENG,82,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,English sole,Parophrys vetulus,SOLEENG,81,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,English sole,Parophrys vetulus,SOLEENG,86,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,English sole,Parophrys vetulus,SOLEENG,110,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,English sole,Parophrys vetulus,SOLEENG,80,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,English sole,Parophrys vetulus,SOLEENG,87,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,English sole,Parophrys vetulus,SOLEENG,77,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,English sole,Parophrys vetulus,SOLEENG,84,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,English sole,Parophrys vetulus,SOLEENG,88,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,English sole,Parophrys vetulus,SOLEENG,82,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,140,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,162,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,230,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,155,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,142,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,131,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,172,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,112,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,141,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Great sculpin ,Myoxocephalus polyacanthocephalus,SCULGRT,54,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Great sculpin ,Myoxocephalus polyacanthocephalus,SCULGRT,44,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Great sculpin ,Myoxocephalus polyacanthocephalus,SCULGRT,56,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Great sculpin ,Myoxocephalus polyacanthocephalus,SCULGRT,55,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Great sculpin ,Myoxocephalus polyacanthocephalus,SCULGRT,40,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Great sculpin ,Myoxocephalus polyacanthocephalus,SCULGRT,53,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Great sculpin ,Myoxocephalus polyacanthocephalus,SCULGRT,68,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Great sculpin ,Myoxocephalus polyacanthocephalus,SCULGRT,64,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Great sculpin ,Myoxocephalus polyacanthocephalus,SCULGRT,60,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Great sculpin ,Myoxocephalus polyacanthocephalus,SCULGRT,60,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Great sculpin ,Myoxocephalus polyacanthocephalus,SCULGRT,42,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Great sculpin ,Myoxocephalus polyacanthocephalus,SCULGRT,62,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Great sculpin ,Myoxocephalus polyacanthocephalus,SCULGRT,51,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Great sculpin ,Myoxocephalus polyacanthocephalus,SCULGRT,49,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Great sculpin ,Myoxocephalus polyacanthocephalus,SCULGRT,41,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Juvenile Artedius,Artedius spp.,UNARTE,81,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Juvenile Artedius,Artedius spp.,UNARTE,84,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Juvenile Artedius,Artedius spp.,UNARTE,96,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Juvenile Artedius,Artedius spp.,UNARTE,83,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Juvenile Artedius,Artedius spp.,UNARTE,66,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Juvenile Artedius,Artedius spp.,UNARTE,55,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Juvenile Artedius,Artedius spp.,UNARTE,94,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Crescent gunnel,Pholis laeta,GUNNCRE,129,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Crescent gunnel,Pholis laeta,GUNNCRE,106,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Crescent gunnel,Pholis laeta,GUNNCRE,109,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Crescent gunnel,Pholis laeta,GUNNCRE,134,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Crescent gunnel,Pholis laeta,GUNNCRE,142,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Crescent gunnel,Pholis laeta,GUNNCRE,130,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Crescent gunnel,Pholis laeta,GUNNCRE,157,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Crescent gunnel,Pholis laeta,GUNNCRE,99,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Crescent gunnel,Pholis laeta,GUNNCRE,110,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Crescent gunnel,Pholis laeta,GUNNCRE,102,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Crescent gunnel,Pholis laeta,GUNNCRE,109,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Crescent gunnel,Pholis laeta,GUNNCRE,90,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Crescent gunnel,Pholis laeta,GUNNCRE,120,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Crescent gunnel,Pholis laeta,GUNNCRE,148,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Starry flounder,Platichthys stellatus,FLOUNST,210,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Starry flounder,Platichthys stellatus,FLOUNST,209,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Starry flounder,Platichthys stellatus,FLOUNST,225,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Starry flounder,Platichthys stellatus,FLOUNST,198,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Whitespotted greenling,Hexagrammos stelleri,GREENWHI,84,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Whitespotted greenling,Hexagrammos stelleri,GREENWHI,76,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Whitespotted greenling,Hexagrammos stelleri,GREENWHI,59,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Whitespotted greenling,Hexagrammos stelleri,GREENWHI,90,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Juvenile Myoxocephalus,Myoxocephalus sp.,UNMYOXO,39,,
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Dungeness crab,Metacarcinus magister,CRABDUN,NA,3,"M,M,F"
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Helmet crab,Temessus cheiragonus,CRABHEL,NA,1,F
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Gracefull crab,Metacarcinus gracilis,CRABGRA,NA,2,"F,F"
2017_M_05,6/12/17,20170612,945,954,moderate,-0.43,922,Hermit crab,Pagurus spp.,CRABHER,NA,1,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Threespine stickleback,Gasterosteus aculeatus,STICK3,58,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Threespine stickleback,Gasterosteus aculeatus,STICK3,56,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Threespine stickleback,Gasterosteus aculeatus,STICK3,59,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Threespine stickleback,Gasterosteus aculeatus,STICK3,60,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Threespine stickleback,Gasterosteus aculeatus,STICK3,53,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Threespine stickleback,Gasterosteus aculeatus,STICK3,50,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Threespine stickleback,Gasterosteus aculeatus,STICK3,59,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Threespine stickleback,Gasterosteus aculeatus,STICK3,55,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Threespine stickleback,Gasterosteus aculeatus,STICK3,62,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Threespine stickleback,Gasterosteus aculeatus,STICK3,60,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Threespine stickleback,Gasterosteus aculeatus,STICK3,54,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Threespine stickleback,Gasterosteus aculeatus,STICK3,55,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Threespine stickleback,Gasterosteus aculeatus,STICK3,60,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Threespine stickleback,Gasterosteus aculeatus,STICK3,57,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Threespine stickleback,Gasterosteus aculeatus,STICK3,52,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Threespine stickleback,Gasterosteus aculeatus,STICK3,58,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Threespine stickleback,Gasterosteus aculeatus,STICK3,55,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Threespine stickleback,Gasterosteus aculeatus,STICK3,59,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Threespine stickleback,Gasterosteus aculeatus,STICK3,60,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Threespine stickleback,Gasterosteus aculeatus,STICK3,65,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Threespine stickleback,Gasterosteus aculeatus,STICK3,57,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Threespine stickleback,Gasterosteus aculeatus,STICK3,59,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Threespine stickleback,Gasterosteus aculeatus,STICK3,60,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Threespine stickleback,Gasterosteus aculeatus,STICK3,53,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Threespine stickleback,Gasterosteus aculeatus,STICK3,53,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Threespine stickleback,Gasterosteus aculeatus,STICK3,66,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Threespine stickleback,Gasterosteus aculeatus,STICK3,61,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Threespine stickleback,Gasterosteus aculeatus,STICK3,59,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Threespine stickleback,Gasterosteus aculeatus,STICK3,57,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Threespine stickleback,Gasterosteus aculeatus,STICK3,60,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Threespine stickleback,Gasterosteus aculeatus,STICK3,NA,3069,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Chum salmon,Oncorhynchus keta,SALCHUM,63,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Snake prickleback,Lumpenus sagitta,PRICKSN,70,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Snake prickleback,Lumpenus sagitta,PRICKSN,69,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Snake prickleback,Lumpenus sagitta,PRICKSN,63,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Snake prickleback,Lumpenus sagitta,PRICKSN,64,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Snake prickleback,Lumpenus sagitta,PRICKSN,69,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Snake prickleback,Lumpenus sagitta,PRICKSN,60,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Snake prickleback,Lumpenus sagitta,PRICKSN,65,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Snake prickleback,Lumpenus sagitta,PRICKSN,73,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Snake prickleback,Lumpenus sagitta,PRICKSN,65,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Snake prickleback,Lumpenus sagitta,PRICKSN,64,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Snake prickleback,Lumpenus sagitta,PRICKSN,64,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Snake prickleback,Lumpenus sagitta,PRICKSN,58,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Snake prickleback,Lumpenus sagitta,PRICKSN,71,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Snake prickleback,Lumpenus sagitta,PRICKSN,35,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Snake prickleback,Lumpenus sagitta,PRICKSN,59,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Snake prickleback,Lumpenus sagitta,PRICKSN,71,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Snake prickleback,Lumpenus sagitta,PRICKSN,63,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Snake prickleback,Lumpenus sagitta,PRICKSN,69,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Snake prickleback,Lumpenus sagitta,PRICKSN,69,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Snake prickleback,Lumpenus sagitta,PRICKSN,64,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Snake prickleback,Lumpenus sagitta,PRICKSN,55,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Snake prickleback,Lumpenus sagitta,PRICKSN,54,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Snake prickleback,Lumpenus sagitta,PRICKSN,61,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Snake prickleback,Lumpenus sagitta,PRICKSN,72,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Snake prickleback,Lumpenus sagitta,PRICKSN,61,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Snake prickleback,Lumpenus sagitta,PRICKSN,64,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Snake prickleback,Lumpenus sagitta,PRICKSN,60,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Snake prickleback,Lumpenus sagitta,PRICKSN,75,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Snake prickleback,Lumpenus sagitta,PRICKSN,61,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Snake prickleback,Lumpenus sagitta,PRICKSN,60,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Snake prickleback,Lumpenus sagitta,PRICKSN,65,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Snake prickleback,Lumpenus sagitta,PRICKSN,60,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Snake prickleback,Lumpenus sagitta,PRICKSN,63,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Snake prickleback,Lumpenus sagitta,PRICKSN,70,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Snake prickleback,Lumpenus sagitta,PRICKSN,68,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Snake prickleback,Lumpenus sagitta,PRICKSN,61,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Snake prickleback,Lumpenus sagitta,PRICKSN,60,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Snake prickleback,Lumpenus sagitta,PRICKSN,62,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Snake prickleback,Lumpenus sagitta,PRICKSN,202,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Snake prickleback,Lumpenus sagitta,PRICKSN,NA,58,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,English sole,Parophrys vetulus,SOLEENG,62,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,English sole,Parophrys vetulus,SOLEENG,81,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,English sole,Parophrys vetulus,SOLEENG,73,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,English sole,Parophrys vetulus,SOLEENG,80,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,English sole,Parophrys vetulus,SOLEENG,76,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,English sole,Parophrys vetulus,SOLEENG,69,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,English sole,Parophrys vetulus,SOLEENG,72,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,English sole,Parophrys vetulus,SOLEENG,70,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,English sole,Parophrys vetulus,SOLEENG,74,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,English sole,Parophrys vetulus,SOLEENG,99,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,English sole,Parophrys vetulus,SOLEENG,79,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,English sole,Parophrys vetulus,SOLEENG,95,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,English sole,Parophrys vetulus,SOLEENG,81,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,English sole,Parophrys vetulus,SOLEENG,77,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,English sole,Parophrys vetulus,SOLEENG,75,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,English sole,Parophrys vetulus,SOLEENG,106,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,English sole,Parophrys vetulus,SOLEENG,75,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,English sole,Parophrys vetulus,SOLEENG,77,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,English sole,Parophrys vetulus,SOLEENG,72,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,English sole,Parophrys vetulus,SOLEENG,67,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,English sole,Parophrys vetulus,SOLEENG,89,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,English sole,Parophrys vetulus,SOLEENG,73,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,English sole,Parophrys vetulus,SOLEENG,92,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,English sole,Parophrys vetulus,SOLEENG,67,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,English sole,Parophrys vetulus,SOLEENG,84,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,English sole,Parophrys vetulus,SOLEENG,59,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,English sole,Parophrys vetulus,SOLEENG,102,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,English sole,Parophrys vetulus,SOLEENG,93,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,English sole,Parophrys vetulus,SOLEENG,80,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,English sole,Parophrys vetulus,SOLEENG,78,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,English sole,Parophrys vetulus,SOLEENG,NA,11,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Tubesnout,Aulorhynchus flavidus,TUBESNT,132,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Tubesnout,Aulorhynchus flavidus,TUBESNT,136,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Juvenile Myoxocephalus,Myoxocephalus sp.,UNMYOXO,25,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Juvenile Myoxocephalus,Myoxocephalus sp.,UNMYOXO,34,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Juvenile Myoxocephalus,Myoxocephalus sp.,UNMYOXO,30,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Juvenile Myoxocephalus,Myoxocephalus sp.,UNMYOXO,76,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Juvenile Myoxocephalus,Myoxocephalus sp.,UNMYOXO,33,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Juvenile Myoxocephalus,Myoxocephalus sp.,UNMYOXO,29,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Juvenile Myoxocephalus,Myoxocephalus sp.,UNMYOXO,30,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Juvenile Myoxocephalus,Myoxocephalus sp.,UNMYOXO,32,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Juvenile Myoxocephalus,Myoxocephalus sp.,UNMYOXO,32,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Juvenile Myoxocephalus,Myoxocephalus sp.,UNMYOXO,31,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Juvenile Myoxocephalus,Myoxocephalus sp.,UNMYOXO,30,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Juvenile Myoxocephalus,Myoxocephalus sp.,UNMYOXO,31,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Starry flounder,Platichthys stellatus,FLOUNST,121,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Starry flounder,Platichthys stellatus,FLOUNST,125,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Starry flounder,Platichthys stellatus,FLOUNST,143,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Starry flounder,Platichthys stellatus,FLOUNST,125,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Starry flounder,Platichthys stellatus,FLOUNST,130,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Starry flounder,Platichthys stellatus,FLOUNST,133,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,98,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,174,,
2017_H_03,6/13/17,20170613,1010,1020,very gradual,,,Pacific staghorn sculpin,Leptocottus armatus,SCULPSTG,114,,
