site_name,site_code,so_region,year,date_mm.dd.yyyy,date_yyyy.mm.dd,transect_location,transect_area_m2,species_common,species_scientific,species_code,death_estimate,width_mm,notes,measurers
North Pass b,L_03_b,Low,2018,6152018,20180615,Inside,50,Pointed macoma,Macoma inquinata,CLAMMP,Sea Otter,45,,"Mel, Maggie"
North Pass b,L_03_b,Low,2018,6152018,20180615,Inside,50,Steamer clam,Protothaca staminea,CLAMST,Sea Otter,59,,"Mel, Maggie"
North Pass b,L_03_b,Low,2018,6152018,20180615,Outside,50,Bentnose macoma,Macoma nasuta,CLAMMB,Sea Otter,61,,"Mel, Maggie"
North Pass b,L_03_b,Low,2018,6152018,20180615,Outside,50,Bentnose macoma,Macoma nasuta,CLAMMB,Sea Otter,35,,"Mel, Maggie"
North Pass b,L_03_b,Low,2018,6152018,20180615,Outside,50,Bentnose macoma,Macoma nasuta,CLAMMB,Whole,52,,"Mel, Maggie"
North Pass b,L_03_b,Low,2018,6152018,20180615,Outside,50,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,58,Estimate,"Mel, Maggie"
North Pass b,L_03_b,Low,2018,6152018,20180615,Outside,50,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,69,Estimate,"Mel, Maggie"
Natzuhini Bay b,L_04_b,Low,2018,6152018,20180615,Edge,50,Bentnose macoma,Macoma nasuta,CLAMMB,Sea Otter,43,,"Maggie, Mel, Wendel, Sarah"
Natzuhini Bay b,L_04_b,Low,2018,6152018,20180615,Edge,50,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,64,,"Maggie, Mel, Wendel, Sarah"
Natzuhini Bay b,L_04_b,Low,2018,6152018,20180615,Edge,50,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,44,Estimate,"Maggie, Mel, Wendel, Sarah"
Natzuhini Bay b,L_04_b,Low,2018,6152018,20180615,Edge,50,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,57,Estimate,"Maggie, Mel, Wendel, Sarah"
Natzuhini Bay b,L_04_b,Low,2018,6152018,20180615,Edge,50,Butter clam,Saxidomus gigantea,CLAMBU,Whole,72,,"Maggie, Mel, Wendel, Sarah"
Natzuhini Bay b,L_04_b,Low,2018,6152018,20180615,Edge,50,Cockle,Clinocardium nutallii,CLAMCK,Sea Otter,58,,"Maggie, Mel, Wendel, Sarah"
Natzuhini Bay b,L_04_b,Low,2018,6152018,20180615,Edge,50,Cockle,Clinocardium nutallii,CLAMCK,Crab,76,,"Maggie, Mel, Wendel, Sarah"
Natzuhini Bay b,L_04_b,Low,2018,6152018,20180615,Edge,50,Cockle,Clinocardium nutallii,CLAMCK,Whole,74,,"Maggie, Mel, Wendel, Sarah"
Natzuhini Bay b,L_04_b,Low,2018,6152018,20180615,Edge,50,Cockle,Clinocardium nutallii,CLAMCK,Whole,30,,"Maggie, Mel, Wendel, Sarah"
Natzuhini Bay b,L_04_b,Low,2018,6152018,20180615,Edge,50,Cockle,Clinocardium nutallii,CLAMCK,Whole,48,,"Maggie, Mel, Wendel, Sarah"
Natzuhini Bay b,L_04_b,Low,2018,6152018,20180615,Edge,50,Pointed macoma,Macoma inquinata,CLAMMP,Whole,47,,"Maggie, Mel, Wendel, Sarah"
Natzuhini Bay b,L_04_b,Low,2018,6152018,20180615,Edge,50,Pointed macoma,Macoma inquinata,CLAMMP,Whole,37,,"Maggie, Mel, Wendel, Sarah"
Natzuhini Bay b,L_04_b,Low,2018,6152018,20180615,Edge,50,Pointed macoma,Macoma inquinata,CLAMMP,Whole,51,,"Maggie, Mel, Wendel, Sarah"
Natzuhini Bay b,L_04_b,Low,2018,6152018,20180615,Edge,50,Steamer clam,Protothaca staminea,CLAMST,Sea Otter,55,,"Maggie, Mel, Wendel, Sarah"
Natzuhini Bay b,L_04_b,Low,2018,6152018,20180615,Edge,50,Steamer clam,Protothaca staminea,CLAMST,Sea Otter,48,,"Maggie, Mel, Wendel, Sarah"
Natzuhini Bay b,L_04_b,Low,2018,6152018,20180615,Edge,50,Steamer clam,Protothaca staminea,CLAMST,Sea Otter,55,,"Maggie, Mel, Wendel, Sarah"
Natzuhini Bay b,L_04_b,Low,2018,6152018,20180615,Edge,50,Steamer clam,Protothaca staminea,CLAMST,Sea Otter,53,,"Maggie, Mel, Wendel, Sarah"
Natzuhini Bay b,L_04_b,Low,2018,6152018,20180615,Edge,50,Steamer clam,Protothaca staminea,CLAMST,Sea Otter,43,Estimate,"Maggie, Mel, Wendel, Sarah"
Natzuhini Bay b,L_04_b,Low,2018,6152018,20180615,Edge,50,Steamer clam,Protothaca staminea,CLAMST,Sea Otter,63,Estimate,"Maggie, Mel, Wendel, Sarah"
Natzuhini Bay b,L_04_b,Low,2018,6152018,20180615,Edge,50,Steamer clam,Protothaca staminea,CLAMST,Whole,52,,"Maggie, Mel, Wendel, Sarah"
Natzuhini Bay b,L_04_b,Low,2018,6152018,20180615,Edge,50,Steamer clam,Protothaca staminea,CLAMST,Whole,58,,"Maggie, Mel, Wendel, Sarah"
Natzuhini Bay b,L_04_b,Low,2018,6152018,20180615,Inside,50,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,49,Estimate,"Maggie, Mel, Wendel, Sarah"
Natzuhini Bay b,L_04_b,Low,2018,6152018,20180615,Inside,50,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,53,Estimate,"Maggie, Mel, Wendel, Sarah"
Natzuhini Bay b,L_04_b,Low,2018,6152018,20180615,Inside,50,Butter clam,Saxidomus gigantea,CLAMBU,Crab,65,,"Maggie, Mel, Wendel, Sarah"
Natzuhini Bay b,L_04_b,Low,2018,6152018,20180615,Inside,50,Butter clam,Saxidomus gigantea,CLAMBU,Whole,85,,"Maggie, Mel, Wendel, Sarah"
Natzuhini Bay b,L_04_b,Low,2018,6152018,20180615,Inside,50,Steamer clam,Protothaca staminea,CLAMST,Sea Otter,39,Estimate,"Maggie, Mel, Wendel, Sarah"
Natzuhini Bay b,L_04_b,Low,2018,6152018,20180615,Inside,50,Steamer clam,Protothaca staminea,CLAMST,Sea Otter,58,Estimate,"Maggie, Mel, Wendel, Sarah"
Natzuhini Bay b,L_04_b,Low,2018,6152018,20180615,Inside,50,Steamer clam,Protothaca staminea,CLAMST,Crab,44,,"Maggie, Mel, Wendel, Sarah"
Natzuhini Bay b,L_04_b,Low,2018,6152018,20180615,Outside,50,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,69,,"Maggie, Mel, Wendel, Sarah"
Natzuhini Bay b,L_04_b,Low,2018,6152018,20180615,Outside,50,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,67,,"Maggie, Mel, Wendel, Sarah"
Natzuhini Bay b,L_04_b,Low,2018,6152018,20180615,Outside,50,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,45,Estimate,"Maggie, Mel, Wendel, Sarah"
Natzuhini Bay b,L_04_b,Low,2018,6152018,20180615,Outside,50,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,75,,"Maggie, Mel, Wendel, Sarah"
Natzuhini Bay b,L_04_b,Low,2018,6152018,20180615,Outside,50,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,49,Estimate,"Maggie, Mel, Wendel, Sarah"
Natzuhini Bay b,L_04_b,Low,2018,6152018,20180615,Outside,50,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,60,Estimate,"Maggie, Mel, Wendel, Sarah"
Natzuhini Bay b,L_04_b,Low,2018,6152018,20180615,Outside,50,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,54,,"Maggie, Mel, Wendel, Sarah"
Natzuhini Bay b,L_04_b,Low,2018,6152018,20180615,Outside,50,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,57,Estimate,"Maggie, Mel, Wendel, Sarah"
Natzuhini Bay b,L_04_b,Low,2018,6152018,20180615,Outside,50,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,47,Estimate,"Maggie, Mel, Wendel, Sarah"
Natzuhini Bay b,L_04_b,Low,2018,6152018,20180615,Outside,50,Butter clam,Saxidomus gigantea,CLAMBU,Crab,47,,"Maggie, Mel, Wendel, Sarah"
Natzuhini Bay b,L_04_b,Low,2018,6152018,20180615,Outside,50,Butter clam,Saxidomus gigantea,CLAMBU,Whole,38,,"Maggie, Mel, Wendel, Sarah"
Natzuhini Bay b,L_04_b,Low,2018,6152018,20180615,Outside,50,Butter clam,Saxidomus gigantea,CLAMBU,Whole,18,,"Maggie, Mel, Wendel, Sarah"
Natzuhini Bay b,L_04_b,Low,2018,6152018,20180615,Outside,50,Cockle,Clinocardium nutallii,CLAMCK,Whole,35,,"Maggie, Mel, Wendel, Sarah"
Natzuhini Bay b,L_04_b,Low,2018,6152018,20180615,Outside,50,Cockle,Clinocardium nutallii,CLAMCK,Whole,12,,"Maggie, Mel, Wendel, Sarah"
Natzuhini Bay b,L_04_b,Low,2018,6152018,20180615,Outside,50,Pointed macoma,Macoma inquinata,CLAMMP,Whole,36,,"Maggie, Mel, Wendel, Sarah"
Natzuhini Bay b,L_04_b,Low,2018,6152018,20180615,Outside,50,Steamer clam,Protothaca staminea,CLAMST,Sea Otter,57,,"Maggie, Mel, Wendel, Sarah"
Natzuhini Bay b,L_04_b,Low,2018,6152018,20180615,Outside,50,Steamer clam,Protothaca staminea,CLAMST,Sea Otter,44,,"Maggie, Mel, Wendel, Sarah"
Natzuhini Bay b,L_04_b,Low,2018,6152018,20180615,Outside,50,Steamer clam,Protothaca staminea,CLAMST,Sea Otter,47,,"Maggie, Mel, Wendel, Sarah"
Natzuhini Bay b,L_04_b,Low,2018,6152018,20180615,Outside,50,Steamer clam,Protothaca staminea,CLAMST,Sea Otter,50,Estimate,"Maggie, Mel, Wendel, Sarah"
Natzuhini Bay b,L_04_b,Low,2018,6152018,20180615,Outside,50,Steamer clam,Protothaca staminea,CLAMST,Sea Otter,43,,"Maggie, Mel, Wendel, Sarah"
Natzuhini Bay b,L_04_b,Low,2018,6152018,20180615,Outside,50,Steamer clam,Protothaca staminea,CLAMST,Sea Otter,53,Estimate,"Maggie, Mel, Wendel, Sarah"
Natzuhini Bay b,L_04_b,Low,2018,6152018,20180615,Outside,50,Steamer clam,Protothaca staminea,CLAMST,Sea Otter,45,Estimate,"Maggie, Mel, Wendel, Sarah"
Natzuhini Bay b,L_04_b,Low,2018,6152018,20180615,Outside,50,Steamer clam,Protothaca staminea,CLAMST,Sea Otter,38,,"Maggie, Mel, Wendel, Sarah"
Natzuhini Bay b,L_04_b,Low,2018,6152018,20180615,Outside,50,Steamer clam,Protothaca staminea,CLAMST,Sea Otter,44,Estimate,"Maggie, Mel, Wendel, Sarah"
Natzuhini Bay b,L_04_b,Low,2018,6152018,20180615,Outside,50,Steamer clam,Protothaca staminea,CLAMST,Sea Otter,54,Estimate,"Maggie, Mel, Wendel, Sarah"
Natzuhini Bay b,L_04_b,Low,2018,6152018,20180615,Outside,50,Steamer clam,Protothaca staminea,CLAMST,Whole,54,,"Maggie, Mel, Wendel, Sarah"
Natzuhini Bay b,L_04_b,Low,2018,6152018,20180615,Outside,50,Steamer clam,Protothaca staminea,CLAMST,Whole,52,,"Maggie, Mel, Wendel, Sarah"
Natzuhini Bay b,L_04_b,Low,2018,6152018,20180615,Outside,50,Steamer clam,Protothaca staminea,CLAMST,Whole,26,,"Maggie, Mel, Wendel, Sarah"
Natzuhini Bay b,L_04_b,Low,2018,6152018,20180615,Outside,50,Steamer clam,Protothaca staminea,CLAMST,Whole,43,,"Maggie, Mel, Wendel, Sarah"
Natzuhini Bay b,L_04_b,Low,2018,6152018,20180615,Outside,50,Steamer clam,Protothaca staminea,CLAMST,Whole,51,,"Maggie, Mel, Wendel, Sarah"
Natzuhini Bay c,L_04_c,Low,2018,6162018,20180616,Edge,50,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,76,Estimate,"Mel, Maggie"
Natzuhini Bay c,L_04_c,Low,2018,6162018,20180616,Edge,50,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,72,Estimate,"Mel, Maggie"
Natzuhini Bay c,L_04_c,Low,2018,6162018,20180616,Edge,50,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,92,Estimate,"Mel, Maggie"
Natzuhini Bay c,L_04_c,Low,2018,6162018,20180616,Edge,50,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,102,Estimate,"Mel, Maggie"
Natzuhini Bay c,L_04_c,Low,2018,6162018,20180616,Edge,50,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,56,Estimate,"Mel, Maggie"
Natzuhini Bay c,L_04_c,Low,2018,6162018,20180616,Edge,50,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,72,Estimate,"Mel, Maggie"
Natzuhini Bay c,L_04_c,Low,2018,6162018,20180616,Edge,50,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,57,Estimate,"Mel, Maggie"
Natzuhini Bay c,L_04_c,Low,2018,6162018,20180616,Edge,50,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,62,Estimate,"Mel, Maggie"
Natzuhini Bay c,L_04_c,Low,2018,6162018,20180616,Edge,50,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,84,Estimate,"Mel, Maggie"
Natzuhini Bay c,L_04_c,Low,2018,6162018,20180616,Edge,50,Butter clam,Saxidomus gigantea,CLAMBU,Whole,44,,"Mel, Maggie"
Natzuhini Bay c,L_04_c,Low,2018,6162018,20180616,Edge,50,Horse clam,Tresus nuttallii,CLAMHO,Sea Otter,133,Estimate,"Mel, Maggie"
Natzuhini Bay c,L_04_c,Low,2018,6162018,20180616,Edge,50,Pointed macoma,Macoma inquinata,CLAMMP,Crab,47,,"Mel, Maggie"
Natzuhini Bay c,L_04_c,Low,2018,6162018,20180616,Edge,50,Steamer clam,Protothaca staminea,CLAMST,Sea Otter,60,,"Mel, Maggie"
Natzuhini Bay c,L_04_c,Low,2018,6162018,20180616,Edge,50,Steamer clam,Protothaca staminea,CLAMST,Sea Otter,62,Estimate,"Mel, Maggie"
Natzuhini Bay c,L_04_c,Low,2018,6162018,20180616,Edge,50,Steamer clam,Protothaca staminea,CLAMST,Sea Otter,56,,"Mel, Maggie"
Natzuhini Bay c,L_04_c,Low,2018,6162018,20180616,Edge,50,Steamer clam,Protothaca staminea,CLAMST,Sea Otter,53,,"Mel, Maggie"
Natzuhini Bay c,L_04_c,Low,2018,6162018,20180616,Edge,50,Steamer clam,Protothaca staminea,CLAMST,Sea Otter,56,Estimate,"Mel, Maggie"
Natzuhini Bay c,L_04_c,Low,2018,6162018,20180616,Edge,50,Steamer clam,Protothaca staminea,CLAMST,Sea Otter,54,,"Mel, Maggie"
Natzuhini Bay c,L_04_c,Low,2018,6162018,20180616,Edge,50,Steamer clam,Protothaca staminea,CLAMST,Sea Otter,58,,"Mel, Maggie"
Natzuhini Bay c,L_04_c,Low,2018,6162018,20180616,Edge,50,Steamer clam,Protothaca staminea,CLAMST,Sea Otter,52,Estimate,"Mel, Maggie"
Natzuhini Bay c,L_04_c,Low,2018,6162018,20180616,Edge,50,Steamer clam,Protothaca staminea,CLAMST,Sea Otter,55,Estimate,"Mel, Maggie"
Natzuhini Bay c,L_04_c,Low,2018,6162018,20180616,Edge,50,Steamer clam,Protothaca staminea,CLAMST,Sea Otter,56,Estimate,"Mel, Maggie"
Natzuhini Bay c,L_04_c,Low,2018,6162018,20180616,Edge,50,Steamer clam,Protothaca staminea,CLAMST,Sea Otter,58,Estimate,"Mel, Maggie"
Natzuhini Bay c,L_04_c,Low,2018,6162018,20180616,Edge,50,Steamer clam,Protothaca staminea,CLAMST,Sea Otter,47,Estimate,"Mel, Maggie"
Natzuhini Bay c,L_04_c,Low,2018,6162018,20180616,Inside,50,Bentnose macoma,Macoma nasuta,CLAMMB,Sea Otter,51,,"Mel, Maggie"
Natzuhini Bay c,L_04_c,Low,2018,6162018,20180616,Inside,50,Bentnose macoma,Macoma nasuta,CLAMMB,Whole,53,,"Mel, Maggie"
Natzuhini Bay c,L_04_c,Low,2018,6162018,20180616,Inside,50,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,63,Estimate,"Mel, Maggie"
Natzuhini Bay c,L_04_c,Low,2018,6162018,20180616,Inside,50,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,70,Estimate,"Mel, Maggie"
Natzuhini Bay c,L_04_c,Low,2018,6162018,20180616,Inside,50,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,60,Estimate,"Mel, Maggie"
Natzuhini Bay c,L_04_c,Low,2018,6162018,20180616,Inside,50,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,70,Estimate,"Mel, Maggie"
Natzuhini Bay c,L_04_c,Low,2018,6162018,20180616,Inside,50,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,62,Estimate,"Mel, Maggie"
Natzuhini Bay c,L_04_c,Low,2018,6162018,20180616,Inside,50,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,65,,"Mel, Maggie"
Natzuhini Bay c,L_04_c,Low,2018,6162018,20180616,Inside,50,Butter clam,Saxidomus gigantea,CLAMBU,Crab,81,,"Mel, Maggie"
Natzuhini Bay c,L_04_c,Low,2018,6162018,20180616,Inside,50,Horse clam,Tresus nuttallii,CLAMHO,Sea Otter,110,Estimate,"Mel, Maggie"
Natzuhini Bay c,L_04_c,Low,2018,6162018,20180616,Inside,50,Pointed macoma,Macoma inquinata,CLAMMP,Sea Otter,49,Estimate,"Mel, Maggie"
Natzuhini Bay c,L_04_c,Low,2018,6162018,20180616,Inside,50,Steamer clam,Protothaca staminea,CLAMST,Sea Otter,52,,"Mel, Maggie"
Natzuhini Bay c,L_04_c,Low,2018,6162018,20180616,Outside,50,Bentnose macoma,Macoma nasuta,CLAMMB,Whole,50,,"Mel, Maggie"
Natzuhini Bay c,L_04_c,Low,2018,6162018,20180616,Outside,50,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,61,,"Mel, Maggie"
Natzuhini Bay c,L_04_c,Low,2018,6162018,20180616,Outside,50,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,78,,"Mel, Maggie"
Natzuhini Bay c,L_04_c,Low,2018,6162018,20180616,Outside,50,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,101,,"Mel, Maggie"
Natzuhini Bay c,L_04_c,Low,2018,6162018,20180616,Outside,50,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,55,Estimate,"Mel, Maggie"
Natzuhini Bay c,L_04_c,Low,2018,6162018,20180616,Outside,50,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,57,Estimate,"Mel, Maggie"
Natzuhini Bay c,L_04_c,Low,2018,6162018,20180616,Outside,50,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,72,Estimate,"Mel, Maggie"
Natzuhini Bay c,L_04_c,Low,2018,6162018,20180616,Outside,50,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,52,Estimate,"Mel, Maggie"
Natzuhini Bay c,L_04_c,Low,2018,6162018,20180616,Outside,50,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,47,,"Mel, Maggie"
Natzuhini Bay c,L_04_c,Low,2018,6162018,20180616,Outside,50,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,73,Estimate,"Mel, Maggie"
Natzuhini Bay c,L_04_c,Low,2018,6162018,20180616,Outside,50,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,53,Estimate,"Mel, Maggie"
Natzuhini Bay c,L_04_c,Low,2018,6162018,20180616,Outside,50,Butter clam,Saxidomus gigantea,CLAMBU,Sea Otter,62,,"Mel, Maggie"
Natzuhini Bay c,L_04_c,Low,2018,6162018,20180616,Outside,50,Butter clam,Saxidomus gigantea,CLAMBU,Crab,56,,"Mel, Maggie"
Natzuhini Bay c,L_04_c,Low,2018,6162018,20180616,Outside,50,Pointed macoma,Macoma inquinata,CLAMMP,Sea Otter,42,,"Mel, Maggie"
Natzuhini Bay c,L_04_c,Low,2018,6162018,20180616,Outside,50,Steamer clam,Protothaca staminea,CLAMST,Sea Otter,64,Estimate,"Mel, Maggie"
Natzuhini Bay c,L_04_c,Low,2018,6162018,20180616,Outside,50,Steamer clam,Protothaca staminea,CLAMST,Sea Otter,49,Estimate,"Mel, Maggie"
Natzuhini Bay c,L_04_c,Low,2018,6162018,20180616,Outside,50,Steamer clam,Protothaca staminea,CLAMST,Sea Otter,63,Estimate,"Mel, Maggie"
Natzuhini Bay c,L_04_c,Low,2018,6162018,20180616,Outside,50,Steamer clam,Protothaca staminea,CLAMST,Sea Otter,55,Estimate,"Mel, Maggie"
Dunbar Inlet a,L_05_a,Low,2018,8112018,20180811,Edge,50,Butter clam,Saxidomus gigantea,CLAMBU,Crab,65,,"Maggie, Nicole, Sydney"
Dunbar Inlet a,L_05_a,Low,2018,8112018,20180811,Edge,50,Butter clam,Saxidomus gigantea,CLAMBU,Whole,59,,"Maggie, Nicole, Sydney"
Dunbar Inlet a,L_05_a,Low,2018,8112018,20180811,Edge,50,Butter clam,Saxidomus gigantea,CLAMBU,Whole,61,,"Maggie, Nicole, Sydney"
Dunbar Inlet a,L_05_a,Low,2018,8112018,20180811,Edge,50,Butter clam,Saxidomus gigantea,CLAMBU,Whole,53,,"Maggie, Nicole, Sydney"
Dunbar Inlet a,L_05_a,Low,2018,8112018,20180811,Edge,50,Butter clam,Saxidomus gigantea,CLAMBU,Whole,57,,"Maggie, Nicole, Sydney"
Dunbar Inlet a,L_05_a,Low,2018,8112018,20180811,Edge,50,Cockle,Clinocardium nutallii,CLAMCK,Whole,42,,"Maggie, Nicole, Sydney"
Dunbar Inlet a,L_05_a,Low,2018,8112018,20180811,Edge,50,Cockle,Clinocardium nutallii,CLAMCK,Whole,51,,"Maggie, Nicole, Sydney"
Dunbar Inlet a,L_05_a,Low,2018,8112018,20180811,Edge,50,Cockle,Clinocardium nutallii,CLAMCK,Whole,57,,"Maggie, Nicole, Sydney"
Dunbar Inlet a,L_05_a,Low,2018,8112018,20180811,Edge,50,Cockle,Clinocardium nutallii,CLAMCK,Whole,70,,"Maggie, Nicole, Sydney"
Dunbar Inlet a,L_05_a,Low,2018,8112018,20180811,Edge,50,Cockle,Clinocardium nutallii,CLAMCK,Whole,45,,"Maggie, Nicole, Sydney"
Dunbar Inlet a,L_05_a,Low,2018,8112018,20180811,Edge,50,Cockle,Clinocardium nutallii,CLAMCK,Whole,39,,"Maggie, Nicole, Sydney"
Dunbar Inlet a,L_05_a,Low,2018,8112018,20180811,Edge,50,Cockle,Clinocardium nutallii,CLAMCK,Whole,43,,"Maggie, Nicole, Sydney"
Dunbar Inlet a,L_05_a,Low,2018,8112018,20180811,Edge,50,Cockle,Clinocardium nutallii,CLAMCK,Whole,37,,"Maggie, Nicole, Sydney"
Dunbar Inlet a,L_05_a,Low,2018,8112018,20180811,Edge,50,Cockle,Clinocardium nutallii,CLAMCK,Whole,35,,"Maggie, Nicole, Sydney"
Dunbar Inlet a,L_05_a,Low,2018,8112018,20180811,Edge,50,Cockle,Clinocardium nutallii,CLAMCK,Whole,59,,"Maggie, Nicole, Sydney"
Dunbar Inlet a,L_05_a,Low,2018,8112018,20180811,Edge,50,Cockle,Clinocardium nutallii,CLAMCK,Whole,45,,"Maggie, Nicole, Sydney"
Dunbar Inlet a,L_05_a,Low,2018,8112018,20180811,Edge,50,Cockle,Clinocardium nutallii,CLAMCK,Whole,30,,"Maggie, Nicole, Sydney"
Dunbar Inlet a,L_05_a,Low,2018,8112018,20180811,Edge,50,Cockle,Clinocardium nutallii,CLAMCK,Whole,35,,"Maggie, Nicole, Sydney"
Dunbar Inlet a,L_05_a,Low,2018,8112018,20180811,Edge,50,Cockle,Clinocardium nutallii,CLAMCK,Whole,52,,"Maggie, Nicole, Sydney"
Dunbar Inlet a,L_05_a,Low,2018,8112018,20180811,Edge,50,Softshell clam,Mya trunkata,CLAMMYA,Sea Otter,103,,"Maggie, Nicole, Sydney"
Dunbar Inlet a,L_05_a,Low,2018,8112018,20180811,Edge,50,Softshell clam,Mya arenicola,CLAMMYA,Sea Otter,108,,"Maggie, Nicole, Sydney"
Dunbar Inlet a,L_05_a,Low,2018,8112018,20180811,Edge,50,Softshell clam,Mya arenicola,CLAMMYA,Sea Otter,97,,"Maggie, Nicole, Sydney"
Dunbar Inlet a,L_05_a,Low,2018,8112018,20180811,Edge,50,Softshell clam,Mya arenicola,CLAMMYA,Sea Otter,108,,"Maggie, Nicole, Sydney"
Dunbar Inlet a,L_05_a,Low,2018,8112018,20180811,Edge,50,Softshell clam,Mya arenicola,CLAMMYA,Sea Otter,96,,"Maggie, Nicole, Sydney"
Dunbar Inlet a,L_05_a,Low,2018,8112018,20180811,Edge,50,Steamer clam,Protothaca staminea,CLAMST,Sea Otter,52,,"Maggie, Nicole, Sydney"
Dunbar Inlet a,L_05_a,Low,2018,8112018,20180811,Edge,50,Steamer clam,Protothaca staminea,CLAMST,Crab,46,,"Maggie, Nicole, Sydney"
Dunbar Inlet a,L_05_a,Low,2018,8112018,20180811,Edge,50,Steamer clam,Protothaca staminea,CLAMST,Crab,51,,"Maggie, Nicole, Sydney"
Dunbar Inlet a,L_05_a,Low,2018,8112018,20180811,Edge,50,Steamer clam,Protothaca staminea,CLAMST,Crab,41,,"Maggie, Nicole, Sydney"
Dunbar Inlet a,L_05_a,Low,2018,8112018,20180811,Edge,50,Steamer clam,Protothaca staminea,CLAMST,Whole,49,,"Maggie, Nicole, Sydney"
Dunbar Inlet a,L_05_a,Low,2018,8112018,20180811,Edge,50,Steamer clam,Protothaca staminea,CLAMST,Whole,48,,"Maggie, Nicole, Sydney"
Dunbar Inlet a,L_05_a,Low,2018,8112018,20180811,Edge,50,Steamer clam,Protothaca staminea,CLAMST,Whole,56,,"Maggie, Nicole, Sydney"
Dunbar Inlet a,L_05_a,Low,2018,8112018,20180811,Edge,50,Steamer clam,Protothaca staminea,CLAMST,Whole,50,,"Maggie, Nicole, Sydney"
Dunbar Inlet a,L_05_a,Low,2018,8112018,20180811,Edge,50,Steamer clam,Protothaca staminea,CLAMST,Whole,49,,"Maggie, Nicole, Sydney"
Dunbar Inlet a,L_05_a,Low,2018,8112018,20180811,Edge,50,Steamer clam,Protothaca staminea,CLAMST,Whole,53,,"Maggie, Nicole, Sydney"
Dunbar Inlet a,L_05_a,Low,2018,8112018,20180811,Edge,50,Steamer clam,Protothaca staminea,CLAMST,Whole,47,,"Maggie, Nicole, Sydney"
Dunbar Inlet a,L_05_a,Low,2018,8112018,20180811,Edge,50,Steamer clam,Protothaca staminea,CLAMST,Whole,50,,"Maggie, Nicole, Sydney"
Dunbar Inlet a,L_05_a,Low,2018,8112018,20180811,Edge,50,Steamer clam,Protothaca staminea,CLAMST,Whole,46,,"Maggie, Nicole, Sydney"
Dunbar Inlet a,L_05_a,Low,2018,8112018,20180811,Edge,50,Steamer clam,Protothaca staminea,CLAMST,Whole,43,,"Maggie, Nicole, Sydney"
Dunbar Inlet a,L_05_a,Low,2018,8112018,20180811,Edge,50,Steamer clam,Protothaca staminea,CLAMST,Whole,49,,"Maggie, Nicole, Sydney"
Dunbar Inlet a,L_05_a,Low,2018,8112018,20180811,Edge,50,Steamer clam,Protothaca staminea,CLAMST,Whole,37,,"Maggie, Nicole, Sydney"
Dunbar Inlet a,L_05_a,Low,2018,8112018,20180811,Edge,50,Steamer clam,Protothaca staminea,CLAMST,Whole,48,,"Maggie, Nicole, Sydney"
Dunbar Inlet a,L_05_a,Low,2018,8112018,20180811,Edge,50,Steamer clam,Protothaca staminea,CLAMST,Whole,41,,"Maggie, Nicole, Sydney"
