site_code,site_name,latitude_N,longitude_E,date_DDMMYY,date_YYYYMMDD,start_time,end_time,depth_MLLW_m,quadrat_number,plant_number,eelgrass_shoots_0.25msq,flowering_shoots_0.25msq,epiphyte_percover_0.25msq,macroalgae_percover_0.25msq,epiphyte_dw_g,shoot_fw_g,shoot_dw_g,xs_shoot_fw_g,xs_shoot_dw_g,rhizome_fw_g,rhizome_dw_g,leaf1_length_cm,leaf2_length_cm,leaf3_length_cm,leaf4_length_cm,leaf5_length_cm,leaf6_length_cm,leaf7_length_cm,leaf8_length_cm,leaf9_length_cm,leaf10_length_cm,leaf1_width_cm,leaf2_width_cm,leaf3_width_cm,leaf4_width_cm,leaf5_width_cm,leaf6_width_cm,leaf7_width_cm,leaf8_width_cm,leaf9_width_cm,leaf10_width_cm,rhizome_length_cm,internode1_length_cm,internode2_length_cm,internode3_length_cm,internode4_length_cm,internode5_length_cm,isopod_count,isopod_fw_g,isopod_dw_g,gammarid_count,gammarid_fw_g,gammarid_dw_g,caprelid_count,caprelid_fw_g,caprelid_dw_g,limpet_count,limpet_fw_g,limpet_dw_g,gastropod_count,gastropod_fw_g,gastropod_dw_g,crab_count,crab_fw_g,crab_dw_g,polychaete_count,other_epifauna,notes
2017_L_07,Hetta Cove,55.155625,-132.589934,22/7/17,20170722,750,820,-0.5,5,4,79,3,90,0,0.0042,2.252,0.3701,NA,NA,0.7092,0.1086,26.8,72.4,46.9,52.2,39,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,5,1.4,1.6,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_L_07,Hetta Cove,55.155625,-132.589934,22/7/17,20170722,750,820,-0.5,5,4,44,2,90,0,0.0042,2.252,0.3701,NA,NA,0.7092,0.1086,26.8,72.4,46.9,52.2,39,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,5,1.4,1.6,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_L_07,Hetta Cove,55.155625,-132.589934,22/7/17,20170722,750,820,-0.5,5,5,62,0,17,0,0.0058,2.6328,0.4142,NA,NA,0.905,0.121,41.4,70.2,39.1,61.8,48.4,NA,NA,NA,NA,NA,0.5,0.6,0.6,0.6,0.6,NA,NA,NA,NA,NA,5,1.2,1.1,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_L_07,Hetta Cove,55.155625,-132.589934,22/7/17,20170722,750,820,-0.5,5,5,75,2,20,10,0.0058,2.6328,0.4142,NA,NA,0.905,0.121,41.4,70.2,39.1,61.8,48.4,NA,NA,NA,NA,NA,0.5,0.6,0.6,0.6,0.6,NA,NA,NA,NA,NA,5,1.2,1.1,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_L_07,Hetta Cove,55.155625,-132.589934,22/7/17,20170722,750,820,-0.5,5,5,63,2,50,0,0.0058,2.6328,0.4142,NA,NA,0.905,0.121,41.4,70.2,39.1,61.8,48.4,NA,NA,NA,NA,NA,0.5,0.6,0.6,0.6,0.6,NA,NA,NA,NA,NA,5,1.2,1.1,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_L_07,Hetta Cove,55.155625,-132.589934,22/7/17,20170722,750,820,-0.5,5,5,74,0,75,3,0.0058,2.6328,0.4142,NA,NA,0.905,0.121,41.4,70.2,39.1,61.8,48.4,NA,NA,NA,NA,NA,0.5,0.6,0.6,0.6,0.6,NA,NA,NA,NA,NA,5,1.2,1.1,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_L_07,Hetta Cove,55.155625,-132.589934,22/7/17,20170722,750,820,-0.5,5,5,75,0,40,0,0.0058,2.6328,0.4142,NA,NA,0.905,0.121,41.4,70.2,39.1,61.8,48.4,NA,NA,NA,NA,NA,0.5,0.6,0.6,0.6,0.6,NA,NA,NA,NA,NA,5,1.2,1.1,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_L_07,Hetta Cove,55.155625,-132.589934,22/7/17,20170722,750,820,-0.5,5,5,78,0,80,0,0.0058,2.6328,0.4142,NA,NA,0.905,0.121,41.4,70.2,39.1,61.8,48.4,NA,NA,NA,NA,NA,0.5,0.6,0.6,0.6,0.6,NA,NA,NA,NA,NA,5,1.2,1.1,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_L_07,Hetta Cove,55.155625,-132.589934,22/7/17,20170722,750,820,-0.5,5,5,79,3,90,0,0.0058,2.6328,0.4142,NA,NA,0.905,0.121,41.4,70.2,39.1,61.8,48.4,NA,NA,NA,NA,NA,0.5,0.6,0.6,0.6,0.6,NA,NA,NA,NA,NA,5,1.2,1.1,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_L_07,Hetta Cove,55.155625,-132.589934,22/7/17,20170722,750,820,-0.5,5,5,44,2,90,0,0.0058,2.6328,0.4142,NA,NA,0.905,0.121,41.4,70.2,39.1,61.8,48.4,NA,NA,NA,NA,NA,0.5,0.6,0.6,0.6,0.6,NA,NA,NA,NA,NA,5,1.2,1.1,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_L_07,Hetta Cove,55.155625,-132.589934,22/7/17,20170722,750,820,-0.5,6,1,62,0,17,0,0,0.8953,0.1519,2.5062,0.3389,0.6508,0.0883,44.8,7.5,33.8,37.2,42,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,4,0.4,0.6,0.7,0.3,0.2,1,8.00E-04,1.00E-04,NA,NA,NA,1,0.002,0.0002,NA,NA,NA,1,0.0015,0.0008,NA,NA,NA,4,,; 
2017_L_07,Hetta Cove,55.155625,-132.589934,22/7/17,20170722,750,820,-0.5,6,1,75,2,20,10,0,0.8953,0.1519,2.5062,0.3389,0.6508,0.0883,44.8,7.5,33.8,37.2,42,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,4,0.4,0.6,0.7,0.3,0.2,1,8.00E-04,1.00E-04,NA,NA,NA,1,0.002,0.0002,NA,NA,NA,1,0.0015,0.0008,NA,NA,NA,4,,; 
2017_L_07,Hetta Cove,55.155625,-132.589934,22/7/17,20170722,750,820,-0.5,6,1,63,2,50,0,0,0.8953,0.1519,2.5062,0.3389,0.6508,0.0883,44.8,7.5,33.8,37.2,42,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,4,0.4,0.6,0.7,0.3,0.2,1,8.00E-04,1.00E-04,NA,NA,NA,1,0.002,0.0002,NA,NA,NA,1,0.0015,0.0008,NA,NA,NA,4,,; 
2017_L_07,Hetta Cove,55.155625,-132.589934,22/7/17,20170722,750,820,-0.5,6,1,74,0,75,3,0,0.8953,0.1519,2.5062,0.3389,0.6508,0.0883,44.8,7.5,33.8,37.2,42,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,4,0.4,0.6,0.7,0.3,0.2,1,8.00E-04,1.00E-04,NA,NA,NA,1,0.002,0.0002,NA,NA,NA,1,0.0015,0.0008,NA,NA,NA,4,,; 
2017_L_07,Hetta Cove,55.155625,-132.589934,22/7/17,20170722,750,820,-0.5,6,1,75,0,40,0,0,0.8953,0.1519,2.5062,0.3389,0.6508,0.0883,44.8,7.5,33.8,37.2,42,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,4,0.4,0.6,0.7,0.3,0.2,1,8.00E-04,1.00E-04,NA,NA,NA,1,0.002,0.0002,NA,NA,NA,1,0.0015,0.0008,NA,NA,NA,4,,; 
2017_L_07,Hetta Cove,55.155625,-132.589934,22/7/17,20170722,750,820,-0.5,6,1,78,0,80,0,0,0.8953,0.1519,2.5062,0.3389,0.6508,0.0883,44.8,7.5,33.8,37.2,42,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,4,0.4,0.6,0.7,0.3,0.2,1,8.00E-04,1.00E-04,NA,NA,NA,1,0.002,0.0002,NA,NA,NA,1,0.0015,0.0008,NA,NA,NA,4,,; 
2017_L_07,Hetta Cove,55.155625,-132.589934,22/7/17,20170722,750,820,-0.5,6,1,79,3,90,0,0,0.8953,0.1519,2.5062,0.3389,0.6508,0.0883,44.8,7.5,33.8,37.2,42,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,4,0.4,0.6,0.7,0.3,0.2,1,8.00E-04,1.00E-04,NA,NA,NA,1,0.002,0.0002,NA,NA,NA,1,0.0015,0.0008,NA,NA,NA,4,,; 
2017_L_07,Hetta Cove,55.155625,-132.589934,22/7/17,20170722,750,820,-0.5,6,1,44,2,90,0,0,0.8953,0.1519,2.5062,0.3389,0.6508,0.0883,44.8,7.5,33.8,37.2,42,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,4,0.4,0.6,0.7,0.3,0.2,1,8.00E-04,1.00E-04,NA,NA,NA,1,0.002,0.0002,NA,NA,NA,1,0.0015,0.0008,NA,NA,NA,4,,; 
2017_L_07,Hetta Cove,55.155625,-132.589934,22/7/17,20170722,750,820,-0.5,6,2,62,0,17,0,0,1.6924,0.2895,NA,NA,1.0167,0.1426,39.9,50,49,39.1,20.9,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,5,1,1.2,0.7,0.7,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_L_07,Hetta Cove,55.155625,-132.589934,22/7/17,20170722,750,820,-0.5,6,2,75,2,20,10,0,1.6924,0.2895,NA,NA,1.0167,0.1426,39.9,50,49,39.1,20.9,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,5,1,1.2,0.7,0.7,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_L_07,Hetta Cove,55.155625,-132.589934,22/7/17,20170722,750,820,-0.5,6,2,63,2,50,0,0,1.6924,0.2895,NA,NA,1.0167,0.1426,39.9,50,49,39.1,20.9,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,5,1,1.2,0.7,0.7,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_L_07,Hetta Cove,55.155625,-132.589934,22/7/17,20170722,750,820,-0.5,6,2,74,0,75,3,0,1.6924,0.2895,NA,NA,1.0167,0.1426,39.9,50,49,39.1,20.9,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,5,1,1.2,0.7,0.7,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_L_07,Hetta Cove,55.155625,-132.589934,22/7/17,20170722,750,820,-0.5,6,2,75,0,40,0,0,1.6924,0.2895,NA,NA,1.0167,0.1426,39.9,50,49,39.1,20.9,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,5,1,1.2,0.7,0.7,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_L_07,Hetta Cove,55.155625,-132.589934,22/7/17,20170722,750,820,-0.5,6,2,78,0,80,0,0,1.6924,0.2895,NA,NA,1.0167,0.1426,39.9,50,49,39.1,20.9,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,5,1,1.2,0.7,0.7,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_L_07,Hetta Cove,55.155625,-132.589934,22/7/17,20170722,750,820,-0.5,6,2,79,3,90,0,0,1.6924,0.2895,NA,NA,1.0167,0.1426,39.9,50,49,39.1,20.9,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,5,1,1.2,0.7,0.7,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_L_07,Hetta Cove,55.155625,-132.589934,22/7/17,20170722,750,820,-0.5,6,2,44,2,90,0,0,1.6924,0.2895,NA,NA,1.0167,0.1426,39.9,50,49,39.1,20.9,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,5,1,1.2,0.7,0.7,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_L_07,Hetta Cove,55.155625,-132.589934,22/7/17,20170722,750,820,-0.5,6,3,62,0,17,0,1.00E-04,1.2565,0.21,NA,NA,0.8242,0.1005,39.6,31.2,26.9,7.8,28.7,37.8,7.9,NA,NA,NA,0.5,0.5,0.5,0.3,0.5,0.5,0.5,NA,NA,NA,5,1.5,1.2,1.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_L_07,Hetta Cove,55.155625,-132.589934,22/7/17,20170722,750,820,-0.5,6,3,75,2,20,10,1.00E-04,1.2565,0.21,NA,NA,0.8242,0.1005,39.6,31.2,26.9,7.8,28.7,37.8,7.9,NA,NA,NA,0.5,0.5,0.5,0.3,0.5,0.5,0.5,NA,NA,NA,5,1.5,1.2,1.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_L_07,Hetta Cove,55.155625,-132.589934,22/7/17,20170722,750,820,-0.5,6,3,63,2,50,0,1.00E-04,1.2565,0.21,NA,NA,0.8242,0.1005,39.6,31.2,26.9,7.8,28.7,37.8,7.9,NA,NA,NA,0.5,0.5,0.5,0.3,0.5,0.5,0.5,NA,NA,NA,5,1.5,1.2,1.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_L_07,Hetta Cove,55.155625,-132.589934,22/7/17,20170722,750,820,-0.5,6,3,74,0,75,3,1.00E-04,1.2565,0.21,NA,NA,0.8242,0.1005,39.6,31.2,26.9,7.8,28.7,37.8,7.9,NA,NA,NA,0.5,0.5,0.5,0.3,0.5,0.5,0.5,NA,NA,NA,5,1.5,1.2,1.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_L_07,Hetta Cove,55.155625,-132.589934,22/7/17,20170722,750,820,-0.5,6,3,75,0,40,0,1.00E-04,1.2565,0.21,NA,NA,0.8242,0.1005,39.6,31.2,26.9,7.8,28.7,37.8,7.9,NA,NA,NA,0.5,0.5,0.5,0.3,0.5,0.5,0.5,NA,NA,NA,5,1.5,1.2,1.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_L_07,Hetta Cove,55.155625,-132.589934,22/7/17,20170722,750,820,-0.5,6,3,78,0,80,0,1.00E-04,1.2565,0.21,NA,NA,0.8242,0.1005,39.6,31.2,26.9,7.8,28.7,37.8,7.9,NA,NA,NA,0.5,0.5,0.5,0.3,0.5,0.5,0.5,NA,NA,NA,5,1.5,1.2,1.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_L_07,Hetta Cove,55.155625,-132.589934,22/7/17,20170722,750,820,-0.5,6,3,79,3,90,0,1.00E-04,1.2565,0.21,NA,NA,0.8242,0.1005,39.6,31.2,26.9,7.8,28.7,37.8,7.9,NA,NA,NA,0.5,0.5,0.5,0.3,0.5,0.5,0.5,NA,NA,NA,5,1.5,1.2,1.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_L_07,Hetta Cove,55.155625,-132.589934,22/7/17,20170722,750,820,-0.5,6,3,44,2,90,0,1.00E-04,1.2565,0.21,NA,NA,0.8242,0.1005,39.6,31.2,26.9,7.8,28.7,37.8,7.9,NA,NA,NA,0.5,0.5,0.5,0.3,0.5,0.5,0.5,NA,NA,NA,5,1.5,1.2,1.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_L_07,Hetta Cove,55.155625,-132.589934,22/7/17,20170722,750,820,-0.5,6,4,62,0,17,0,1.00E-04,1.4738,0.2331,NA,NA,0.7755,0.1111,38.1,43.4,42.4,43.8,17.5,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,5,1.4,1.1,1.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_L_07,Hetta Cove,55.155625,-132.589934,22/7/17,20170722,750,820,-0.5,6,4,75,2,20,10,1.00E-04,1.4738,0.2331,NA,NA,0.7755,0.1111,38.1,43.4,42.4,43.8,17.5,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,5,1.4,1.1,1.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_L_07,Hetta Cove,55.155625,-132.589934,22/7/17,20170722,750,820,-0.5,6,4,63,2,50,0,1.00E-04,1.4738,0.2331,NA,NA,0.7755,0.1111,38.1,43.4,42.4,43.8,17.5,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,5,1.4,1.1,1.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_L_07,Hetta Cove,55.155625,-132.589934,22/7/17,20170722,750,820,-0.5,6,4,74,0,75,3,1.00E-04,1.4738,0.2331,NA,NA,0.7755,0.1111,38.1,43.4,42.4,43.8,17.5,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,5,1.4,1.1,1.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_L_07,Hetta Cove,55.155625,-132.589934,22/7/17,20170722,750,820,-0.5,6,4,75,0,40,0,1.00E-04,1.4738,0.2331,NA,NA,0.7755,0.1111,38.1,43.4,42.4,43.8,17.5,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,5,1.4,1.1,1.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_L_07,Hetta Cove,55.155625,-132.589934,22/7/17,20170722,750,820,-0.5,6,4,78,0,80,0,1.00E-04,1.4738,0.2331,NA,NA,0.7755,0.1111,38.1,43.4,42.4,43.8,17.5,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,5,1.4,1.1,1.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_L_07,Hetta Cove,55.155625,-132.589934,22/7/17,20170722,750,820,-0.5,6,4,79,3,90,0,1.00E-04,1.4738,0.2331,NA,NA,0.7755,0.1111,38.1,43.4,42.4,43.8,17.5,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,5,1.4,1.1,1.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_L_07,Hetta Cove,55.155625,-132.589934,22/7/17,20170722,750,820,-0.5,6,4,44,2,90,0,1.00E-04,1.4738,0.2331,NA,NA,0.7755,0.1111,38.1,43.4,42.4,43.8,17.5,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,5,1.4,1.1,1.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_L_07,Hetta Cove,55.155625,-132.589934,22/7/17,20170722,750,820,-0.5,6,5,62,0,17,0,0.001,0.4909,0.0916,NA,NA,0.8357,0.1055,22.7,24,5.2,19.2,16.3,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,5,1.1,0.6,0.4,0.5,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_L_07,Hetta Cove,55.155625,-132.589934,22/7/17,20170722,750,820,-0.5,6,5,75,2,20,10,0.001,0.4909,0.0916,NA,NA,0.8357,0.1055,22.7,24,5.2,19.2,16.3,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,5,1.1,0.6,0.4,0.5,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_L_07,Hetta Cove,55.155625,-132.589934,22/7/17,20170722,750,820,-0.5,6,5,63,2,50,0,0.001,0.4909,0.0916,NA,NA,0.8357,0.1055,22.7,24,5.2,19.2,16.3,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,5,1.1,0.6,0.4,0.5,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_L_07,Hetta Cove,55.155625,-132.589934,22/7/17,20170722,750,820,-0.5,6,5,74,0,75,3,0.001,0.4909,0.0916,NA,NA,0.8357,0.1055,22.7,24,5.2,19.2,16.3,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,5,1.1,0.6,0.4,0.5,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_L_07,Hetta Cove,55.155625,-132.589934,22/7/17,20170722,750,820,-0.5,6,5,75,0,40,0,0.001,0.4909,0.0916,NA,NA,0.8357,0.1055,22.7,24,5.2,19.2,16.3,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,5,1.1,0.6,0.4,0.5,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_L_07,Hetta Cove,55.155625,-132.589934,22/7/17,20170722,750,820,-0.5,6,5,78,0,80,0,0.001,0.4909,0.0916,NA,NA,0.8357,0.1055,22.7,24,5.2,19.2,16.3,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,5,1.1,0.6,0.4,0.5,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_L_07,Hetta Cove,55.155625,-132.589934,22/7/17,20170722,750,820,-0.5,6,5,79,3,90,0,0.001,0.4909,0.0916,NA,NA,0.8357,0.1055,22.7,24,5.2,19.2,16.3,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,5,1.1,0.6,0.4,0.5,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_L_07,Hetta Cove,55.155625,-132.589934,22/7/17,20170722,750,820,-0.5,6,5,44,2,90,0,0.001,0.4909,0.0916,NA,NA,0.8357,0.1055,22.7,24,5.2,19.2,16.3,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,5,1.1,0.6,0.4,0.5,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,; 
2017_L_07,Hetta Cove,55.155625,-132.589934,22/7/17,20170722,750,820,-0.5,7,1,62,0,17,0,0,0.5371,0.122,5.9886,0.7753,0.4731,0.0871,30,31.2,20.2,19.8,NA,NA,NA,NA,NA,NA,0.4,0.3,0.4,0.4,NA,NA,NA,NA,NA,NA,5,0.3,0.4,0.5,0.4,0.3,2,0.015,0.0036,NA,NA,NA,2,0.0043,0.0009,NA,NA,NA,NA,,NA,NA,NA,NA,10,,; 
2017_L_07,Hetta Cove,55.155625,-132.589934,22/7/17,20170722,750,820,-0.5,7,1,75,2,20,10,0,0.5371,0.122,5.9886,0.7753,0.4731,0.0871,30,31.2,20.2,19.8,NA,NA,NA,NA,NA,NA,0.4,0.3,0.4,0.4,NA,NA,NA,NA,NA,NA,5,0.3,0.4,0.5,0.4,0.3,2,0.015,0.0036,NA,NA,NA,2,0.0043,0.0009,NA,NA,NA,NA,,NA,NA,NA,NA,10,,; 
2017_L_07,Hetta Cove,55.155625,-132.589934,22/7/17,20170722,750,820,-0.5,7,1,63,2,50,0,0,0.5371,0.122,5.9886,0.7753,0.4731,0.0871,30,31.2,20.2,19.8,NA,NA,NA,NA,NA,NA,0.4,0.3,0.4,0.4,NA,NA,NA,NA,NA,NA,5,0.3,0.4,0.5,0.4,0.3,2,0.015,0.0036,NA,NA,NA,2,0.0043,0.0009,NA,NA,NA,NA,,NA,NA,NA,NA,10,,; 
2017_L_07,Hetta Cove,55.155625,-132.589934,22/7/17,20170722,750,820,-0.5,7,1,74,0,75,3,0,0.5371,0.122,5.9886,0.7753,0.4731,0.0871,30,31.2,20.2,19.8,NA,NA,NA,NA,NA,NA,0.4,0.3,0.4,0.4,NA,NA,NA,NA,NA,NA,5,0.3,0.4,0.5,0.4,0.3,2,0.015,0.0036,NA,NA,NA,2,0.0043,0.0009,NA,NA,NA,NA,,NA,NA,NA,NA,10,,; 
2017_L_07,Hetta Cove,55.155625,-132.589934,22/7/17,20170722,750,820,-0.5,7,1,75,0,40,0,0,0.5371,0.122,5.9886,0.7753,0.4731,0.0871,30,31.2,20.2,19.8,NA,NA,NA,NA,NA,NA,0.4,0.3,0.4,0.4,NA,NA,NA,NA,NA,NA,5,0.3,0.4,0.5,0.4,0.3,2,0.015,0.0036,NA,NA,NA,2,0.0043,0.0009,NA,NA,NA,NA,,NA,NA,NA,NA,10,,; 
2017_L_07,Hetta Cove,55.155625,-132.589934,22/7/17,20170722,750,820,-0.5,7,1,78,0,80,0,0,0.5371,0.122,5.9886,0.7753,0.4731,0.0871,30,31.2,20.2,19.8,NA,NA,NA,NA,NA,NA,0.4,0.3,0.4,0.4,NA,NA,NA,NA,NA,NA,5,0.3,0.4,0.5,0.4,0.3,2,0.015,0.0036,NA,NA,NA,2,0.0043,0.0009,NA,NA,NA,NA,,NA,NA,NA,NA,10,,; 
