"","site","date_DDMMYY","date_YYYYMMDD","quadrat_number","plant_number","rhizome_length_cm","internode1_length_cm","internode2_length_cm","internode3_length_cm","internode4_length_cm","internode5_length_cm","leaf1_length_cm","leaf2_length_cm","leaf3_length_cm","leaf4_length_cm","leaf5_length_cm","leaf6_length_cm","leaf7_length_cm","leaf8_length_cm","leaf9_length_cm","leaf10_length_cm","leaf1_width_cm","leaf2_width_cm","leaf3_width_cm","leaf4_width_cm","leaf5_width_cm","leaf6_width_cm","leaf7_width_cm","leaf8_width_cm","leaf9_width_cm","leaf10_width_cm","rhizome_fw_g","shoot_fw_g","xs_shoot_fw_g","isopod_count","isopod_fw_g","gammarid_count","gammarid_fw_g","caprelid_count","caprelid_fw_g","limpet_count","limpet_fw_g","gastropod_count","gastropod_fw_g","crab_count","crab_fw_g","polychaete_count","other_epifauna","notes","epiphyte_dw_g","rhizome_dw_g","shoot_dw_g","xs_shoot_dw_g","isopod_dw_g","gammarid_dw_g","caprelid_dw_g","limpet_dw_g","gastropod_dw_g","crab_dw_g"
"434","2017_L_04","28/6/17",20170628,7,4,5,1.5,1.2,1.1,0.9,NA,46.2,35,32.2,48.6,32.6,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,0.5084,1.4827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.001,0.0783999999999999,0.2393,NA,NA,NA,NA,NA,NA,NA
"435","2017_L_04","28/6/17",20170628,7,5,5,1.1,1.8,NA,NA,NA,36.6,33,48.6,21.5,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,NA,0.3602,1.1241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.000899999999999901,0.0502999999999999,0.1727,NA,NA,NA,NA,NA,NA,NA
"436","2017_L_04","28/6/17",20170628,8,1,5,1.3,3,NA,NA,NA,56.9,56.1,50.2,59.4,29.7,6.2,NA,NA,NA,NA,0.6,0.6,0.6,0.6,0.6,0.5,NA,NA,NA,NA,0.6437,2.5336,8.1216,2,0.0071,33,0.0323,28,0.3045,3,0.1453,2,"0.0038",NA,NA,3,"","",0,0.0775999999999999,0.3563,0.8956,0.000400000000000011,0.00290000000000001,0.00280000000000002,0.0419,0.000900000000000012,NA
"437","2017_L_04","28/6/17",20170628,8,2,5,1.9,2.4,NA,NA,NA,47.4,42.6,39.2,58.4,27.4,NA,NA,NA,NA,NA,0.6,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,0.5485,2.1237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.000399999999999956,0.0679000000000001,0.2911,NA,NA,NA,NA,NA,NA,NA
"438","2017_L_04","28/6/17",20170628,8,3,5,1.2,1.6,1.6,NA,NA,47.4,39.3,26.6,10.1,32.6,39.9,NA,NA,NA,NA,0.5,0.5,0.4,0.3,0.5,0.5,NA,NA,NA,NA,0.5078,1.4526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0,0.0562,0.2062,NA,NA,NA,NA,NA,NA,NA
"439","2017_L_04","28/6/17",20170628,8,4,5,1.1,1.5,1.3,NA,NA,43.2,55.5,41.8,51.4,62.1,9.9,10.1,5.6,NA,NA,0.4,0.5,0.5,0.5,0.5,0.4,0.3,0.3,NA,NA,0.4605,2.116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0,0.0609000000000001,0.2888,NA,NA,NA,NA,NA,NA,NA
"440","2017_L_04","28/6/17",20170628,8,5,5,0.8,1.3,1.5,NA,NA,53.6,57.2,22.5,48.6,26.4,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,0.4296,1.649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0,0.053,0.2334,NA,NA,NA,NA,NA,NA,NA
"441","2017_L_05","27/6/17",20170627,1,1,5,0.7,0.8,0.6,0.6,0.5,24.6,31.8,31.2,16.1,23.9,NA,NA,NA,NA,NA,0.3,0.3,0.3,0.3,0.3,NA,NA,NA,NA,NA,0.412,0.5517,4.895,1,0.1034,2,0.0076,NA,NA,1,0.011,4,"0.0607",NA,NA,3,"","",0.0105,0.0825999999999999,0.1053,0.7361,0.0386,0.000799999999999967,NA,0.00329999999999997,0.0308999999999999,NA
"442","2017_L_05","27/6/17",20170627,1,2,5,0.7,1.5,1.8,NA,NA,28.5,33.6,20.7,35.6,25.2,NA,NA,NA,NA,NA,0.3,0.3,0.3,0.3,0.4,NA,NA,NA,NA,NA,0.4178,0.7809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.011,0.0821999999999999,0.1324,NA,NA,NA,NA,NA,NA,NA
"443","2017_L_05","27/6/17",20170627,1,3,5,0.9,1.1,2.3,NA,NA,17.1,45.6,37.9,12.2,52.2,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,0.4251,1.0029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0121,0.0695,0.1492,NA,NA,NA,NA,NA,NA,NA
"444","2017_L_05","27/6/17",20170627,1,4,5,1.1,1.5,1.1,1.6,NA,15.7,18.1,17.1,15.2,30.9,3.7,29,NA,NA,NA,0.3,0.3,0.4,0.3,0.4,0.2,0.3,NA,NA,NA,0.5825,0.7282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0194,0.1326,0.1184,NA,NA,NA,NA,NA,NA,NA
"445","2017_L_05","27/6/17",20170627,1,5,5,1.2,1.1,1.1,0.7,NA,22.7,36.4,18.8,37.6,16.2,NA,NA,NA,NA,NA,0.4,0.4,0.3,0.4,0.3,NA,NA,NA,NA,NA,0.4128,0.6576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0129,0.0686,0.1144,NA,NA,NA,NA,NA,NA,NA
"446","2017_L_05","27/6/17",20170627,2,1,1.8,0.5,0.6,0.4,0.3,NA,18,29.7,27,8.6,39.8,23,NA,NA,NA,NA,0.3,0.3,0.3,0.3,0.3,0.3,NA,NA,NA,NA,0.1562,0.7205,2.9044,NA,NA,8,0.0069,NA,NA,NA,NA,16,"0.0538",NA,NA,3,"2 bivalves","",0.0105,0.0237000000000001,0.1245,0.4111,NA,0.000599999999999989,NA,NA,0.031,NA
"447","2017_L_05","27/6/17",20170627,2,2,5,0.5,0.9,0.8,0.6,0.6,37.2,27.9,5.4,29.1,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,NA,0.6482,0.816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.0106999999999999,0.1126,0.1279,NA,NA,NA,NA,NA,NA,NA
"448","2017_L_05","27/6/17",20170627,2,3,5,0.6,0.8,NA,0.6,0.6,29.4,33,31,32.4,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,NA,0.7542,0.8619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00970000000000004,0.1226,0.1439,NA,NA,NA,NA,NA,NA,NA
"449","2017_L_05","27/6/17",20170627,2,4,4.6,0.7,1.1,1,0.5,0.4,24.3,45.9,32.8,41.6,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,NA,0.4301,1.0518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00819999999999999,0.0637,0.1736,NA,NA,NA,NA,NA,NA,NA
"450","2017_L_05","27/6/17",20170627,2,5,5,1,1.3,1.1,0.8,0.7,11.5,29.2,34.2,28.2,NA,NA,NA,NA,NA,NA,0.2,0.4,0.4,0.4,NA,NA,NA,NA,NA,NA,0.6934,0.8461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00750000000000006,0.1041,0.1296,NA,NA,NA,NA,NA,NA,NA
"451","2017_L_05","27/6/17",20170627,3,1,4.1,0.7,1.3,1.2,0.9,NA,22.5,13.1,24.5,17.9,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,NA,0.3644,0.4383,3.3227,NA,NA,1,9e-04,NA,NA,NA,NA,2,"0.0079",NA,NA,1,"1 brittle star","",0.000200000000000089,0.0541,0.0761000000000003,0.4515,NA,9.9999999999989e-05,NA,NA,0.00430000000000008,NA
"452","2017_L_05","27/6/17",20170627,3,2,5,0.9,1,0.8,0.3,0.2,10.7,27.3,34.9,15.5,16.2,NA,NA,NA,NA,NA,0.3,0.3,0.3,0.4,0.3,NA,NA,NA,NA,NA,0.6084,0.4909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00319999999999998,0.1568,0.0819000000000001,NA,NA,NA,NA,NA,NA,NA
"453","2017_L_05","27/6/17",20170627,3,3,5,0.7,0.8,0.6,0.4,0.4,19.7,4.6,31.6,31.8,14.8,NA,NA,NA,NA,NA,0.3,0.3,0.3,0.4,0.3,NA,NA,NA,NA,NA,0.4828,0.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00890000000000002,0.1219,0.0908000000000002,NA,NA,NA,NA,NA,NA,NA
"454","2017_L_05","27/6/17",20170627,3,4,4,0.4,0.4,0.5,0.6,0.5,11.5,34.3,20.3,32.3,NA,NA,NA,NA,NA,NA,0.3,0.3,0.3,0.3,NA,NA,NA,NA,NA,NA,0.3601,0.469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",9.9999999999989e-05,0.0582,0.069,NA,NA,NA,NA,NA,NA,NA
"455","2017_L_05","27/6/17",20170627,3,5,5,0.2,0.5,0.4,0.3,0.3,19.9,14.5,31.6,NA,NA,NA,NA,NA,NA,NA,0.3,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,0.3931,0.2593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.000400000000000067,0.0947,0.0423,NA,NA,NA,NA,NA,NA,NA
"456","2017_L_05","27/6/17",20170627,4,1,4.7,1.2,1.1,0.7,0.7,0.4,38.6,27.5,7.9,22.2,36.4,19.6,NA,NA,NA,NA,0.4,0.4,0.3,0.4,0.4,0.4,NA,NA,NA,NA,0.7165,0.9781,2.732,NA,NA,NA,NA,2,0.0019,1,0.0037,12,"0.0855",NA,NA,2,"","",0,0.1667,0.1664,0.3608,NA,NA,0,0.00159999999999999,0.0496,NA
"457","2017_L_05","27/6/17",20170627,4,2,4.6,0.8,1,0.8,1,0.9,25.5,30,9.7,32,26.3,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,0.6996,0.7157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00109999999999999,0.1326,0.123,NA,NA,NA,NA,NA,NA,NA
"458","2017_L_05","27/6/17",20170627,4,3,5,0.7,1.1,0.7,0.5,0.3,28.3,34,42.8,11.2,34.8,NA,NA,NA,NA,NA,0.4,0.5,0.5,0.5,0.4,NA,NA,NA,NA,NA,0.678,1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.000400000000000067,0.1489,0.1769,NA,NA,NA,NA,NA,NA,NA
"459","2017_L_05","27/6/17",20170627,4,4,4.1,0.6,1.2,1.3,1.1,NA,31.9,35.4,10.5,28.9,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,0.6094,0.9047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0,0.0931000000000001,0.1406,NA,NA,NA,NA,NA,NA,NA
"460","2017_L_05","27/6/17",20170627,4,5,3.7,0.9,0.7,0.5,0.6,NA,37.6,20.7,39.9,32.1,NA,NA,NA,NA,NA,NA,0.5,0.4,0.4,0.4,NA,NA,NA,NA,NA,NA,0.4727,1.0039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",9.9999999999989e-05,0.1126,0.1703,NA,NA,NA,NA,NA,NA,NA
"461","2017_L_05","27/6/17",20170627,5,1,4,0.6,1,1.1,0.9,NA,18.8,27.7,13.6,27.3,23.5,NA,NA,NA,NA,NA,0.4,0.4,0.5,0.5,0.4,NA,NA,NA,NA,NA,0.346,0.7905,3.2891,1,0.1224,1,6e-04,NA,NA,NA,NA,4,"0.0056",NA,NA,1,"","",0.002,0.0636,0.1321,0.4735,0.0362,0,NA,NA,0.00259999999999999,NA
"462","2017_L_05","27/6/17",20170627,5,2,4.8,1,1.2,1.5,1,NA,35,41.8,12.3,36.2,25.3,46.4,NA,NA,NA,NA,0.5,0.5,0.5,0.6,0.5,0.5,NA,NA,NA,NA,0.7024,1.8723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",9.9999999999989e-05,0.1165,0.3155,NA,NA,NA,NA,NA,NA,NA
"463","2017_L_05","27/6/17",20170627,5,3,2.3,0.7,0.9,NA,NA,NA,22.4,18.3,12.1,22,12.9,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,0.2431,0.5436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0,0.0509999999999999,0.0914000000000001,NA,NA,NA,NA,NA,NA,NA
"464","2017_L_05","27/6/17",20170627,5,4,5,1.6,1.5,1.1,NA,NA,10.4,48,38.4,31.2,36.6,49,NA,NA,NA,NA,0.3,0.6,0.6,0.5,0.5,0.5,NA,NA,NA,NA,0.7015,2.114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.000199999999999978,0.1292,0.364,NA,NA,NA,NA,NA,NA,NA
"465","2017_L_05","27/6/17",20170627,5,5,4.2,0.5,0.6,0.6,0.5,0.5,45.2,31.2,46,5.9,32.9,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.4,0.5,NA,NA,NA,NA,NA,0.7884,1.2664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0,0.1336,0.1904,NA,NA,NA,NA,NA,NA,NA
"466","2017_L_05","27/6/17",20170627,6,1,3.4,0.4,0.7,0.7,0.3,0.3,34.4,29.5,6.4,47.9,23.7,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,0.3652,0.9543,3.599,1,0.85,NA,NA,NA,NA,3,0.0352,2,"0.0030",NA,NA,3,"2 bivalves","",0,0.0720000000000001,0.1317,0.4581,0.0258,NA,NA,0.0124,0.000800000000000023,NA
"467","2017_L_05","27/6/17",20170627,6,2,5,0.6,0.9,0.7,0.6,0.5,37.2,20.6,22.1,27.3,6.5,NA,NA,NA,NA,NA,0.3,0.3,0.4,0.4,0.4,NA,NA,NA,NA,NA,0.4272,0.674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0,0.0750000000000001,0.1016,NA,NA,NA,NA,NA,NA,NA
"468","2017_L_05","27/6/17",20170627,6,3,5,1,1.1,0.9,0.5,0.5,27,44.4,24.1,35.1,27.6,NA,NA,NA,NA,NA,0.5,0.5,0.4,0.5,0.5,NA,NA,NA,NA,NA,0.7304,1.2362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0,0.1206,0.1883,NA,NA,NA,NA,NA,NA,NA
"469","2017_L_05","27/6/17",20170627,6,4,5,0.5,0.5,0.7,0.6,0.5,19.5,27,47.2,34,11.9,NA,NA,NA,NA,NA,0.4,0.5,0.4,0.5,0.5,NA,NA,NA,NA,NA,0.5236,1.0956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0,0.0958,0.1629,NA,NA,NA,NA,NA,NA,NA
"470","2017_L_05","27/6/17",20170627,6,5,5,0.9,0.9,0.6,0.6,0.6,22.9,18.9,24,3.4,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.3,NA,NA,NA,NA,NA,NA,0.6929,0.4217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.000499999999999945,0.1432,0.0697999999999999,NA,NA,NA,NA,NA,NA,NA
"471","2017_L_05","27/6/17",20170627,7,1,5,0.6,1.2,1.2,1.6,NA,18.9,41.8,23.9,45.4,40.2,NA,NA,NA,NA,NA,0.5,0.5,0.6,0.6,0.5,NA,NA,NA,NA,NA,1.0934,1.9636,6.4025,NA,NA,3,0.0039,NA,NA,2,0.02,4,"0.0265",NA,NA,3,"1 bivalve","",0.00170000000000003,0.1614,0.2551,0.8333,NA,0.000200000000000089,NA,0.00730000000000008,0.0156000000000001,NA
"472","2017_L_05","27/6/17",20170627,7,2,5,1.3,1.5,1.4,NA,NA,32.6,22.2,47.6,32.2,NA,NA,NA,NA,NA,NA,0.5,0.5,0.6,0.6,NA,NA,NA,NA,NA,NA,0.8303,1.6285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.003,0.1336,0.2282,NA,NA,NA,NA,NA,NA,NA
"473","2017_L_05","27/6/17",20170627,7,3,4.4,1.1,0.9,1,0.5,0.5,34.1,40.6,12.8,35.2,47.2,NA,NA,NA,NA,NA,0.5,0.5,0.3,0.5,0.5,NA,NA,NA,NA,NA,0.6002,1.4472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.002,0.1001,0.2244,NA,NA,NA,NA,NA,NA,NA
"474","2017_L_05","27/6/17",20170627,7,4,5,1,1.2,1.7,NA,NA,15.8,46,23.1,43.1,NA,NA,NA,NA,NA,NA,0.6,0.6,0.6,0.6,NA,NA,NA,NA,NA,NA,0.7326,1.3709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.000600000000000045,0.1185,0.1992,NA,NA,NA,NA,NA,NA,NA
"475","2017_L_05","27/6/17",20170627,7,5,5,0.7,1,1.3,0.6,0.6,16.6,41.6,28,26.7,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,0.6672,1.1924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.002,0.1001,0.1602,NA,NA,NA,NA,NA,NA,NA
"476","2017_L_05","27/6/17",20170627,8,1,4.4,1,1,1,0.6,0.8,40.9,60.8,54.7,31,50.1,NA,NA,NA,NA,NA,0.4,0.4,0.5,0.5,0.4,NA,NA,NA,NA,NA,0.5603,1.6232,6.2259,1,0.0888,NA,NA,NA,NA,NA,NA,5,"0.1015",NA,NA,3,"","",0.00219999999999998,0.0951000000000001,0.2575,0.76,0.0408999999999999,NA,NA,NA,0.0609,NA
"477","2017_L_05","27/6/17",20170627,8,2,3.5,0.7,0.7,0.5,0.4,0.4,36.6,19.3,39.9,48.2,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,NA,0.3295,0.9075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0,0.0475,0.145,NA,NA,NA,NA,NA,NA,NA
"478","2017_L_05","27/6/17",20170627,8,3,3.7,0.5,0.8,1.1,0.5,0.4,14.3,46.5,34.4,42.2,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,NA,0.3579,0.8699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0,0.0498000000000001,0.1567,NA,NA,NA,NA,NA,NA,NA
"479","2017_L_05","27/6/17",20170627,8,4,5,0.5,0.5,0.5,0.3,0.4,46.8,26.1,46.2,30.2,26.9,NA,NA,NA,NA,NA,0.3,0.4,0.4,0.3,0.3,NA,NA,NA,NA,NA,0.8321,0.9047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00260000000000005,0.1421,0.1589,NA,NA,NA,NA,NA,NA,NA
"480","2017_L_05","27/6/17",20170627,8,5,5,0.7,1,1.2,0.8,0.5,49.2,26.2,38.3,36.6,NA,NA,NA,NA,NA,NA,0.3,0.4,0.4,0.3,NA,NA,NA,NA,NA,NA,0.6983,1.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00119999999999998,0.0847,0.1632,NA,NA,NA,NA,NA,NA,NA
"481","2017_L_06","23/7/17",20170723,1,1,5,1.9,2.1,NA,NA,NA,94.8,96.2,22.6,66.3,66.2,NA,NA,NA,NA,NA,0.6,0.7,0.7,0.7,0.7,NA,NA,NA,NA,NA,1.0319,4.8842,6.136,1,0.0016,NA,NA,NA,NA,13,0.4564,21,"0.0940",NA,NA,2,"","",0.00860000000000005,0.1328,0.8374,0.8924,0.000300000000000022,NA,NA,0.1538,0.0359,NA
"482","2017_L_06","23/7/17",20170723,1,2,5,2,1.7,NA,NA,NA,44.6,84.2,56.2,92.4,78.9,NA,NA,NA,NA,NA,0.6,0.7,0.7,0.7,0.6,NA,NA,NA,NA,NA,0.8276,4.6339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00579999999999992,0.1211,0.8233,NA,NA,NA,NA,NA,NA,NA
"483","2017_L_06","23/7/17",20170723,1,3,5,1.4,1.6,1,NA,NA,89,67.8,47.6,6.2,34.2,82.6,NA,NA,NA,NA,0.6,0.6,0.6,0.3,0.5,0.5,NA,NA,NA,NA,0.6889,3.5081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00870000000000004,0.0988,0.6553,NA,NA,NA,NA,NA,NA,NA
"484","2017_L_06","23/7/17",20170723,1,4,5,1,1,1,1.2,NA,71.4,27.3,55.4,41.1,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,0.6647,1.7416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00579999999999992,0.0865,0.3106,NA,NA,NA,NA,NA,NA,NA
"485","2017_L_06","23/7/17",20170723,1,5,5,1,1.2,1.2,NA,NA,76.4,73.9,34.2,83.6,NA,NA,NA,NA,NA,NA,0.5,0.6,0.6,0.6,NA,NA,NA,NA,NA,NA,0.9679,3.1541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,0,"","",0.00739999999999996,0.1278,0.5182,NA,NA,NA,NA,NA,NA,NA
"486","2017_L_06","23/7/17",20170723,2,1,5,1.2,1.2,1.2,0.8,NA,73.5,70.2,63.6,71.4,NA,NA,NA,NA,NA,NA,0.7,0.7,0.6,0.6,NA,NA,NA,NA,NA,NA,1.3619,4.392,12.4635,NA,NA,NA,NA,NA,NA,5,0.1301,50,"0.3958",NA,NA,NA,"","",0.00590000000000002,0.2029,0.6968,1.8196,NA,NA,NA,0.0422,0.1213,NA
"487","2017_L_06","23/7/17",20170723,2,2,5,1.5,1.3,1.6,NA,NA,64.6,60.6,75.6,70.6,111.2,NA,NA,NA,NA,NA,0.7,0.7,0.7,0.7,0.6,NA,NA,NA,NA,NA,1.0644,6.5734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00639999999999996,0.1585,0.99,NA,NA,NA,NA,NA,NA,NA
"488","2017_L_06","23/7/17",20170723,2,3,5,1.1,1.3,1.2,1.1,1.2,25.3,67.2,73.6,46.8,NA,NA,NA,NA,NA,NA,0.6,0.7,0.6,0.5,NA,NA,NA,NA,NA,NA,0.7589,2.3645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00429999999999997,0.1163,0.4374,NA,NA,NA,NA,NA,NA,NA
"489","2017_L_06","23/7/17",20170723,2,4,5,1,1,1,1.5,NA,81.2,43.4,18.1,70.6,40.4,54.8,NA,NA,NA,NA,0.6,0.6,0.6,0.6,0.5,0.5,NA,NA,NA,NA,1.1917,3.8321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00480000000000003,0.1615,0.6111,NA,NA,NA,NA,NA,NA,NA
"490","2017_L_06","23/7/17",20170723,2,5,5,1.8,1.5,1.6,NA,NA,59.4,92.8,76.4,66.8,42.8,NA,NA,NA,NA,NA,0.7,0.7,0.7,0.7,0.7,NA,NA,NA,NA,NA,1.55,6.1758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00319999999999998,0.2034,0.9229,NA,NA,NA,NA,NA,NA,NA
"491","2017_L_06","23/7/17",20170723,3,1,5,1.5,2.3,NA,NA,NA,4.8,55.8,24.9,47.4,77.4,58.6,74.2,NA,NA,NA,0.6,0.3,0.5,0.5,0.5,0.5,0.5,NA,NA,NA,0.8954,3.5012,4.1723,4,0.2417,NA,NA,NA,NA,3,0.1186,24,"0.1956",NA,NA,1,"","",0.00229999999999997,0.1224,0.63,0.6457,0.0672,NA,NA,0.041,0.0694999999999999,NA
"492","2017_L_06","23/7/17",20170723,3,2,5,2,1.5,NA,NA,NA,31.2,76.8,42.4,45.4,52.4,NA,NA,NA,NA,NA,0.6,0.6,0.5,0.5,0.6,NA,NA,NA,NA,NA,0.8438,3.2149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00239999999999996,0.1233,0.5512,NA,NA,NA,NA,NA,NA,NA
"493","2017_L_06","23/7/17",20170723,3,3,5,0.5,2.1,1.8,NA,NA,69.2,55.4,30.6,65.1,54.2,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,0.4,NA,NA,NA,NA,NA,0.7365,2.3484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00150000000000006,0.1048,0.5618,NA,NA,NA,NA,NA,NA,NA
"494","2017_L_06","23/7/17",20170723,3,4,5,1,2,1.5,NA,NA,47.6,15.1,41.1,57.4,51.4,39.4,NA,NA,NA,NA,0.5,0.4,0.5,0.5,0.5,0.5,NA,NA,NA,NA,0.7595,2.7659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0.00239999999999996,0.1056,0.511,NA,NA,NA,NA,NA,NA,NA
"495","2017_L_06","23/7/17",20170723,3,5,5,0.8,1.4,0.7,1.2,0.8,30.4,56.4,41.1,57.4,51.4,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,0.6074,1.5924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0,0.082,0.291,NA,NA,NA,NA,NA,NA,NA
"496","2017_L_06","23/7/17",20170723,4,1,5,1.5,3,NA,NA,NA,66.2,33.9,71.4,25.8,NA,NA,NA,NA,NA,NA,0.7,0.7,0.7,0.7,NA,NA,NA,NA,NA,NA,1.0321,3.1491,4.4688,NA,NA,NA,NA,NA,NA,7,0.2293,19,"0.1739",NA,NA,3,"","",0,0.1322,0.5885,0.5468,NA,NA,NA,0.0814,0.0481,NA
"497","2017_L_06","23/7/17",20170723,4,2,5,2,3,NA,NA,NA,26.9,66.4,77.4,55.8,69.8,NA,NA,NA,NA,NA,0.7,0.7,0.7,0.7,0.7,NA,NA,NA,NA,NA,1.1198,3.962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",0,0.1488,0.8833,NA,NA,NA,NA,NA,NA,NA
